time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2018/12/16/17:22:06.675888,103746,1545002526,675690889,imu_link,0,1,30.6277351379,-96.4820785522,47.6277427673,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.685933,103747,1545002526,685765981,imu_link,0,1,30.6277351379,-96.4820785522,47.6273956299,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.696320,103748,1545002526,695694923,imu_link,0,1,30.6277351379,-96.4820785522,47.6270446777,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.705919,103749,1545002526,705722093,imu_link,0,1,30.6277351379,-96.4820785522,47.6264533997,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.715994,103750,1545002526,715755939,imu_link,0,1,30.6277351379,-96.4820785522,47.6258506775,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.725952,103751,1545002526,725750923,imu_link,0,1,30.6277351379,-96.4820785522,47.6254806519,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.736159,103752,1545002526,735925912,imu_link,0,1,30.6277351379,-96.4820785522,47.6251068115,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.745722,103753,1545002526,745543956,imu_link,0,1,30.6277351379,-96.4820785522,47.6249694824,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.755930,103754,1545002526,755738019,imu_link,0,1,30.6277351379,-96.4820785522,47.6248283386,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.766353,103755,1545002526,765683889,imu_link,0,1,30.6277351379,-96.4820785522,47.6246833801,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.776021,103756,1545002526,775845050,imu_link,0,1,30.6277351379,-96.4820785522,47.6245384216,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.785819,103757,1545002526,785654067,imu_link,0,1,30.6277351379,-96.4820785522,47.6246414185,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.796144,103758,1545002526,795840024,imu_link,0,1,30.6277370453,-96.4820785522,47.6247444153,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.806022,103759,1545002526,805860996,imu_link,0,1,30.6277370453,-96.4820785522,47.6248512268,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.816070,103760,1545002526,815876960,imu_link,0,1,30.6277370453,-96.4820785522,47.6249694824,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.825970,103761,1545002526,825787067,imu_link,0,1,30.6277370453,-96.4820785522,47.6250915527,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.835930,103762,1545002526,835710048,imu_link,0,1,30.6277370453,-96.4820785522,47.6252059937,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.845870,103763,1545002526,845664978,imu_link,0,1,30.6277370453,-96.4820785522,47.6250724792,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.855967,103764,1545002526,855761051,imu_link,0,1,30.6277370453,-96.4820785522,47.6249427795,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.866144,103765,1545002526,865884065,imu_link,0,1,30.6277370453,-96.4820785522,47.6253166199,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.876043,103766,1545002526,875849008,imu_link,0,1,30.6277370453,-96.4820785522,47.625705719,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.885985,103767,1545002526,885727882,imu_link,0,1,30.6277370453,-96.4820785522,47.6258544922,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.895879,103768,1545002526,895673036,imu_link,0,1,30.6277370453,-96.4820785522,47.620880127,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.905833,103769,1545002526,905662059,imu_link,0,1,30.6277370453,-96.4820785522,47.6163597107,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.922455,103770,1545002526,916188955,imu_link,0,1,30.6277370453,-96.4820785522,47.6169700623,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.926021,103771,1545002526,925810098,imu_link,0,1,30.6277370453,-96.4820785522,47.6175880432,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.936107,103772,1545002526,935862064,imu_link,0,1,30.6277370453,-96.4820785522,47.6182174683,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.946134,103773,1545002526,945915937,imu_link,0,1,30.6277370453,-96.4820785522,47.6178779602,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.957037,103774,1545002526,956748962,imu_link,0,1,30.6277370453,-96.4820785522,47.6175460815,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.966225,103775,1545002526,965981006,imu_link,0,1,30.6277370453,-96.4820785522,47.616985321,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.976404,103776,1545002526,975871086,imu_link,0,1,30.6277370453,-96.4820785522,47.6164283752,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.985992,103777,1545002526,985799074,imu_link,0,1,30.6277370453,-96.4820785522,47.6163482666,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:06.996114,103778,1545002526,995882034,imu_link,0,1,30.6277389526,-96.4820785522,47.6162796021,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.005922,103779,1545002527,5661010,imu_link,0,1,30.6277389526,-96.4820785522,47.6159706116,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.016454,103780,1545002527,16067028,imu_link,0,1,30.6277389526,-96.4820785522,47.6156539917,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.026069,103781,1545002527,25866985,imu_link,0,1,30.6277389526,-96.4820785522,47.6155776978,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.035973,103782,1545002527,35826921,imu_link,0,1,30.6277389526,-96.4820785522,47.6155128479,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.045969,103783,1545002527,45768022,imu_link,0,1,30.6277389526,-96.4820785522,47.6152000427,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.055959,103784,1545002527,55766105,imu_link,0,1,30.6277389526,-96.4820785522,47.6148948669,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.066069,103785,1545002527,65834045,imu_link,0,1,30.6277389526,-96.4820785522,47.6148490906,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.075927,103786,1545002527,75778961,imu_link,0,1,30.6277389526,-96.4820785522,47.6148071289,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.085931,103787,1545002527,85700988,imu_link,0,1,30.6277389526,-96.4820785522,47.6145248413,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.095982,103788,1545002527,95779895,imu_link,0,1,30.6277389526,-96.4820785522,47.6142463684,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.105885,103789,1545002527,105671882,imu_link,0,1,30.6277389526,-96.4820785522,47.6134681702,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.116144,103790,1545002527,115911006,imu_link,0,1,30.6277389526,-96.4820785522,47.612701416,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.125920,103791,1545002527,125747919,imu_link,0,1,30.6277389526,-96.4820785522,47.6116828918,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.136084,103792,1545002527,135838985,imu_link,0,1,30.6277389526,-96.4820785522,47.6106643677,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.145901,103793,1545002527,145699977,imu_link,0,1,30.6277389526,-96.4820785522,47.6054992676,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.156024,103794,1545002527,155802011,imu_link,0,1,30.62774086,-96.4820785522,47.6005897522,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.166267,103795,1545002527,166034936,imu_link,0,1,30.62774086,-96.4820785522,47.6008529663,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.176040,103796,1545002527,175820112,imu_link,0,1,30.62774086,-96.4820785522,47.6008262634,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.185952,103797,1545002527,185765981,imu_link,0,1,30.62774086,-96.4820785522,47.6012763977,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.196076,103798,1545002527,195851087,imu_link,0,1,30.62774086,-96.4820785522,47.6017379761,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.205864,103799,1545002527,205671072,imu_link,0,1,30.62774086,-96.4820785522,47.6019630432,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.216159,103800,1545002527,215991020,imu_link,0,1,30.62774086,-96.4820785522,47.6021881104,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.225860,103801,1545002527,225657939,imu_link,0,1,30.62774086,-96.4820785522,47.6024208069,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.235895,103802,1545002527,235696077,imu_link,0,1,30.62774086,-96.4820785522,47.6026611328,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.245925,103803,1545002527,245752096,imu_link,0,1,30.62774086,-96.4820785522,47.6028938293,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.256483,103804,1545002527,256226062,imu_link,0,1,30.62774086,-96.4820785522,47.6031227112,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.266340,103805,1545002527,265810966,imu_link,0,1,30.62774086,-96.4820785522,47.6035957336,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.276011,103806,1545002527,275788068,imu_link,0,1,30.62774086,-96.4820785522,47.6040802002,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.286036,103807,1545002527,285845041,imu_link,0,1,30.62774086,-96.4820785522,47.6035690308,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.296075,103808,1545002527,295907020,imu_link,0,1,30.62774086,-96.4820785522,47.6030349731,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.305898,103809,1545002527,305721998,imu_link,0,1,30.6277427673,-96.4820785522,47.6027488708,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.316126,103810,1545002527,315893888,imu_link,0,1,30.6277427673,-96.4820785522,47.6024703979,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.325945,103811,1545002527,325712919,imu_link,0,1,30.6277427673,-96.4820785522,47.602684021,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.336169,103812,1545002527,335954904,imu_link,0,1,30.6277427673,-96.4820785522,47.6028862,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.345920,103813,1545002527,345743894,imu_link,0,1,30.6277427673,-96.4820785522,47.6033401489,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.356050,103814,1545002527,355840921,imu_link,0,1,30.6277427673,-96.4820785522,47.6038017273,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.366036,103815,1545002527,365799903,imu_link,0,1,30.6277427673,-96.4820785522,47.6035194397,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.375984,103816,1545002527,375828981,imu_link,0,1,30.6277427673,-96.4820785522,47.6032447815,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.385944,103817,1545002527,385792970,imu_link,0,1,30.6277427673,-96.4820785522,47.6034927368,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.396023,103818,1545002527,395840883,imu_link,0,1,30.6277427673,-96.4820785522,47.5985450745,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.405953,103819,1545002527,405741930,imu_link,0,1,30.6277427673,-96.4820785522,47.5940437317,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.416261,103820,1545002527,416085004,imu_link,0,1,30.6277427673,-96.4820785522,47.5947380066,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.426015,103821,1545002527,425828933,imu_link,0,1,30.6277427673,-96.4820785522,47.5949630737,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.436065,103822,1545002527,435847043,imu_link,0,1,30.6277446747,-96.4820785522,47.595199585,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.445907,103823,1545002527,445732116,imu_link,0,1,30.6277446747,-96.4820785522,47.5945014954,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.456430,103824,1545002527,456178903,imu_link,0,1,30.6277446747,-96.4820785522,47.5938110352,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.466158,103825,1545002527,465939998,imu_link,0,1,30.6277446747,-96.4820785522,47.5931282043,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.476133,103826,1545002527,475939989,imu_link,0,1,30.6277446747,-96.4820785522,47.5924415588,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.485993,103827,1545002527,485797882,imu_link,0,1,30.6277446747,-96.4820785522,47.5931968689,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.495938,103828,1545002527,495667934,imu_link,0,1,30.6277446747,-96.4820785522,47.5939559937,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.505837,103829,1545002527,505671024,imu_link,0,1,30.6277446747,-96.4820785522,47.5944747925,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.516114,103830,1545002527,515875101,imu_link,0,1,30.6277446747,-96.4820785522,47.5949897766,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.525887,103831,1545002527,525737047,imu_link,0,1,30.6277446747,-96.4820785522,47.5959892273,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.536002,103832,1545002527,535774946,imu_link,0,1,30.6277446747,-96.4820785522,47.596988678,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.545888,103833,1545002527,545711994,imu_link,0,1,30.6277446747,-96.4820785522,47.5977401733,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.556033,103834,1545002527,555787086,imu_link,0,1,30.627746582,-96.4820785522,47.5984687805,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.566332,103835,1545002527,566097974,imu_link,0,1,30.627746582,-96.4820785522,47.5981903076,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.576210,103836,1545002527,575993061,imu_link,0,1,30.627746582,-96.4820785522,47.5979118347,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.586075,103837,1545002527,585902929,imu_link,0,1,30.627746582,-96.4820785522,47.5981292725,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.595940,103838,1545002527,595731019,imu_link,0,1,30.627746582,-96.4820785522,47.5983276367,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.605916,103839,1545002527,605735063,imu_link,0,1,30.627746582,-96.4820785522,47.5979995728,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.616391,103840,1545002527,615792989,imu_link,0,1,30.627746582,-96.4820785522,47.5976753235,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.625955,103841,1545002527,625775098,imu_link,0,1,30.627746582,-96.4820785522,47.597869873,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.636070,103842,1545002527,635840892,imu_link,0,1,30.627746582,-96.4820785522,47.5980682373,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.645944,103843,1545002527,645770072,imu_link,0,1,30.627746582,-96.4820785522,47.5926513672,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.656068,103844,1545002527,655855894,imu_link,0,1,30.627746582,-96.4820785522,47.5872764587,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.666146,103845,1545002527,665955066,imu_link,0,1,30.6277484894,-96.4820785522,47.5875511169,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.676181,103846,1545002527,675924062,imu_link,0,1,30.6277484894,-96.4820785522,47.5877761841,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.686077,103847,1545002527,685826063,imu_link,0,1,30.6277484894,-96.4820785522,47.5887451172,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.695901,103848,1545002527,695699930,imu_link,0,1,30.6277484894,-96.4820785522,47.5897521973,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.706193,103849,1545002527,705833911,imu_link,0,1,30.6277484894,-96.4820785522,47.5900878906,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.716053,103850,1545002527,715881109,imu_link,0,1,30.6277484894,-96.4820785522,47.5904655457,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
2018/12/16/17:22:07.725932,103851,1545002527,725763082,imu_link,0,1,30.6277484894,-96.4820785522,47.5915908813,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0001)",0
