time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.latitude,.longitude,.hEll
2018/12/16/17:23:04.384841,109540,2408,246300000,mti/data,30.6276931763,-96.4820785522,48.9487495422
2018/12/16/17:23:04.394750,109541,2408,256300000,mti/data,30.6276931763,-96.4820785522,48.9540672302
2018/12/16/17:23:04.404982,109542,2408,266300000,mti/data,30.6276931763,-96.4820785522,48.9595985413
2018/12/16/17:23:04.414917,109543,2408,276300000,mti/data,30.6276931763,-96.4820785522,48.9589157104
2018/12/16/17:23:04.424883,109544,2408,286300000,mti/data,30.6276950836,-96.4820785522,48.9575309753
2018/12/16/17:23:04.434984,109545,2408,296300000,mti/data,30.6276950836,-96.4820785522,48.9561157227
2018/12/16/17:23:04.445064,109546,2408,306300000,mti/data,30.6276950836,-96.4820785522,48.9558677673
2018/12/16/17:23:04.455112,109547,2408,316300000,mti/data,30.6276950836,-96.4820785522,48.9556236267
2018/12/16/17:23:04.464842,109548,2408,326300000,mti/data,30.6276950836,-96.4820785522,48.9541931152
2018/12/16/17:23:04.474797,109549,2408,336300000,mti/data,30.627696991,-96.4820785522,48.9527130127
2018/12/16/17:23:04.484919,109550,2408,346300000,mti/data,30.627696991,-96.4820785522,48.9521446228
2018/12/16/17:23:04.495005,109551,2408,356300000,mti/data,30.627696991,-96.4820785522,48.9515571594
2018/12/16/17:23:04.504924,109552,2408,366300000,mti/data,30.627696991,-96.4820785522,48.9497718811
2018/12/16/17:23:04.515204,109553,2408,376300000,mti/data,30.6276988983,-96.4820785522,48.9479751587
2018/12/16/17:23:04.524975,109554,2408,386300000,mti/data,30.6276988983,-96.4820785522,48.9466590881
2018/12/16/17:23:04.534969,109555,2408,396300000,mti/data,30.6276988983,-96.4820785522,48.9453659058
2018/12/16/17:23:04.544841,109556,2408,406300000,mti/data,30.6276988983,-96.4820785522,48.9438514709
2018/12/16/17:23:04.554736,109557,2408,416300000,mti/data,30.6276988983,-96.4820785522,48.9423446655
2018/12/16/17:23:04.564881,109558,2408,426300000,mti/data,30.6277008057,-96.4820785522,48.940574646
2018/12/16/17:23:04.575306,109559,2408,436300000,mti/data,30.6277008057,-96.4820785522,48.9388046265
2018/12/16/17:23:04.584950,109560,2408,446300000,mti/data,30.6277008057,-96.4820785522,48.9380264282
2018/12/16/17:23:04.594991,109561,2408,456300000,mti/data,30.6277008057,-96.4820785522,48.9372596741
2018/12/16/17:23:04.604994,109562,2408,466300000,mti/data,30.6277008057,-96.4820785522,48.936000824
2018/12/16/17:23:04.615122,109563,2408,476300000,mti/data,30.627702713,-96.4820785522,48.9347648621
2018/12/16/17:23:04.624841,109564,2408,486300000,mti/data,30.627702713,-96.4820785522,48.9327926636
2018/12/16/17:23:04.634715,109565,2408,496300000,mti/data,30.627702713,-96.4820785522,48.9308052063
2018/12/16/17:23:04.647738,109566,2408,506300000,mti/data,30.627702713,-96.4820785522,48.9393157959
2018/12/16/17:23:04.655004,109567,2408,516300000,mti/data,30.6277046204,-96.4820785522,48.9465408325
2018/12/16/17:23:04.664939,109568,2408,526300000,mti/data,30.6277046204,-96.4820785522,48.9438438416
2018/12/16/17:23:04.675070,109569,2408,536300000,mti/data,30.6277046204,-96.4820785522,48.9424362183
2018/12/16/17:23:04.684924,109570,2408,546300000,mti/data,30.6277046204,-96.4820785522,48.9417152405
2018/12/16/17:23:04.694998,109571,2408,556300000,mti/data,30.6277046204,-96.4820785522,48.9409980774
2018/12/16/17:23:04.704933,109572,2408,566300000,mti/data,30.6277065277,-96.4820785522,48.9398345947
2018/12/16/17:23:04.715162,109573,2408,576300000,mti/data,30.6277065277,-96.4820785522,48.9386672974
2018/12/16/17:23:04.724948,109574,2408,586300000,mti/data,30.6277065277,-96.4820785522,48.93724823
2018/12/16/17:23:04.734894,109575,2408,596300000,mti/data,30.6277065277,-96.4820785522,48.9358139038
2018/12/16/17:23:04.744879,109576,2408,606300000,mti/data,30.6277084351,-96.4820785522,48.9353218079
2018/12/16/17:23:04.755280,109577,2408,616300000,mti/data,30.6277084351,-96.4820785522,48.934803009
2018/12/16/17:23:04.764843,109578,2408,626300000,mti/data,30.6277084351,-96.4820785522,48.9335594177
2018/12/16/17:23:04.775128,109579,2408,636300000,mti/data,30.6277084351,-96.4820785522,48.9323501587
2018/12/16/17:23:04.784983,109580,2408,646300000,mti/data,30.6277084351,-96.4820785522,48.9306716919
2018/12/16/17:23:04.794881,109581,2408,656300000,mti/data,30.6277103424,-96.4820785522,48.9290008545
2018/12/16/17:23:04.804869,109582,2408,666300000,mti/data,30.6277103424,-96.4820785522,48.9271202087
2018/12/16/17:23:04.815253,109583,2408,676300000,mti/data,30.6277103424,-96.4820785522,48.9252662659
2018/12/16/17:23:04.825029,109584,2408,686300000,mti/data,30.6277103424,-96.4820785522,48.9239006042
2018/12/16/17:23:04.834904,109585,2408,696300000,mti/data,30.6277122498,-96.4820785522,48.9225769043
2018/12/16/17:23:04.844880,109586,2408,706300000,mti/data,30.6277122498,-96.4820785522,48.9212837219
2018/12/16/17:23:04.854939,109587,2408,716300000,mti/data,30.6277122498,-96.4820785522,48.9200019836
2018/12/16/17:23:04.864915,109588,2408,726300000,mti/data,30.6277122498,-96.4820785522,48.9192314148
2018/12/16/17:23:04.875225,109589,2408,736300000,mti/data,30.6277122498,-96.4820785522,48.9184951782
2018/12/16/17:23:04.884938,109590,2408,746300000,mti/data,30.6277141571,-96.4820785522,48.9172897339
2018/12/16/17:23:04.894846,109591,2408,756300000,mti/data,30.6277141571,-96.4820785522,48.9200019836
2018/12/16/17:23:04.904990,109592,2408,766300000,mti/data,30.6277141571,-96.4820785522,48.9231567383
2018/12/16/17:23:04.915264,109593,2408,776300000,mti/data,30.6277141571,-96.4820785522,48.92237854
2018/12/16/17:23:04.924870,109594,2408,786300000,mti/data,30.6277160645,-96.4820785522,48.9213790894
2018/12/16/17:23:04.935199,109595,2408,796300000,mti/data,30.6277160645,-96.4820785522,48.9204063416
2018/12/16/17:23:04.944856,109596,2408,806300000,mti/data,30.6277160645,-96.4820785522,48.9194412231
2018/12/16/17:23:04.955442,109597,2408,816300000,mti/data,30.6277160645,-96.4820785522,48.9184570312
2018/12/16/17:23:04.964869,109598,2408,826300000,mti/data,30.6277179718,-96.4820785522,48.9174423218
2018/12/16/17:23:04.975015,109599,2408,836300000,mti/data,30.6277179718,-96.4820785522,48.9164123535
2018/12/16/17:23:04.984855,109600,2408,846300000,mti/data,30.6277179718,-96.4820785522,48.9151382446
2018/12/16/17:23:04.994891,109601,2408,856300000,mti/data,30.6277179718,-96.4820785522,48.9138793945
2018/12/16/17:23:05.004955,109602,2408,866300000,mti/data,30.6277179718,-96.4820785522,48.9128456116
2018/12/16/17:23:05.015115,109603,2408,876300000,mti/data,30.6277198792,-96.4820785522,48.9118003845
2018/12/16/17:23:05.024970,109604,2408,886300000,mti/data,30.6277198792,-96.4820785522,48.911239624
2018/12/16/17:23:05.035019,109605,2408,896300000,mti/data,30.6277198792,-96.4820785522,48.9106636047
2018/12/16/17:23:05.044838,109606,2408,906300000,mti/data,30.6277198792,-96.4820785522,48.909828186
2018/12/16/17:23:05.055017,109607,2408,916300000,mti/data,30.6277217865,-96.4820785522,48.9090042114
2018/12/16/17:23:05.064722,109608,2408,926300000,mti/data,30.6277217865,-96.4820785522,48.9074249268
2018/12/16/17:23:05.075114,109609,2408,936300000,mti/data,30.6277217865,-96.4820785522,48.9058418274
2018/12/16/17:23:05.084973,109610,2408,946300000,mti/data,30.6277217865,-96.4820785522,48.9052658081
2018/12/16/17:23:05.094931,109611,2408,956300000,mti/data,30.6277236938,-96.4820785522,48.9047012329
2018/12/16/17:23:05.105072,109612,2408,966300000,mti/data,30.6277236938,-96.4820785522,48.9031295776
2018/12/16/17:23:05.114844,109613,2408,976300000,mti/data,30.6277236938,-96.4820785522,48.9015617371
2018/12/16/17:23:05.124945,109614,2408,986300000,mti/data,30.6277236938,-96.4820785522,48.8994865417
2018/12/16/17:23:05.134901,109615,2408,996300000,mti/data,30.6277236938,-96.4820785522,48.8973846436
2018/12/16/17:23:05.144778,109616,2409,6300000,mti/data,30.6277256012,-96.4820785522,48.9038009644
2018/12/16/17:23:05.154990,109617,2409,16300000,mti/data,30.6277256012,-96.4820785522,48.9091491699
2018/12/16/17:23:05.165014,109618,2409,26300000,mti/data,30.6277256012,-96.4820785522,48.9067687988
2018/12/16/17:23:05.174990,109619,2409,36300000,mti/data,30.6277256012,-96.4820785522,48.9054069519
2018/12/16/17:23:05.184881,109620,2409,46300000,mti/data,30.6277275085,-96.4820785522,48.9045028687
2018/12/16/17:23:05.194908,109621,2409,56300000,mti/data,30.6277275085,-96.4820785522,48.9035682678
2018/12/16/17:23:05.205349,109622,2409,66300000,mti/data,30.6277275085,-96.4820785522,48.901927948
2018/12/16/17:23:05.214967,109623,2409,76300000,mti/data,30.6277275085,-96.4820785522,48.9002838135
2018/12/16/17:23:05.224927,109624,2409,86300000,mti/data,30.6277294159,-96.4820785522,48.8991012573
2018/12/16/17:23:05.234977,109625,2409,96300000,mti/data,30.6277294159,-96.4820785522,48.8979187012
2018/12/16/17:23:05.244955,109626,2409,106300000,mti/data,30.6277294159,-96.4820785522,48.8969955444
2018/12/16/17:23:05.254927,109627,2409,116300000,mti/data,30.6277294159,-96.4820785522,48.8960723877
2018/12/16/17:23:05.264982,109628,2409,126300000,mti/data,30.6277294159,-96.4820785522,48.8960876465
2018/12/16/17:23:05.274934,109629,2409,136300000,mti/data,30.6277313232,-96.4820785522,48.8961410522
2018/12/16/17:23:05.285123,109630,2409,146300000,mti/data,30.6277313232,-96.4820785522,48.8957214355
2018/12/16/17:23:05.294846,109631,2409,156300000,mti/data,30.6277313232,-96.4820785522,48.8953132629
2018/12/16/17:23:05.305025,109632,2409,166300000,mti/data,30.6277313232,-96.4820785522,48.8939552307
2018/12/16/17:23:05.314804,109633,2409,176300000,mti/data,30.6277332306,-96.4820785522,48.8926124573
2018/12/16/17:23:05.325123,109634,2409,186300000,mti/data,30.6277332306,-96.4820785522,48.8915290833
2018/12/16/17:23:05.334909,109635,2409,196300000,mti/data,30.6277332306,-96.4820785522,48.890460968
2018/12/16/17:23:05.345027,109636,2409,206300000,mti/data,30.6277332306,-96.4820785522,48.8903694153
2018/12/16/17:23:05.354938,109637,2409,216300000,mti/data,30.6277351379,-96.4820785522,48.8902740479
2018/12/16/17:23:05.364963,109638,2409,226300000,mti/data,30.6277351379,-96.4820785522,48.8894233704
2018/12/16/17:23:05.374923,109639,2409,236300000,mti/data,30.6277351379,-96.4820785522,48.8885498047
2018/12/16/17:23:05.385094,109640,2409,246300000,mti/data,30.6277351379,-96.4820785522,48.8879165649
2018/12/16/17:23:05.395033,109641,2409,256300000,mti/data,30.6277351379,-96.4820785522,48.8957138062
2018/12/16/17:23:05.405144,109642,2409,266300000,mti/data,30.6277370453,-96.4820785522,48.9042243958
2018/12/16/17:23:05.415010,109643,2409,276300000,mti/data,30.6277370453,-96.4820785522,48.9043121338
2018/12/16/17:23:05.424965,109644,2409,286300000,mti/data,30.6277370453,-96.4820785522,48.90417099
2018/12/16/17:23:05.435185,109645,2409,296300000,mti/data,30.6277370453,-96.4820785522,48.9040412903
2018/12/16/17:23:05.444873,109646,2409,306300000,mti/data,30.6277389526,-96.4820785522,48.9036483765
2018/12/16/17:23:05.454921,109647,2409,316300000,mti/data,30.6277389526,-96.4820785522,48.9032249451
2018/12/16/17:23:05.464935,109648,2409,326300000,mti/data,30.6277389526,-96.4820785522,48.9025115967
2018/12/16/17:23:05.474986,109649,2409,336300000,mti/data,30.6277389526,-96.4820785522,48.901763916
2018/12/16/17:23:05.485033,109650,2409,346300000,mti/data,30.62774086,-96.4820785522,48.90102005
2018/12/16/17:23:05.494910,109651,2409,356300000,mti/data,30.62774086,-96.4820785522,48.9003257751
2018/12/16/17:23:05.505227,109652,2409,366300000,mti/data,30.62774086,-96.4820785522,48.8994636536
2018/12/16/17:23:05.514927,109653,2409,376300000,mti/data,30.62774086,-96.4820785522,48.8986473083
2018/12/16/17:23:05.524930,109654,2409,386300000,mti/data,30.6277427673,-96.4820785522,48.8977737427
2018/12/16/17:23:05.535220,109655,2409,396300000,mti/data,30.6277427673,-96.4820785522,48.89686203
2018/12/16/17:23:05.544927,109656,2409,406300000,mti/data,30.6277427673,-96.4820785522,48.8964920044
2018/12/16/17:23:05.554940,109657,2409,416300000,mti/data,30.6277427673,-96.4820785522,48.8961715698
2018/12/16/17:23:05.565343,109658,2409,426300000,mti/data,30.6277427673,-96.4820785522,48.8960723877
2018/12/16/17:23:05.574898,109659,2409,436300000,mti/data,30.6277446747,-96.4820785522,48.8959503174
2018/12/16/17:23:05.585041,109660,2409,446300000,mti/data,30.6277446747,-96.4820785522,48.8955879211
2018/12/16/17:23:05.594898,109661,2409,456300000,mti/data,30.6277446747,-96.4820785522,48.8952598572
2018/12/16/17:23:05.605203,109662,2409,466300000,mti/data,30.6277446747,-96.4820785522,48.8947372437
2018/12/16/17:23:05.614863,109663,2409,476300000,mti/data,30.627746582,-96.4820785522,48.8942146301
2018/12/16/17:23:05.625055,109664,2409,486300000,mti/data,30.627746582,-96.4820785522,48.893196106
2018/12/16/17:23:05.635274,109665,2409,496300000,mti/data,30.627746582,-96.4820785522,48.8922042847
2018/12/16/17:23:05.644943,109666,2409,506300000,mti/data,30.627746582,-96.4820785522,48.8993682861
2018/12/16/17:23:05.655032,109667,2409,516300000,mti/data,30.6277484894,-96.4820785522,48.9047737122
2018/12/16/17:23:05.664916,109668,2409,526300000,mti/data,30.6277484894,-96.4820785522,48.9020690918
2018/12/16/17:23:05.675073,109669,2409,536300000,mti/data,30.6277484894,-96.4820785522,48.9010543823
2018/12/16/17:23:05.685003,109670,2409,546300000,mti/data,30.6277484894,-96.4820785522,48.9002532959
2018/12/16/17:23:05.694750,109671,2409,556300000,mti/data,30.6277503967,-96.4820785522,48.8994293213
2018/12/16/17:23:05.705314,109672,2409,566300000,mti/data,30.6277503967,-96.4820785522,48.8985824585
2018/12/16/17:23:05.715004,109673,2409,576300000,mti/data,30.6277503967,-96.4820785522,48.897731781
2018/12/16/17:23:05.724965,109674,2409,586300000,mti/data,30.6277503967,-96.4820785522,48.8964195251
2018/12/16/17:23:05.736516,109675,2409,596300000,mti/data,30.6277523041,-96.4820785522,48.8951034546
2018/12/16/17:23:05.745016,109676,2409,606300000,mti/data,30.6277523041,-96.4820785522,48.8937568665
2018/12/16/17:23:05.755040,109677,2409,616300000,mti/data,30.6277523041,-96.4820785522,48.8924026489
2018/12/16/17:23:05.765564,109678,2409,626300000,mti/data,30.6277523041,-96.4820785522,48.891746521
2018/12/16/17:23:05.775028,109679,2409,636300000,mti/data,30.6277523041,-96.4820785522,48.8910827637
2018/12/16/17:23:05.784856,109680,2409,646300000,mti/data,30.6277542114,-96.4820785522,48.8906402588
2018/12/16/17:23:05.795766,109681,2409,656300000,mti/data,30.6277542114,-96.4820785522,48.8901786804
2018/12/16/17:23:05.805224,109682,2409,666300000,mti/data,30.6277542114,-96.4820785522,48.8897171021
2018/12/16/17:23:05.816189,109683,2409,676300000,mti/data,30.6277542114,-96.4820785522,48.8892707825
2018/12/16/17:23:05.825084,109684,2409,686300000,mti/data,30.6277561188,-96.4820785522,48.888835907
2018/12/16/17:23:05.835042,109685,2409,696300000,mti/data,30.6277561188,-96.4820785522,48.8883972168
2018/12/16/17:23:05.845044,109686,2409,706300000,mti/data,30.6277561188,-96.4820785522,48.8874740601
2018/12/16/17:23:05.854928,109687,2409,716300000,mti/data,30.6277561188,-96.4820785522,48.8865509033
2018/12/16/17:23:05.865182,109688,2409,726300000,mti/data,30.6277580261,-96.4820785522,48.8859100342
2018/12/16/17:23:05.875205,109689,2409,736300000,mti/data,30.6277580261,-96.4820785522,48.8852806091
2018/12/16/17:23:05.885137,109690,2409,746300000,mti/data,30.6277580261,-96.4820785522,48.8846549988
2018/12/16/17:23:05.895016,109691,2409,756300000,mti/data,30.6277580261,-96.4820785522,48.8922843933
2018/12/16/17:23:05.905251,109692,2409,766300000,mti/data,30.6277599335,-96.4820785522,48.8997421265
2018/12/16/17:23:05.914973,109693,2409,776300000,mti/data,30.6277599335,-96.4820785522,48.8989677429
2018/12/16/17:23:05.924957,109694,2409,786300000,mti/data,30.6277599335,-96.4820785522,48.8988838196
2018/12/16/17:23:05.935123,109695,2409,796300000,mti/data,30.6277599335,-96.4820785522,48.898815155
2018/12/16/17:23:05.945120,109696,2409,806300000,mti/data,30.6277599335,-96.4820785522,48.897605896
2018/12/16/17:23:05.954901,109697,2409,816300000,mti/data,30.6277618408,-96.4820785522,48.8963890076
2018/12/16/17:23:05.964942,109698,2409,826300000,mti/data,30.6277618408,-96.4820785522,48.8956184387
2018/12/16/17:23:05.974992,109699,2409,836300000,mti/data,30.6277618408,-96.4820785522,48.8948669434
2018/12/16/17:23:05.984897,109700,2409,846300000,mti/data,30.6277618408,-96.4820785522,48.893901825
2018/12/16/17:23:05.994945,109701,2409,856300000,mti/data,30.6277637482,-96.4820785522,48.8929519653
2018/12/16/17:23:06.005158,109702,2409,866300000,mti/data,30.6277637482,-96.4820785522,48.8919754028
2018/12/16/17:23:06.015023,109703,2409,876300000,mti/data,30.6277637482,-96.4820785522,48.8909988403
2018/12/16/17:23:06.024990,109704,2409,886300000,mti/data,30.6277637482,-96.4820785522,48.8902702332
2018/12/16/17:23:06.035006,109705,2409,896300000,mti/data,30.6277656555,-96.4820785522,48.8895378113
2018/12/16/17:23:06.044980,109706,2409,906300000,mti/data,30.6277656555,-96.4820785522,48.8895072937
2018/12/16/17:23:06.054945,109707,2409,916300000,mti/data,30.6277656555,-96.4820785522,48.8894424438
2018/12/16/17:23:06.065089,109708,2409,926300000,mti/data,30.6277656555,-96.4820785522,48.8889007568
2018/12/16/17:23:06.075070,109709,2409,936300000,mti/data,30.6277675629,-96.4820785522,48.8883628845
2018/12/16/17:23:06.084984,109710,2409,946300000,mti/data,30.6277675629,-96.4820785522,48.88829422
2018/12/16/17:23:06.094984,109711,2409,956300000,mti/data,30.6277675629,-96.4820785522,48.8882064819
2018/12/16/17:23:06.104934,109712,2409,966300000,mti/data,30.6277675629,-96.4820785522,48.8883666992
2018/12/16/17:23:06.115047,109713,2409,976300000,mti/data,30.6277675629,-96.4820785522,48.8885345459
2018/12/16/17:23:06.125069,109714,2409,986300000,mti/data,30.6277694702,-96.4820785522,48.8884468079
2018/12/16/17:23:06.135018,109715,2409,996300000,mti/data,30.6277694702,-96.4820785522,48.8883590698
2018/12/16/17:23:06.144981,109716,2410,6300000,mti/data,30.6277694702,-96.4820785522,48.8885269165
2018/12/16/17:23:06.154958,109717,2410,16300000,mti/data,30.6277694702,-96.4820785522,48.8959617615
2018/12/16/17:23:06.165054,109718,2410,26300000,mti/data,30.6277713776,-96.4820785522,48.9031181335
2018/12/16/17:23:06.175078,109719,2410,36300000,mti/data,30.6277713776,-96.4820785522,48.9029884338
2018/12/16/17:23:06.184965,109720,2410,46300000,mti/data,30.6277713776,-96.4820785522,48.9028549194
2018/12/16/17:23:06.194940,109721,2410,56300000,mti/data,30.6277713776,-96.4820785522,48.9027404785
2018/12/16/17:23:06.204998,109722,2410,66300000,mti/data,30.6277732849,-96.4820785522,48.9021873474
2018/12/16/17:23:06.214908,109723,2410,76300000,mti/data,30.6277732849,-96.4820785522,48.9016456604
2018/12/16/17:23:06.224985,109724,2410,86300000,mti/data,30.6277732849,-96.4820785522,48.901550293
2018/12/16/17:23:06.235209,109725,2410,96300000,mti/data,30.6277732849,-96.4820785522,48.9014472961
2018/12/16/17:23:06.244962,109726,2410,106300000,mti/data,30.6277751923,-96.4820785522,48.9008674622
2018/12/16/17:23:06.254945,109727,2410,116300000,mti/data,30.6277751923,-96.4820785522,48.9002838135
2018/12/16/17:23:06.264982,109728,2410,126300000,mti/data,30.6277751923,-96.4820785522,48.8992385864
2018/12/16/17:23:06.274976,109729,2410,136300000,mti/data,30.6277751923,-96.4820785522,48.8981971741
2018/12/16/17:23:06.285134,109730,2410,146300000,mti/data,30.6277770996,-96.4820785522,48.8976020813
2018/12/16/17:23:06.295184,109731,2410,156300000,mti/data,30.6277770996,-96.4820785522,48.8970146179
2018/12/16/17:23:06.304969,109732,2410,166300000,mti/data,30.6277770996,-96.4820785522,48.896446228
2018/12/16/17:23:06.314885,109733,2410,176300000,mti/data,30.6277770996,-96.4820785522,48.8959121704
2018/12/16/17:23:06.325001,109734,2410,186300000,mti/data,30.6277770996,-96.4820785522,48.8961257935
2018/12/16/17:23:06.334986,109735,2410,196300000,mti/data,30.627779007,-96.4820785522,48.8963508606
2018/12/16/17:23:06.345031,109736,2410,206300000,mti/data,30.627779007,-96.4820785522,48.8958778381
2018/12/16/17:23:06.355176,109737,2410,216300000,mti/data,30.627779007,-96.4820785522,48.8954277039
2018/12/16/17:23:06.365351,109738,2410,226300000,mti/data,30.627779007,-96.4820785522,48.8945045471
2018/12/16/17:23:06.375257,109739,2410,236300000,mti/data,30.6277809143,-96.4820785522,48.8936004639
2018/12/16/17:23:06.385026,109740,2410,246300000,mti/data,30.6277809143,-96.4820785522,48.8932151794
2018/12/16/17:23:06.395214,109741,2410,256300000,mti/data,30.6277809143,-96.4820785522,48.8974723816
