time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.roll,.pitch,.yaw
2018/12/16/17:23:04.714818,109531,2408,576300000,mti/data,-6.20951461792,0.427268594503,88.0977401733
2018/12/16/17:23:04.724680,109532,2408,586300000,mti/data,-6.21120834351,0.424855351448,88.0951461792
2018/12/16/17:23:04.734904,109533,2408,596300000,mti/data,-6.21269845963,0.418585449457,88.0926361084
2018/12/16/17:23:04.744713,109534,2408,606300000,mti/data,-6.21663093567,0.417236089706,88.0893859863
2018/12/16/17:23:04.754638,109535,2408,616300000,mti/data,-6.21767902374,0.41078582406,88.0858383179
2018/12/16/17:23:04.764664,109536,2408,626300000,mti/data,-6.21818733215,0.401859879494,88.0848999023
2018/12/16/17:23:04.774626,109537,2408,636300000,mti/data,-6.21600723267,0.39769333601,88.0785522461
2018/12/16/17:23:04.784590,109538,2408,646300000,mti/data,-6.2136721611,0.396512746811,88.0755386353
2018/12/16/17:23:04.794683,109539,2408,656300000,mti/data,-6.21230316162,0.393579483032,88.0721054077
2018/12/16/17:23:04.804843,109540,2408,666300000,mti/data,-6.21068334579,0.383917957544,88.0674514771
2018/12/16/17:23:04.814630,109541,2408,676300000,mti/data,-6.20853757858,0.384751915932,88.0641860962
2018/12/16/17:23:04.824583,109542,2408,686300000,mti/data,-6.20811796188,0.38587424159,88.0593948364
2018/12/16/17:23:04.834607,109543,2408,696300000,mti/data,-6.20697689056,0.382212758064,88.0549468994
2018/12/16/17:23:04.844714,109544,2408,706300000,mti/data,-6.20859336853,0.378774136305,88.0511169434
2018/12/16/17:23:04.854723,109545,2408,716300000,mti/data,-6.20624351501,0.384587556124,88.0475769043
2018/12/16/17:23:04.864643,109546,2408,726300000,mti/data,-6.19925928116,0.385816395283,88.0420303345
2018/12/16/17:23:04.875275,109547,2408,736300000,mti/data,-6.1965637207,0.393293917179,88.0377349854
2018/12/16/17:23:04.884572,109548,2408,746300000,mti/data,-6.19291496277,0.401652336121,88.0316467285
2018/12/16/17:23:04.894630,109549,2408,756300000,mti/data,-6.19407272339,0.391142368317,88.0313262939
2018/12/16/17:23:04.904719,109550,2408,766300000,mti/data,-6.20059871674,0.390605509281,88.027053833
2018/12/16/17:23:04.914585,109551,2408,776300000,mti/data,-6.20547008514,0.399366348982,88.0249938965
2018/12/16/17:23:04.925063,109552,2408,786300000,mti/data,-6.21006011963,0.397172689438,88.0224151611
2018/12/16/17:23:04.934823,109553,2408,796300000,mti/data,-6.21268606186,0.401732176542,88.0178604126
2018/12/16/17:23:04.944921,109554,2408,806300000,mti/data,-6.21583175659,0.412883371115,88.0125045776
2018/12/16/17:23:04.954818,109555,2408,816300000,mti/data,-6.22060203552,0.414048999548,88.0092010498
2018/12/16/17:23:04.964760,109556,2408,826300000,mti/data,-6.22600984573,0.410919904709,88.0053253174
2018/12/16/17:23:04.974696,109557,2408,836300000,mti/data,-6.22725725174,0.418600857258,88.0018005371
2018/12/16/17:23:04.984781,109558,2408,846300000,mti/data,-6.2238907814,0.41812440753,87.9998474121
2018/12/16/17:23:04.994550,109559,2408,856300000,mti/data,-6.22091436386,0.420557320118,87.9946975708
2018/12/16/17:23:05.004747,109560,2408,866300000,mti/data,-6.21922302246,0.423005789518,87.9921417236
2018/12/16/17:23:05.014638,109561,2408,876300000,mti/data,-6.21893024445,0.422158002853,87.9895248413
2018/12/16/17:23:05.024739,109562,2408,886300000,mti/data,-6.21884489059,0.421620994806,87.9874572754
2018/12/16/17:23:05.034692,109563,2408,896300000,mti/data,-6.21582460403,0.428069889545,87.9857025146
2018/12/16/17:23:05.044975,109564,2408,906300000,mti/data,-6.21366500854,0.428986608982,87.9839477539
2018/12/16/17:23:05.054776,109565,2408,916300000,mti/data,-6.21571826935,0.426752895117,87.9813461304
2018/12/16/17:23:05.064683,109566,2408,926300000,mti/data,-6.21715641022,0.424025833607,87.9803771973
2018/12/16/17:23:05.074624,109567,2408,936300000,mti/data,-6.21536922455,0.430005460978,87.9800491333
2018/12/16/17:23:05.084815,109568,2408,946300000,mti/data,-6.21616697311,0.432933747768,87.976524353
2018/12/16/17:23:05.094639,109569,2408,956300000,mti/data,-6.21679353714,0.4343303442,87.9734649658
2018/12/16/17:23:05.104783,109570,2408,966300000,mti/data,-6.21828317642,0.43955001235,87.9714889526
2018/12/16/17:23:05.114681,109571,2408,976300000,mti/data,-6.22006702423,0.440724432468,87.9698638916
2018/12/16/17:23:05.124827,109572,2408,986300000,mti/data,-6.22396373749,0.442401319742,87.9664993286
2018/12/16/17:23:05.134674,109573,2408,996300000,mti/data,-6.22769880295,0.446264773607,87.963722229
2018/12/16/17:23:05.144924,109574,2409,6300000,mti/data,-6.22919130325,0.442403644323,87.9657897949
2018/12/16/17:23:05.154620,109575,2409,16300000,mti/data,-6.2366528511,0.443950712681,87.9621582031
2018/12/16/17:23:05.164795,109576,2409,26300000,mti/data,-6.24202346802,0.448101550341,87.959312439
2018/12/16/17:23:05.174583,109577,2409,36300000,mti/data,-6.24783992767,0.447637736797,87.9560928345
2018/12/16/17:23:05.184699,109578,2409,46300000,mti/data,-6.25213098526,0.450196444988,87.951751709
2018/12/16/17:23:05.194705,109579,2409,56300000,mti/data,-6.25394248962,0.456100940704,87.9496917725
2018/12/16/17:23:05.205402,109580,2409,66300000,mti/data,-6.25572299957,0.45949202776,87.9461746216
2018/12/16/17:23:05.214739,109581,2409,76300000,mti/data,-6.25868701935,0.458315253258,87.9410476685
2018/12/16/17:23:05.224738,109582,2409,86300000,mti/data,-6.2586607933,0.459461480379,87.9377593994
2018/12/16/17:23:05.234683,109583,2409,96300000,mti/data,-6.25912094116,0.461997956038,87.934387207
2018/12/16/17:23:05.244910,109584,2409,106300000,mti/data,-6.26213169098,0.46286970377,87.9283981323
2018/12/16/17:23:05.254604,109585,2409,116300000,mti/data,-6.26317071915,0.467298328876,87.9229125977
2018/12/16/17:23:05.264773,109586,2409,126300000,mti/data,-6.26509952545,0.468345284462,87.9183044434
2018/12/16/17:23:05.274722,109587,2409,136300000,mti/data,-6.26648139954,0.46974620223,87.9132843018
2018/12/16/17:23:05.284765,109588,2409,146300000,mti/data,-6.2676949501,0.471458464861,87.9092941284
2018/12/16/17:23:05.294712,109589,2409,156300000,mti/data,-6.26486492157,0.473555654287,87.904914856
2018/12/16/17:23:05.304981,109590,2409,166300000,mti/data,-6.26433992386,0.473659217358,87.9006195068
2018/12/16/17:23:05.314631,109591,2409,176300000,mti/data,-6.26458692551,0.479999989271,87.8967514038
2018/12/16/17:23:05.324769,109592,2409,186300000,mti/data,-6.26253700256,0.480547398329,87.8923721313
2018/12/16/17:23:05.334686,109593,2409,196300000,mti/data,-6.26244449615,0.480275809765,87.8864593506
2018/12/16/17:23:05.344710,109594,2409,206300000,mti/data,-6.25975227356,0.484210044146,87.8828277588
2018/12/16/17:23:05.354984,109595,2409,216300000,mti/data,-6.2600646019,0.489357501268,87.878326416
2018/12/16/17:23:05.364817,109596,2409,226300000,mti/data,-6.26124477386,0.487363129854,87.8729400635
2018/12/16/17:23:05.374737,109597,2409,236300000,mti/data,-6.26109695435,0.487410724163,87.8677902222
2018/12/16/17:23:05.384683,109598,2409,246300000,mti/data,-6.25996637344,0.490562319756,87.8625259399
2018/12/16/17:23:05.394871,109599,2409,256300000,mti/data,-6.25420856476,0.490648418665,87.863899231
2018/12/16/17:23:05.405052,109600,2409,266300000,mti/data,-6.25200653076,0.48923382163,87.8598937988
2018/12/16/17:23:05.414643,109601,2409,276300000,mti/data,-6.2527885437,0.495362609625,87.8545227051
2018/12/16/17:23:05.424753,109602,2409,286300000,mti/data,-6.25092506409,0.492180973291,87.8503341675
2018/12/16/17:23:05.434783,109603,2409,296300000,mti/data,-6.24719381332,0.498802006245,87.8453216553
2018/12/16/17:23:05.444985,109604,2409,306300000,mti/data,-6.24004507065,0.496248036623,87.8416519165
2018/12/16/17:23:05.454746,109605,2409,316300000,mti/data,-6.23988676071,0.498540520668,87.8377532959
2018/12/16/17:23:05.464617,109606,2409,326300000,mti/data,-6.24319696426,0.493736892939,87.8351135254
2018/12/16/17:23:05.474669,109607,2409,336300000,mti/data,-6.24580144882,0.494582742453,87.8350372314
2018/12/16/17:23:05.484678,109608,2409,346300000,mti/data,-6.2456946373,0.485137939453,87.8327178955
2018/12/16/17:23:05.494678,109609,2409,356300000,mti/data,-6.23533248901,0.485397428274,87.8318862915
2018/12/16/17:23:05.505270,109610,2409,366300000,mti/data,-6.22456741333,0.492742180824,87.831237793
2018/12/16/17:23:05.514649,109611,2409,376300000,mti/data,-6.22272348404,0.502256333828,87.8291244507
2018/12/16/17:23:05.524652,109612,2409,386300000,mti/data,-6.22276973724,0.497114449739,87.8326034546
2018/12/16/17:23:05.534664,109613,2409,396300000,mti/data,-6.22474908829,0.493882119656,87.8347549438
2018/12/16/17:23:05.544919,109614,2409,406300000,mti/data,-6.22123861313,0.491819828749,87.8353500366
2018/12/16/17:23:05.554681,109615,2409,416300000,mti/data,-6.21357774734,0.504335522652,87.8378372192
2018/12/16/17:23:05.564849,109616,2409,426300000,mti/data,-6.21303987503,0.512827932835,87.8399124146
2018/12/16/17:23:05.574606,109617,2409,436300000,mti/data,-6.21751022339,0.506111621857,87.8422164917
2018/12/16/17:23:05.584739,109618,2409,446300000,mti/data,-6.21766281128,0.499100238085,87.8465881348
2018/12/16/17:23:05.594705,109619,2409,456300000,mti/data,-6.21710348129,0.511975169182,87.8495407104
2018/12/16/17:23:05.604798,109620,2409,466300000,mti/data,-6.21581268311,0.521665036678,87.8509902954
2018/12/16/17:23:05.614928,109621,2409,476300000,mti/data,-6.21338319778,0.518566608429,87.8547668457
2018/12/16/17:23:05.624760,109622,2409,486300000,mti/data,-6.21236896515,0.525966286659,87.8564682007
2018/12/16/17:23:05.634649,109623,2409,496300000,mti/data,-6.20962238312,0.532595455647,87.8608779907
2018/12/16/17:23:05.644772,109624,2409,506300000,mti/data,-6.20217609406,0.532119691372,87.8666000366
2018/12/16/17:23:05.654723,109625,2409,516300000,mti/data,-6.20011711121,0.539088129997,87.8689956665
2018/12/16/17:23:05.664882,109626,2409,526300000,mti/data,-6.20191812515,0.542900979519,87.8707351685
2018/12/16/17:23:05.674800,109627,2409,536300000,mti/data,-6.20000553131,0.541077315807,87.8731460571
2018/12/16/17:23:05.684869,109628,2409,546300000,mti/data,-6.19890880585,0.544980287552,87.8749313354
2018/12/16/17:23:05.694719,109629,2409,556300000,mti/data,-6.20016717911,0.548574388027,87.8746185303
2018/12/16/17:23:05.704799,109630,2409,566300000,mti/data,-6.20159816742,0.548395454884,87.8746795654
2018/12/16/17:23:05.714701,109631,2409,576300000,mti/data,-6.20234775543,0.545545518398,87.8736801147
2018/12/16/17:23:05.724746,109632,2409,586300000,mti/data,-6.20317554474,0.547818243504,87.8732223511
2018/12/16/17:23:05.734879,109633,2409,596300000,mti/data,-6.20580673218,0.546750664711,87.8724441528
2018/12/16/17:23:05.744855,109634,2409,606300000,mti/data,-6.20862722397,0.54581874609,87.8701248169
2018/12/16/17:23:05.754744,109635,2409,616300000,mti/data,-6.2155213356,0.544185161591,87.8675384521
2018/12/16/17:23:05.764682,109636,2409,626300000,mti/data,-6.22196578979,0.541569530964,87.864982605
2018/12/16/17:23:05.774700,109637,2409,636300000,mti/data,-6.2259054184,0.535986423492,87.8659210205
2018/12/16/17:23:05.784722,109638,2409,646300000,mti/data,-6.23098802567,0.537816166878,87.8634414673
2018/12/16/17:23:05.795392,109639,2409,656300000,mti/data,-6.2333073616,0.530209839344,87.8629684448
2018/12/16/17:23:05.804830,109640,2409,666300000,mti/data,-6.23945045471,0.525256156921,87.8597335815
2018/12/16/17:23:05.814880,109641,2409,676300000,mti/data,-6.24764633179,0.522136867046,87.8561325073
2018/12/16/17:23:05.824863,109642,2409,686300000,mti/data,-6.25186681747,0.512216806412,87.8533935547
2018/12/16/17:23:05.834843,109643,2409,696300000,mti/data,-6.25771188736,0.509175360203,87.8502502441
2018/12/16/17:23:05.844920,109644,2409,706300000,mti/data,-6.25619316101,0.503987312317,87.8478164673
2018/12/16/17:23:05.854637,109645,2409,716300000,mti/data,-6.25788402557,0.495818167925,87.8439331055
2018/12/16/17:23:05.864857,109646,2409,726300000,mti/data,-6.26325321198,0.491606116295,87.8396453857
2018/12/16/17:23:05.875429,109647,2409,736300000,mti/data,-6.26871490479,0.487002253532,87.8360366821
2018/12/16/17:23:05.884970,109648,2409,746300000,mti/data,-6.26888275146,0.481488734484,87.8338165283
2018/12/16/17:23:05.895008,109649,2409,756300000,mti/data,-6.26476621628,0.475814580917,87.837638855
2018/12/16/17:23:05.904831,109650,2409,766300000,mti/data,-6.26720046997,0.473799824715,87.8353729248
2018/12/16/17:23:05.914642,109651,2409,776300000,mti/data,-6.26580572128,0.473070651293,87.8313217163
2018/12/16/17:23:05.924953,109652,2409,786300000,mti/data,-6.26577186584,0.471479386091,87.8266067505
2018/12/16/17:23:05.934721,109653,2409,796300000,mti/data,-6.26570081711,0.471209466457,87.8222351074
2018/12/16/17:23:05.944806,109654,2409,806300000,mti/data,-6.26534461975,0.467830568552,87.8160705566
2018/12/16/17:23:05.954792,109655,2409,816300000,mti/data,-6.26806020737,0.466813385487,87.8108596802
2018/12/16/17:23:05.964725,109656,2409,826300000,mti/data,-6.27233886719,0.466995239258,87.804473877
2018/12/16/17:23:05.974820,109657,2409,836300000,mti/data,-6.27597665787,0.460859239101,87.7984771729
2018/12/16/17:23:05.984815,109658,2409,846300000,mti/data,-6.27731227875,0.458631455898,87.7930603027
2018/12/16/17:23:05.994645,109659,2409,856300000,mti/data,-6.27644443512,0.466661632061,87.7838058472
2018/12/16/17:23:06.004877,109660,2409,866300000,mti/data,-6.27489042282,0.465208023787,87.7775421143
2018/12/16/17:23:06.014683,109661,2409,876300000,mti/data,-6.27576303482,0.458419203758,87.7695999146
2018/12/16/17:23:06.024703,109662,2409,886300000,mti/data,-6.27650976181,0.461071759462,87.7591400146
2018/12/16/17:23:06.034798,109663,2409,896300000,mti/data,-6.27941799164,0.462604761124,87.7505874634
2018/12/16/17:23:06.044731,109664,2409,906300000,mti/data,-6.27827644348,0.463066488504,87.7411651611
2018/12/16/17:23:06.054923,109665,2409,916300000,mti/data,-6.27588129044,0.458629488945,87.7347793579
2018/12/16/17:23:06.065238,109666,2409,926300000,mti/data,-6.27173709869,0.460300445557,87.7261657715
2018/12/16/17:23:06.074857,109667,2409,936300000,mti/data,-6.26454305649,0.459543883801,87.7172851562
2018/12/16/17:23:06.084886,109668,2409,946300000,mti/data,-6.26092672348,0.46026456356,87.7081756592
2018/12/16/17:23:06.094749,109669,2409,956300000,mti/data,-6.25259685516,0.460238277912,87.700958252
2018/12/16/17:23:06.104800,109670,2409,966300000,mti/data,-6.2471818924,0.454699248075,87.6926422119
2018/12/16/17:23:06.114732,109671,2409,976300000,mti/data,-6.24289035797,0.458000808954,87.6855316162
2018/12/16/17:23:06.124897,109672,2409,986300000,mti/data,-6.23551750183,0.461851805449,87.6776046753
2018/12/16/17:23:06.134864,109673,2409,996300000,mti/data,-6.22772502899,0.462702512741,87.6724395752
2018/12/16/17:23:06.144695,109674,2410,6300000,mti/data,-6.21701908112,0.466812759638,87.6652908325
2018/12/16/17:23:06.154703,109675,2410,16300000,mti/data,-6.20130491257,0.456948369741,87.6653442383
2018/12/16/17:23:06.164768,109676,2410,26300000,mti/data,-6.19049978256,0.453914791346,87.6608734131
2018/12/16/17:23:06.174734,109677,2410,36300000,mti/data,-6.18438339233,0.455025613308,87.6571426392
2018/12/16/17:23:06.184740,109678,2410,46300000,mti/data,-6.17533636093,0.452335000038,87.6558074951
2018/12/16/17:23:06.195062,109679,2410,56300000,mti/data,-6.16392183304,0.451302349567,87.654548645
2018/12/16/17:23:06.204724,109680,2410,66300000,mti/data,-6.15437555313,0.448853313923,87.6525726318
2018/12/16/17:23:06.214704,109681,2410,76300000,mti/data,-6.1385436058,0.44872879982,87.650352478
2018/12/16/17:23:06.224760,109682,2410,86300000,mti/data,-6.12507724762,0.444536954165,87.6533813477
2018/12/16/17:23:06.234779,109683,2410,96300000,mti/data,-6.11437177658,0.45414185524,87.6513290405
2018/12/16/17:23:06.244951,109684,2410,106300000,mti/data,-6.10683965683,0.446862846613,87.6537322998
2018/12/16/17:23:06.254952,109685,2410,116300000,mti/data,-6.10050153732,0.440014719963,87.6545944214
2018/12/16/17:23:06.264794,109686,2410,126300000,mti/data,-6.09429740906,0.43923458457,87.6561660767
