time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.steering_wheel_angle,.steering_wheel_angle_cmd,.steering_wheel_torque,.speed,.enabled,.override,.timeout,.fault_wdc,.fault_bus1,.fault_bus2,.fault_calibration
2018/12/16/17:23:04.278449,54789,1545002584,278067623,,0.0366519130766,0.0,0.0625,4.33333349228,False,False,False,False,False,False,False
2018/12/16/17:23:04.298411,54790,1545002584,298086693,,0.0383972451091,0.0,0.0,4.34166669846,False,False,False,False,False,False,False
2018/12/16/17:23:04.318501,54791,1545002584,318144841,,0.0418879017234,0.0,-0.0625,4.34999990463,False,False,False,False,False,False,False
2018/12/16/17:23:04.338428,54792,1545002584,338166364,,0.0418879017234,0.0,-0.125,4.35833311081,False,False,False,False,False,False,False
2018/12/16/17:23:04.358511,54793,1545002584,358188416,,0.0418879017234,0.0,-0.3125,4.36388874054,False,False,False,False,False,False,False
2018/12/16/17:23:04.378527,54794,1545002584,378220049,,0.0401425734162,0.0,-0.4375,4.36944437027,False,False,False,False,False,False,False
2018/12/16/17:23:04.398686,54795,1545002584,398271960,,0.0383972451091,0.0,-0.5625,4.37777757645,False,False,False,False,False,False,False
2018/12/16/17:23:04.418566,54796,1545002584,418293458,,0.0349065847695,0.0,-0.8125,4.38611125946,False,False,False,False,False,False,False
2018/12/16/17:23:04.438686,54797,1545002584,438318240,,0.0296705979854,0.0,-0.75,4.39444446564,False,False,False,False,False,False,False
2018/12/16/17:23:04.458633,54798,1545002584,458342725,,0.0226892810315,0.0,-0.9375,4.40000009537,False,False,False,False,False,False,False
2018/12/16/17:23:04.478710,54799,1545002584,478400873,,0.0139626339078,0.0,-1.0,4.40833330154,False,False,False,False,False,False,False
2018/12/16/17:23:04.498732,54800,1545002584,498433733,,0.00523598771542,0.0,-1.0,4.419444561,False,False,False,False,False,False,False
2018/12/16/17:23:04.518917,54801,1545002584,518449369,,-0.00174532923847,0.0,-1.0625,4.42777776718,False,False,False,False,False,False,False
2018/12/16/17:23:04.538825,54802,1545002584,538506833,,-0.0104719754308,0.0,-1.0,4.43333339691,False,False,False,False,False,False,False
2018/12/16/17:23:04.559178,54803,1545002584,558547999,,-0.0191986225545,0.0,-1.0625,4.44166660309,False,False,False,False,False,False,False
2018/12/16/17:23:04.578897,54804,1545002584,578573491,,-0.0296705979854,0.0,-1.125,4.44999980927,False,False,False,False,False,False,False
2018/12/16/17:23:04.599340,54805,1545002584,598590815,,-0.0401425734162,0.0,-1.0625,4.45833349228,False,False,False,False,False,False,False
2018/12/16/17:23:04.619170,54806,1545002584,618609996,,-0.0506145469844,0.0,-1.125,4.46666669846,False,False,False,False,False,False,False
2018/12/16/17:23:04.639642,54807,1545002584,638667018,,-0.0610865242779,0.0,-1.0625,4.47777795792,False,False,False,False,False,False,False
2018/12/16/17:23:04.659357,54808,1545002584,658696555,,-0.0715584978461,0.0,-1.0625,4.48611116409,False,False,False,False,False,False,False
2018/12/16/17:23:04.679034,54809,1545002584,678724701,,-0.0785398185253,0.0,-1.0625,4.5,False,False,False,False,False,False,False
2018/12/16/17:23:04.699193,54810,1545002584,698749069,,-0.0855211317539,0.0,-1.0625,4.51111125946,False,False,False,False,False,False,False
2018/12/16/17:23:04.719256,54811,1545002584,718784471,,-0.090757124126,0.0,-1.0,4.52222204208,False,False,False,False,False,False,False
2018/12/16/17:23:04.739105,54812,1545002584,738813471,,-0.0959931090474,0.0,-1.0,4.53611087799,False,False,False,False,False,False,False
2018/12/16/17:23:04.759629,54813,1545002584,758860508,,-0.0994837656617,0.0,-1.0,4.55000019073,False,False,False,False,False,False,False
2018/12/16/17:23:04.779177,54814,1545002584,778902195,,-0.101229093969,0.0,-1.0,4.56111097336,False,False,False,False,False,False,False
2018/12/16/17:23:04.799289,54815,1545002584,798985585,,-0.101229093969,0.0,-0.9375,4.57222223282,False,False,False,False,False,False,False
2018/12/16/17:23:04.819463,54816,1545002584,818985440,,-0.101229093969,0.0,-0.75,4.580555439,False,False,False,False,False,False,False
2018/12/16/17:23:04.839350,54817,1545002584,838980049,,-0.0994837656617,0.0,-0.6875,4.5944442749,False,False,False,False,False,False,False
2018/12/16/17:23:04.859445,54818,1545002584,859017896,,-0.0977384373546,0.0,-0.5625,4.60555553436,False,False,False,False,False,False,False
2018/12/16/17:23:04.879342,54819,1545002584,879060983,,-0.0942477807403,0.0,-0.25,4.61111116409,False,False,False,False,False,False,False
2018/12/16/17:23:04.899349,54820,1545002584,899083672,,-0.0890117883682,0.0,-0.625,4.61666679382,False,False,False,False,False,False,False
2018/12/16/17:23:04.919688,54821,1545002584,919154560,,-0.0872664600611,0.0,-0.4375,4.63055562973,False,False,False,False,False,False,False
2018/12/16/17:23:04.939793,54822,1545002584,939162802,,-0.0837758034468,0.0,-0.25,4.63888883591,False,False,False,False,False,False,False
2018/12/16/17:23:04.960063,54823,1545002584,959195293,,-0.0785398185253,0.0,-0.5625,4.64722204208,False,False,False,False,False,False,False
2018/12/16/17:23:04.979599,54824,1545002584,979227900,,-0.0785398185253,0.0,-0.5,4.6555557251,False,False,False,False,False,False,False
2018/12/16/17:23:04.999587,54825,1545002584,999297610,,-0.0785398185253,0.0,-0.5,4.66111087799,False,False,False,False,False,False,False
2018/12/16/17:23:05.019755,54826,1545002585,19305351,,-0.0785398185253,0.0,-0.625,4.669444561,False,False,False,False,False,False,False
2018/12/16/17:23:05.039810,54827,1545002585,39327548,,-0.0785398185253,0.0,-0.75,4.67777776718,False,False,False,False,False,False,False
2018/12/16/17:23:05.059634,54828,1545002585,59354630,,-0.0785398185253,0.0,-0.75,4.68611097336,False,False,False,False,False,False,False
2018/12/16/17:23:05.079808,54829,1545002585,79375298,,-0.0802851468325,0.0,-0.9375,4.69444465637,False,False,False,False,False,False,False
2018/12/16/17:23:05.100203,54830,1545002585,99891463,,-0.0820304751396,0.0,-0.9375,4.69999980927,False,False,False,False,False,False,False
2018/12/16/17:23:05.119874,54831,1545002585,119459914,,-0.0855211317539,0.0,-1.0625,4.70277786255,False,False,False,False,False,False,False
2018/12/16/17:23:05.139795,54832,1545002585,139477951,,-0.090757124126,0.0,-1.0625,4.71388912201,False,False,False,False,False,False,False
2018/12/16/17:23:05.162890,54833,1545002585,159503464,,-0.0942477807403,0.0,-1.0625,4.7194442749,False,False,False,False,False,False,False
2018/12/16/17:23:05.179927,54834,1545002585,179565871,,-0.0994837656617,0.0,-1.125,4.72777795792,False,False,False,False,False,False,False
2018/12/16/17:23:05.199900,54835,1545002585,199575664,,-0.104719758034,0.0,-1.0625,4.73611116409,False,False,False,False,False,False,False
2018/12/16/17:23:05.219944,54836,1545002585,219642852,,-0.109955742955,0.0,-1.0625,4.73888874054,False,False,False,False,False,False,False
2018/12/16/17:23:05.240535,54837,1545002585,239647891,,-0.11344639957,0.0,-1.0625,4.74722242355,False,False,False,False,False,False,False
2018/12/16/17:23:05.260000,54838,1545002585,259700851,,-0.115191727877,0.0,-0.9375,4.75555562973,False,False,False,False,False,False,False
2018/12/16/17:23:05.280467,54839,1545002585,279752783,,-0.11344639957,0.0,-0.875,4.75833320618,False,False,False,False,False,False,False
2018/12/16/17:23:05.300086,54840,1545002585,299746351,,-0.111701071262,0.0,-0.6875,4.76111125946,False,False,False,False,False,False,False
2018/12/16/17:23:05.320202,54841,1545002585,319860093,,-0.108210414648,0.0,-0.4375,4.76388883591,False,False,False,False,False,False,False
2018/12/16/17:23:05.340152,54842,1545002585,339815895,,-0.101229093969,0.0,-0.4375,4.76666688919,False,False,False,False,False,False,False
2018/12/16/17:23:05.360225,54843,1545002585,359852061,,-0.0925024524331,0.0,-0.1875,4.76944446564,False,False,False,False,False,False,False
2018/12/16/17:23:05.380348,54844,1545002585,380118251,,-0.0837758034468,0.0,-0.1875,4.77222204208,False,False,False,False,False,False,False
2018/12/16/17:23:05.400546,54845,1545002585,400174047,,-0.0715584978461,0.0,-0.1875,4.77500009537,False,False,False,False,False,False,False
2018/12/16/17:23:05.420582,54846,1545002585,420190654,,-0.0610865242779,0.0,0.0,4.77777767181,False,False,False,False,False,False,False
2018/12/16/17:23:05.440743,54847,1545002585,440441580,,-0.0488692186773,0.0,0.0,4.7805557251,False,False,False,False,False,False,False
2018/12/16/17:23:05.460656,54848,1545002585,460410661,,-0.0383972451091,0.0,0.0,4.7805557251,False,False,False,False,False,False,False
2018/12/16/17:23:05.480749,54849,1545002585,480415420,,-0.0279252678156,0.0,-0.0625,4.78333330154,False,False,False,False,False,False,False
2018/12/16/17:23:05.500687,54850,1545002585,500424907,,-0.0209439508617,0.0,-0.1875,4.78888893127,False,False,False,False,False,False,False
2018/12/16/17:23:05.520705,54851,1545002585,520434608,,-0.0157079640776,0.0,-0.125,4.78888893127,False,False,False,False,False,False,False
2018/12/16/17:23:05.540771,54852,1545002585,540459561,,-0.0157079640776,0.0,-0.375,4.79166650772,False,False,False,False,False,False,False
2018/12/16/17:23:05.560647,54853,1545002585,560407941,,-0.0157079640776,0.0,-0.5,4.794444561,False,False,False,False,False,False,False
2018/12/16/17:23:05.580739,54854,1545002585,580442508,,-0.0174532923847,0.0,-0.5625,4.80000019073,False,False,False,False,False,False,False
2018/12/16/17:23:05.601013,54855,1545002585,600719478,,-0.0191986225545,0.0,-0.75,4.80277776718,False,False,False,False,False,False,False
2018/12/16/17:23:05.620780,54856,1545002585,620497842,,-0.0244346093386,0.0,-0.875,4.80277776718,False,False,False,False,False,False,False
2018/12/16/17:23:05.640941,54857,1545002585,640530659,,-0.0296705979854,0.0,-0.9375,4.80555534363,False,False,False,False,False,False,False
2018/12/16/17:23:05.660927,54858,1545002585,660564668,,-0.0366519130766,0.0,-1.0625,4.81111097336,False,False,False,False,False,False,False
2018/12/16/17:23:05.680883,54859,1545002585,680585799,,-0.0418879017234,0.0,-1.0625,4.81388902664,False,False,False,False,False,False,False
2018/12/16/17:23:05.701143,54860,1545002585,700648762,,-0.0488692186773,0.0,-1.0625,4.81666660309,False,False,False,False,False,False,False
2018/12/16/17:23:05.720877,54861,1545002585,720653918,,-0.054105207324,0.0,-1.125,4.81666660309,False,False,False,False,False,False,False
2018/12/16/17:23:05.741048,54862,1545002585,740662043,,-0.0610865242779,0.0,-1.0625,4.81944465637,False,False,False,False,False,False,False
2018/12/16/17:23:05.761101,54863,1545002585,760723963,,-0.0663225129247,0.0,-1.125,4.82222223282,False,False,False,False,False,False,False
2018/12/16/17:23:05.781026,54864,1545002585,780767962,,-0.0715584978461,0.0,-1.125,4.82222223282,False,False,False,False,False,False,False
2018/12/16/17:23:05.801740,54865,1545002585,800881376,,-0.0785398185253,0.0,-1.0625,4.82499980927,False,False,False,False,False,False,False
2018/12/16/17:23:05.821124,54866,1545002585,820812250,,-0.0837758034468,0.0,-1.1875,4.82777786255,False,False,False,False,False,False,False
2018/12/16/17:23:05.841172,54867,1545002585,840859310,,-0.0925024524331,0.0,-1.25,4.82777786255,False,False,False,False,False,False,False
2018/12/16/17:23:05.861327,54868,1545002585,860868814,,-0.0977384373546,0.0,-1.1875,4.82777786255,False,False,False,False,False,False,False
2018/12/16/17:23:05.881532,54869,1545002585,880978751,,-0.108210414648,0.0,-1.375,4.82777786255,False,False,False,False,False,False,False
2018/12/16/17:23:05.901331,54870,1545002585,901009700,,-0.120427720249,0.0,-1.3125,4.82777786255,False,False,False,False,False,False,False
2018/12/16/17:23:05.921440,54871,1545002585,920983378,,-0.132645025849,0.0,-1.25,4.82777786255,False,False,False,False,False,False,False
2018/12/16/17:23:05.941240,54872,1545002585,941018750,,-0.143116995692,0.0,-1.25,4.830555439,False,False,False,False,False,False,False
2018/12/16/17:23:05.961271,54873,1545002585,961021877,,-0.153588980436,0.0,-1.1875,4.830555439,False,False,False,False,False,False,False
2018/12/16/17:23:05.981264,54874,1545002585,981043685,,-0.162315621972,0.0,-1.25,4.83333349228,False,False,False,False,False,False,False
2018/12/16/17:23:06.001372,54875,1545002586,1090646,,-0.165806278586,0.0,-1.125,4.83611106873,False,False,False,False,False,False,False
2018/12/16/17:23:06.021539,54876,1545002586,21127753,,-0.165806278586,0.0,-0.9375,4.83888912201,False,False,False,False,False,False,False
2018/12/16/17:23:06.041505,54877,1545002586,41148692,,-0.164060950279,0.0,-0.75,4.8444442749,False,False,False,False,False,False,False
2018/12/16/17:23:06.061429,54878,1545002586,61201024,,-0.158824965358,0.0,-0.375,4.84722232819,False,False,False,False,False,False,False
2018/12/16/17:23:06.081629,54879,1545002586,81225610,,-0.146607652307,0.0,-0.1875,4.84999990463,False,False,False,False,False,False,False
2018/12/16/17:23:06.101522,54880,1545002586,101274071,,-0.134390354156,0.0,-0.125,4.85555553436,False,False,False,False,False,False,False
2018/12/16/17:23:06.121563,54881,1545002586,121278066,,-0.115191727877,0.0,-0.0625,4.85833311081,False,False,False,False,False,False,False
2018/12/16/17:23:06.141522,54882,1545002586,141312757,,-0.0977384373546,0.0,-0.0625,4.85555553436,False,False,False,False,False,False,False
2018/12/16/17:23:06.161649,54883,1545002586,161352390,,-0.0785398185253,0.0,0.1875,4.86111116409,False,False,False,False,False,False,False
2018/12/16/17:23:06.181641,54884,1545002586,181371029,,-0.0628318563104,0.0,-0.0625,4.86944437027,False,False,False,False,False,False,False
2018/12/16/17:23:06.201719,54885,1545002586,201423391,,-0.0488692186773,0.0,0.25,4.87222242355,False,False,False,False,False,False,False
2018/12/16/17:23:06.221803,54886,1545002586,221435837,,-0.0349065847695,0.0,0.25,4.875,False,False,False,False,False,False,False
2018/12/16/17:23:06.241702,54887,1545002586,241482077,,-0.0226892810315,0.0,0.125,4.88055562973,False,False,False,False,False,False,False
2018/12/16/17:23:06.261890,54888,1545002586,261509356,,-0.0122173046693,0.0,0.0625,4.88333320618,False,False,False,False,False,False,False
2018/12/16/17:23:06.282189,54889,1545002586,281552066,,-0.00174532923847,0.0,0.1875,4.88888883591,False,False,False,False,False,False,False
2018/12/16/17:23:06.301801,54890,1545002586,301554353,,0.00523598771542,0.0,0.1875,4.89166688919,False,False,False,False,False,False,False
2018/12/16/17:23:06.322119,54891,1545002586,321775859,,0.0122173046693,0.0,0.1875,4.89444446564,False,False,False,False,False,False,False
2018/12/16/17:23:06.342076,54892,1545002586,341802599,,0.0174532923847,0.0,0.1875,4.89722204208,False,False,False,False,False,False,False
2018/12/16/17:23:06.362038,54893,1545002586,361805210,,0.0244346093386,0.0,0.1875,4.90277767181,False,False,False,False,False,False,False
2018/12/16/17:23:06.382175,54894,1545002586,381779791,,0.0261799395084,0.0,0.125,4.90833330154,False,False,False,False,False,False,False
2018/12/16/17:23:06.402122,54895,1545002586,401770672,,0.0296705979854,0.0,0.0625,4.91388893127,False,False,False,False,False,False,False
2018/12/16/17:23:06.422025,54896,1545002586,421768073,,0.0314159281552,0.0,0.125,4.92222213745,False,False,False,False,False,False,False
2018/12/16/17:23:06.442046,54897,1545002586,441795518,,0.0314159281552,0.0,0.0625,4.93055534363,False,False,False,False,False,False,False
2018/12/16/17:23:06.462108,54898,1545002586,461832116,,0.0314159281552,0.0,-0.0625,4.93611097336,False,False,False,False,False,False,False
2018/12/16/17:23:06.482279,54899,1545002586,481856948,,0.0314159281552,0.0,-0.125,4.94722223282,False,False,False,False,False,False,False
2018/12/16/17:23:06.502593,54900,1545002586,501889479,,0.0314159281552,0.0,-0.1875,4.955555439,False,False,False,False,False,False,False
2018/12/16/17:23:06.522244,54901,1545002586,521975651,,0.0314159281552,0.0,-0.375,4.96111106873,False,False,False,False,False,False,False
2018/12/16/17:23:06.542265,54902,1545002586,541991602,,0.0314159281552,0.0,-0.3125,4.97222232819,False,False,False,False,False,False,False
2018/12/16/17:23:06.562321,54903,1545002586,562005156,,0.0314159281552,0.0,-0.4375,4.98055553436,False,False,False,False,False,False,False
2018/12/16/17:23:06.582684,54904,1545002586,582030362,,0.0314159281552,0.0,-0.5625,4.98611116409,False,False,False,False,False,False,False
2018/12/16/17:23:06.602494,54905,1545002586,602029457,,0.0314159281552,0.0,-0.625,4.99444437027,False,False,False,False,False,False,False
2018/12/16/17:23:06.622366,54906,1545002586,622082466,,0.0296705979854,0.0,-0.75,5.00277757645,False,False,False,False,False,False,False
2018/12/16/17:23:06.642568,54907,1545002586,642295762,,0.0279252678156,0.0,-0.625,5.00833320618,False,False,False,False,False,False,False
2018/12/16/17:23:06.662652,54908,1545002586,662305337,,0.0244346093386,0.0,-0.75,5.01666688919,False,False,False,False,False,False,False
2018/12/16/17:23:06.682612,54909,1545002586,682317277,,0.0209439508617,0.0,-0.8125,5.02500009537,False,False,False,False,False,False,False
2018/12/16/17:23:06.702622,54910,1545002586,702359885,,0.0174532923847,0.0,-0.75,5.03333330154,False,False,False,False,False,False,False
2018/12/16/17:23:06.722776,54911,1545002586,722490790,,0.0122173046693,0.0,-0.8125,5.04166650772,False,False,False,False,False,False,False
2018/12/16/17:23:06.742946,54912,1545002586,742530691,,0.0069813169539,0.0,-0.8125,5.05000019073,False,False,False,False,False,False,False
2018/12/16/17:23:06.763560,54913,1545002586,762573678,,0.00349065847695,0.0,-0.875,5.05555534363,False,False,False,False,False,False,False
2018/12/16/17:23:06.783173,54914,1545002586,782685464,,-0.00174532923847,0.0,-0.875,5.06111097336,False,False,False,False,False,False,False
2018/12/16/17:23:06.802953,54915,1545002586,802581162,,-0.0069813169539,0.0,-0.8125,5.06944465637,False,False,False,False,False,False,False
2018/12/16/17:23:06.823544,54916,1545002586,822608814,,-0.0122173046693,0.0,-0.875,5.07777786255,False,False,False,False,False,False,False
2018/12/16/17:23:06.842824,54917,1545002586,842569737,,-0.0174532923847,0.0,-0.8125,5.08611106873,False,False,False,False,False,False,False
2018/12/16/17:23:06.863294,54918,1545002586,862548451,,-0.0226892810315,0.0,-0.9375,5.09722232819,False,False,False,False,False,False,False
2018/12/16/17:23:06.882928,54919,1545002586,882538894,,-0.0279252678156,0.0,-0.75,5.11111116409,False,False,False,False,False,False,False
2018/12/16/17:23:06.903310,54920,1545002586,902646408,,-0.0314159281552,0.0,-0.875,5.11666679382,False,False,False,False,False,False,False
2018/12/16/17:23:06.922920,54921,1545002586,922563498,,-0.0366519130766,0.0,-0.8125,5.125,False,False,False,False,False,False,False
2018/12/16/17:23:06.942935,54922,1545002586,942587928,,-0.0366519130766,0.0,-0.8125,5.13611125946,False,False,False,False,False,False,False
2018/12/16/17:23:06.963201,54923,1545002586,962612882,,-0.0383972451091,0.0,-0.875,5.14444446564,False,False,False,False,False,False,False
2018/12/16/17:23:06.983012,54924,1545002586,982635314,,-0.0383972451091,0.0,-0.75,5.15277767181,False,False,False,False,False,False,False
2018/12/16/17:23:07.002954,54925,1545002587,2667656,,-0.0366519130766,0.0,-0.5625,5.15833330154,False,False,False,False,False,False,False
2018/12/16/17:23:07.023258,54926,1545002587,22950911,,-0.0366519130766,0.0,-0.5,5.16666650772,False,False,False,False,False,False,False
2018/12/16/17:23:07.043252,54927,1545002587,43005426,,-0.0349065847695,0.0,-0.4375,5.17222213745,False,False,False,False,False,False,False
2018/12/16/17:23:07.063430,54928,1545002587,62771793,,-0.0314159281552,0.0,-0.375,5.17777776718,False,False,False,False,False,False,False
2018/12/16/17:23:07.083045,54929,1545002587,82798589,,-0.0296705979854,0.0,-0.375,5.18611097336,False,False,False,False,False,False,False
2018/12/16/17:23:07.105117,54930,1545002587,102818562,,-0.0279252678156,0.0,-0.3125,5.18888902664,False,False,False,False,False,False,False
2018/12/16/17:23:07.123095,54931,1545002587,122847949,,-0.0244346093386,0.0,-0.3125,5.19722223282,False,False,False,False,False,False,False
2018/12/16/17:23:07.143315,54932,1545002587,142888837,,-0.0226892810315,0.0,-0.25,5.205555439,False,False,False,False,False,False,False
2018/12/16/17:23:07.163308,54933,1545002587,162976338,,-0.0209439508617,0.0,-0.25,5.21111106873,False,False,False,False,False,False,False
2018/12/16/17:23:07.183347,54934,1545002587,182981823,,-0.0174532923847,0.0,-0.25,5.2194442749,False,False,False,False,False,False,False
2018/12/16/17:23:07.203215,54935,1545002587,202976959,,-0.0174532923847,0.0,-0.3125,5.22499990463,False,False,False,False,False,False,False
2018/12/16/17:23:07.223640,54936,1545002587,223282116,,-0.0139626339078,0.0,-0.25,5.23611116409,False,False,False,False,False,False,False
2018/12/16/17:23:07.243481,54937,1545002587,243054759,,-0.0122173046693,0.0,-0.25,5.24444437027,False,False,False,False,False,False,False
2018/12/16/17:23:07.263732,54938,1545002587,263348185,,-0.0122173046693,0.0,-0.1875,5.25555562973,False,False,False,False,False,False,False
2018/12/16/17:23:07.283624,54939,1545002587,283385966,,-0.00872664619237,0.0,-0.125,5.26388883591,False,False,False,False,False,False,False
2018/12/16/17:23:07.303712,54940,1545002587,303412962,,-0.0069813169539,0.0,-0.1875,5.27500009537,False,False,False,False,False,False,False
2018/12/16/17:23:07.323411,54941,1545002587,323176603,,-0.0069813169539,0.0,-0.25,5.27500009537,False,False,False,False,False,False,False
2018/12/16/17:23:07.343860,54942,1545002587,343480075,,-0.00523598771542,0.0,-0.0625,5.2805557251,False,False,False,False,False,False,False
2018/12/16/17:23:07.364197,54943,1545002587,363412062,,-0.00349065847695,0.0,-0.4375,5.294444561,False,False,False,False,False,False,False
2018/12/16/17:23:07.383666,54944,1545002587,383419676,,-0.00349065847695,0.0,-0.375,5.30277776718,False,False,False,False,False,False,False
2018/12/16/17:23:07.403748,54945,1545002587,403415703,,-0.00174532923847,0.0,-0.3125,5.30555534363,False,False,False,False,False,False,False
2018/12/16/17:23:07.424039,54946,1545002587,423413970,,-0.00174532923847,0.0,-0.4375,5.31111097336,False,False,False,False,False,False,False
2018/12/16/17:23:07.443664,54947,1545002587,443350467,,-0.00174532923847,0.0,-0.4375,5.31666660309,False,False,False,False,False,False,False
2018/12/16/17:23:07.464198,54948,1545002587,463414733,,-0.00349065847695,0.0,-0.5,5.32499980927,False,False,False,False,False,False,False
2018/12/16/17:23:07.483685,54949,1545002587,483479979,,-0.00523598771542,0.0,-0.625,5.32777786255,False,False,False,False,False,False,False
2018/12/16/17:23:07.504023,54950,1545002587,503445134,,-0.0069813169539,0.0,-0.625,5.330555439,False,False,False,False,False,False,False
2018/12/16/17:23:07.523784,54951,1545002587,523492483,,-0.00872664619237,0.0,-0.6875,5.33611106873,False,False,False,False,False,False,False
2018/12/16/17:23:07.544076,54952,1545002587,543732474,,-0.0122173046693,0.0,-0.8125,5.3444442749,False,False,False,False,False,False,False
2018/12/16/17:23:07.564178,54953,1545002587,563547587,,-0.0174532923847,0.0,-0.8125,5.34999990463,False,False,False,False,False,False,False
2018/12/16/17:23:07.583803,54954,1545002587,583580448,,-0.0191986225545,0.0,-0.8125,5.35833311081,False,False,False,False,False,False,False
2018/12/16/17:23:07.604208,54955,1545002587,603619767,,-0.0226892810315,0.0,-0.875,5.36666679382,False,False,False,False,False,False,False
2018/12/16/17:23:07.623923,54956,1545002587,623662942,,-0.0261799395084,0.0,-0.75,5.37222242355,False,False,False,False,False,False,False
2018/12/16/17:23:07.643921,54957,1545002587,643680972,,-0.0296705979854,0.0,-0.75,5.38055562973,False,False,False,False,False,False,False
2018/12/16/17:23:07.664329,54958,1545002587,663744542,,-0.0314159281552,0.0,-0.8125,5.38888883591,False,False,False,False,False,False,False
2018/12/16/17:23:07.683997,54959,1545002587,683757661,,-0.0349065847695,0.0,-0.8125,5.39444446564,False,False,False,False,False,False,False
2018/12/16/17:23:07.704072,54960,1545002587,703774865,,-0.0349065847695,0.0,-0.875,5.40277767181,False,False,False,False,False,False,False
2018/12/16/17:23:07.724029,54961,1545002587,723804052,,-0.0366519130766,0.0,-0.875,5.41388893127,False,False,False,False,False,False,False
2018/12/16/17:23:07.744073,54962,1545002587,743838123,,-0.0366519130766,0.0,-0.8125,5.41666650772,False,False,False,False,False,False,False
2018/12/16/17:23:07.764077,54963,1545002587,763859853,,-0.0366519130766,0.0,-0.875,5.42222213745,False,False,False,False,False,False,False
2018/12/16/17:23:07.784376,54964,1545002587,783979271,,-0.0366519130766,0.0,-0.8125,5.42500019073,False,False,False,False,False,False,False
2018/12/16/17:23:07.804214,54965,1545002587,803978472,,-0.0366519130766,0.0,-0.75,5.42777776718,False,False,False,False,False,False,False
2018/12/16/17:23:07.824425,54966,1545002587,823988464,,-0.0383972451091,0.0,-0.875,5.43055534363,False,False,False,False,False,False,False
2018/12/16/17:23:07.844975,54967,1545002587,844009526,,-0.0383972451091,0.0,-0.625,5.43333339691,False,False,False,False,False,False,False
2018/12/16/17:23:07.864258,54968,1545002587,864021394,,-0.0383972451091,0.0,-0.8125,5.43888902664,False,False,False,False,False,False,False
2018/12/16/17:23:07.884655,54969,1545002587,884077165,,-0.0383972451091,0.0,-0.625,5.44166660309,False,False,False,False,False,False,False
2018/12/16/17:23:07.904542,54970,1545002587,904101110,,-0.0383972451091,0.0,-0.6875,5.44166660309,False,False,False,False,False,False,False
2018/12/16/17:23:07.924684,54971,1545002587,924125530,,-0.0383972451091,0.0,-0.6875,5.44444465637,False,False,False,False,False,False,False
2018/12/16/17:23:07.944405,54972,1545002587,944162537,,-0.0383972451091,0.0,-0.625,5.45277786255,False,False,False,False,False,False,False
2018/12/16/17:23:07.964446,54973,1545002587,964177842,,-0.0383972451091,0.0,-0.8125,5.455555439,False,False,False,False,False,False,False
2018/12/16/17:23:07.984629,54974,1545002587,984205244,,-0.0401425734162,0.0,-0.75,5.46111106873,False,False,False,False,False,False,False
2018/12/16/17:23:08.004464,54975,1545002588,4243893,,-0.0418879017234,0.0,-0.8125,5.46388912201,False,False,False,False,False,False,False
2018/12/16/17:23:08.024602,54976,1545002588,24289686,,-0.0418879017234,0.0,-0.8125,5.4694442749,False,False,False,False,False,False,False
