time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2018/12/16/17:23:10.382213,55193,1545002590,382063082,,-57,-45,-63,-47
2018/12/16/17:23:10.402232,55194,1545002590,402069106,,-57,-45,-65,-49
2018/12/16/17:23:10.422255,55195,1545002590,422081025,,-57,-45,-65,-49
2018/12/16/17:23:10.442476,55196,1545002590,442344416,,-57,-45,-67,-51
2018/12/16/17:23:10.462200,55197,1545002590,462050029,,-57,-45,-67,-51
2018/12/16/17:23:10.482570,55198,1545002590,482061046,,-57,-45,-67,-51
2018/12/16/17:23:10.502236,55199,1545002590,502070341,,-57,-47,-67,-51
2018/12/16/17:23:10.522273,55200,1545002590,522066395,,-57,-47,-67,-51
2018/12/16/17:23:10.542337,55201,1545002590,542154328,,-57,-47,-67,-51
2018/12/16/17:23:10.562192,55202,1545002590,562038783,,-57,-47,-67,-51
2018/12/16/17:23:10.582277,55203,1545002590,582071693,,-57,-47,-67,-49
2018/12/16/17:23:10.602259,55204,1545002590,602068233,,-57,-47,-67,-49
2018/12/16/17:23:10.622197,55205,1545002590,622041186,,-57,-47,-67,-49
2018/12/16/17:23:10.642502,55206,1545002590,642311866,,-57,-47,-67,-49
2018/12/16/17:23:10.662208,55207,1545002590,662032261,,-57,-47,-67,-49
2018/12/16/17:23:10.682229,55208,1545002590,682046165,,-55,-47,-67,-49
2018/12/16/17:23:10.702240,55209,1545002590,702041871,,-55,-49,-67,-49
2018/12/16/17:23:10.722248,55210,1545002590,722068974,,-57,-49,-67,-49
2018/12/16/17:23:10.742503,55211,1545002590,742319117,,-57,-43,-67,-49
2018/12/16/17:23:10.762239,55212,1545002590,762067779,,-57,-33,-67,-49
2018/12/16/17:23:10.782200,55213,1545002590,782035876,,-57,-41,-67,-49
2018/12/16/17:23:10.802263,55214,1545002590,802050055,,-57,-55,-65,-49
2018/12/16/17:23:10.822203,55215,1545002590,822036138,,-59,-53,-65,-49
2018/12/16/17:23:10.842484,55216,1545002590,842314537,,-57,-47,-67,-49
2018/12/16/17:23:10.862253,55217,1545002590,862052634,,-57,-49,-67,-49
2018/12/16/17:23:10.882203,55218,1545002590,882043256,,-57,-51,-67,-49
2018/12/16/17:23:10.902020,55219,1545002590,901848985,,-57,-49,-67,-47
2018/12/16/17:23:10.922241,55220,1545002590,922014583,,-57,-49,-65,-47
2018/12/16/17:23:10.942524,55221,1545002590,942258974,,-57,-49,-65,-47
2018/12/16/17:23:10.962054,55222,1545002590,961875837,,-57,-49,-65,-47
2018/12/16/17:23:10.982345,55223,1545002590,982012333,,-57,-49,-67,-47
2018/12/16/17:23:11.002151,55224,1545002591,1981245,,-57,-49,-67,-47
2018/12/16/17:23:11.022250,55225,1545002591,22058624,,-57,-49,-67,-47
2018/12/16/17:23:11.042512,55226,1545002591,42288482,,-57,-49,-67,-47
2018/12/16/17:23:11.061998,55227,1545002591,61834705,,-57,-49,-67,-47
2018/12/16/17:23:11.082285,55228,1545002591,82075459,,-57,-47,-67,-47
2018/12/16/17:23:11.102177,55229,1545002591,102016991,,-57,-47,-67,-47
2018/12/16/17:23:11.122293,55230,1545002591,122085944,,-57,-47,-67,-47
2018/12/16/17:23:11.142467,55231,1545002591,142269703,,-57,-47,-67,-47
2018/12/16/17:23:11.162063,55232,1545002591,161839715,,-57,-47,-67,-47
2018/12/16/17:23:11.182349,55233,1545002591,181986052,,-57,-49,-67,-47
2018/12/16/17:23:11.202034,55234,1545002591,201854891,,-57,-49,-65,-47
2018/12/16/17:23:11.223246,55235,1545002591,223094897,,-57,-49,-63,-47
2018/12/16/17:23:11.245874,55236,1545002591,245339354,,-57,-49,-65,-49
2018/12/16/17:23:11.263158,55237,1545002591,263007754,,-57,-49,-69,-49
2018/12/16/17:23:11.282242,55238,1545002591,282063357,,-57,-49,-69,-45
2018/12/16/17:23:11.303150,55239,1545002591,302985693,,-57,-49,-65,-35
2018/12/16/17:23:11.321990,55240,1545002591,321829700,,-57,-49,-65,-37
2018/12/16/17:23:11.342403,55241,1545002591,342209612,,-57,-49,-67,-53
2018/12/16/17:23:11.361991,55242,1545002591,361781635,,-57,-47,-67,-55
2018/12/16/17:23:11.382875,55243,1545002591,381992838,,-57,-47,-67,-47
2018/12/16/17:23:11.402142,55244,1545002591,401991234,,-57,-47,-67,-45
2018/12/16/17:23:11.422283,55245,1545002591,422151714,,-57,-47,-65,-49
2018/12/16/17:23:11.442587,55246,1545002591,442257125,,-57,-47,-65,-47
2018/12/16/17:23:11.461992,55247,1545002591,461791024,,-57,-47,-63,-47
2018/12/16/17:23:11.481950,55248,1545002591,481786667,,-57,-47,-63,-47
2018/12/16/17:23:11.501931,55249,1545002591,501768786,,-57,-49,-63,-47
2018/12/16/17:23:11.522141,55250,1545002591,522005514,,-57,-49,-63,-47
2018/12/16/17:23:11.542285,55251,1545002591,542037011,,-57,-49,-63,-47
2018/12/16/17:23:11.561979,55252,1545002591,561774252,,-57,-49,-63,-47
2018/12/16/17:23:11.581960,55253,1545002591,581759010,,-59,-49,-63,-45
2018/12/16/17:23:11.601920,55254,1545002591,601757607,,-59,-49,-63,-45
2018/12/16/17:23:11.622240,55255,1545002591,622084561,,-59,-49,-63,-45
2018/12/16/17:23:11.642441,55256,1545002591,642258618,,-59,-49,-63,-45
2018/12/16/17:23:11.661924,55257,1545002591,661744748,,-59,-49,-63,-45
2018/12/16/17:23:11.681963,55258,1545002591,681782514,,-59,-49,-63,-45
2018/12/16/17:23:11.701994,55259,1545002591,701775647,,-59,-49,-63,-45
2018/12/16/17:23:11.722288,55260,1545002591,722132048,,-59,-51,-63,-47
2018/12/16/17:23:11.742553,55261,1545002591,742213839,,-59,-51,-63,-47
2018/12/16/17:23:11.761914,55262,1545002591,761733090,,-59,-51,-63,-47
2018/12/16/17:23:11.781957,55263,1545002591,781739195,,-59,-49,-63,-47
2018/12/16/17:23:11.801964,55264,1545002591,801756450,,-59,-49,-63,-47
2018/12/16/17:23:11.822003,55265,1545002591,821789187,,-59,-49,-65,-47
2018/12/16/17:23:11.842442,55266,1545002591,842240642,,-57,-47,-65,-47
2018/12/16/17:23:11.861934,55267,1545002591,861771707,,-55,-45,-65,-47
2018/12/16/17:23:11.881915,55268,1545002591,881731806,,-55,-47,-65,-47
2018/12/16/17:23:11.902004,55269,1545002591,901765528,,-55,-49,-63,-47
2018/12/16/17:23:11.922040,55270,1545002591,921824786,,-55,-49,-63,-47
2018/12/16/17:23:11.942149,55271,1545002591,941999210,,-55,-47,-63,-47
2018/12/16/17:23:11.961874,55272,1545002591,961713686,,-55,-47,-63,-47
2018/12/16/17:23:11.982062,55273,1545002591,981836243,,-57,-47,-63,-47
2018/12/16/17:23:12.001977,55274,1545002592,1723094,,-57,-47,-63,-47
2018/12/16/17:23:12.022041,55275,1545002592,21871164,,-57,-47,-63,-47
2018/12/16/17:23:12.042316,55276,1545002592,42147659,,-57,-47,-63,-47
2018/12/16/17:23:12.062261,55277,1545002592,62057681,,-57,-47,-63,-47
2018/12/16/17:23:12.082115,55278,1545002592,81742562,,-57,-47,-63,-47
2018/12/16/17:23:12.102190,55279,1545002592,102032362,,-57,-47,-63,-47
2018/12/16/17:23:12.122150,55280,1545002592,122034093,,-57,-47,-63,-47
2018/12/16/17:23:12.142142,55281,1545002592,141989688,,-57,-47,-63,-47
2018/12/16/17:23:12.162228,55282,1545002592,162061840,,-57,-47,-63,-47
2018/12/16/17:23:12.181871,55283,1545002592,181698716,,-57,-47,-63,-47
2018/12/16/17:23:12.202155,55284,1545002592,201992189,,-57,-47,-63,-47
2018/12/16/17:23:12.223158,55285,1545002592,223007665,,-57,-47,-63,-47
2018/12/16/17:23:12.242127,55286,1545002592,241981914,,-57,-47,-65,-47
2018/12/16/17:23:12.261827,55287,1545002592,261664275,,-57,-47,-65,-47
2018/12/16/17:23:12.281834,55288,1545002592,281649291,,-57,-49,-67,-47
2018/12/16/17:23:12.301935,55289,1545002592,301654510,,-57,-49,-67,-47
2018/12/16/17:23:12.321803,55290,1545002592,321641716,,-57,-47,-67,-47
2018/12/16/17:23:12.342258,55291,1545002592,342072710,,-57,-47,-67,-47
2018/12/16/17:23:12.361823,55292,1545002592,361637767,,-57,-45,-67,-47
2018/12/16/17:23:12.381852,55293,1545002592,381648826,,-57,-45,-67,-47
2018/12/16/17:23:12.401852,55294,1545002592,401647285,,-57,-45,-67,-47
2018/12/16/17:23:12.421846,55295,1545002592,421644117,,-57,-45,-65,-45
2018/12/16/17:23:12.442133,55296,1545002592,441989832,,-57,-45,-63,-43
2018/12/16/17:23:12.461807,55297,1545002592,461647535,,-57,-45,-63,-43
2018/12/16/17:23:12.481867,55298,1545002592,481679128,,-59,-45,-65,-45
2018/12/16/17:23:12.501853,55299,1545002592,501648090,,-57,-43,-67,-47
2018/12/16/17:23:12.521786,55300,1545002592,521637333,,-57,-45,-65,-45
2018/12/16/17:23:12.542186,55301,1545002592,542006444,,-57,-45,-65,-45
2018/12/16/17:23:12.561787,55302,1545002592,561623241,,-57,-45,-67,-45
2018/12/16/17:23:12.581835,55303,1545002592,581598055,,-57,-45,-67,-45
2018/12/16/17:23:12.601834,55304,1545002592,601623410,,-57,-45,-67,-45
2018/12/16/17:23:12.621768,55305,1545002592,621603952,,-57,-45,-67,-45
2018/12/16/17:23:12.641998,55306,1545002592,641787387,,-57,-45,-67,-45
2018/12/16/17:23:12.661879,55307,1545002592,661599541,,-57,-43,-67,-45
2018/12/16/17:23:12.681768,55308,1545002592,681605506,,-57,-43,-67,-45
2018/12/16/17:23:12.701998,55309,1545002592,701602652,,-57,-41,-69,-45
2018/12/16/17:23:12.721745,55310,1545002592,721581325,,-57,-41,-69,-45
2018/12/16/17:23:12.741866,55311,1545002592,741716469,,-57,-41,-69,-45
2018/12/16/17:23:12.761738,55312,1545002592,761579821,,-57,-41,-69,-45
2018/12/16/17:23:12.781788,55313,1545002592,781588123,,-57,-41,-69,-45
2018/12/16/17:23:12.801745,55314,1545002592,801580497,,-59,-41,-69,-45
2018/12/16/17:23:12.821743,55315,1545002592,821545769,,-59,-41,-69,-45
2018/12/16/17:23:12.841796,55316,1545002592,841626052,,-59,-41,-69,-45
2018/12/16/17:23:12.861769,55317,1545002592,861568394,,-59,-41,-69,-45
2018/12/16/17:23:12.881743,55318,1545002592,881580840,,-61,-41,-69,-45
2018/12/16/17:23:12.901829,55319,1545002592,901590251,,-61,-41,-69,-45
2018/12/16/17:23:12.921721,55320,1545002592,921554123,,-61,-41,-69,-45
2018/12/16/17:23:12.941867,55321,1545002592,941712350,,-61,-41,-69,-45
2018/12/16/17:23:12.962077,55322,1545002592,961579906,,-59,-41,-69,-45
2018/12/16/17:23:12.981783,55323,1545002592,981556643,,-59,-41,-69,-45
2018/12/16/17:23:13.001808,55324,1545002593,1552584,,-59,-41,-69,-45
2018/12/16/17:23:13.021764,55325,1545002593,21557169,,-59,-41,-67,-45
2018/12/16/17:23:13.041862,55326,1545002593,41705007,,-59,-41,-67,-45
2018/12/16/17:23:13.061774,55327,1545002593,61578620,,-59,-41,-67,-45
2018/12/16/17:23:13.081763,55328,1545002593,81593800,,-59,-41,-67,-45
2018/12/16/17:23:13.101778,55329,1545002593,101553201,,-59,-41,-67,-45
2018/12/16/17:23:13.121696,55330,1545002593,121541231,,-57,-39,-67,-45
2018/12/16/17:23:13.142235,55331,1545002593,142071416,,-57,-43,-67,-45
2018/12/16/17:23:13.162157,55332,1545002593,161525143,,-59,-51,-67,-45
2018/12/16/17:23:13.181724,55333,1545002593,181545103,,-59,-55,-69,-47
2018/12/16/17:23:13.201691,55334,1545002593,201517545,,-59,-49,-69,-45
2018/12/16/17:23:13.221735,55335,1545002593,221520238,,-59,-41,-69,-45
2018/12/16/17:23:13.241854,55336,1545002593,241677175,,-59,-41,-69,-45
2018/12/16/17:23:13.261703,55337,1545002593,261505447,,-59,-45,-69,-43
2018/12/16/17:23:13.281842,55338,1545002593,281527469,,-59,-45,-69,-41
2018/12/16/17:23:13.301738,55339,1545002593,301517707,,-59,-41,-71,-41
2018/12/16/17:23:13.321656,55340,1545002593,321492846,,-59,-39,-71,-41
2018/12/16/17:23:13.342059,55341,1545002593,341859247,,-59,-41,-71,-41
2018/12/16/17:23:13.361672,55342,1545002593,361507296,,-61,-43,-71,-39
2018/12/16/17:23:13.381654,55343,1545002593,381482329,,-59,-37,-71,-39
2018/12/16/17:23:13.401680,55344,1545002593,401503091,,-59,-29,-71,-39
2018/12/16/17:23:13.421697,55345,1545002593,421497981,,-59,-29,-71,-39
2018/12/16/17:23:13.441783,55346,1545002593,441625655,,-59,-35,-71,-39
2018/12/16/17:23:13.461680,55347,1545002593,461508276,,-59,-37,-71,-39
2018/12/16/17:23:13.481657,55348,1545002593,481505258,,-59,-37,-71,-41
2018/12/16/17:23:13.501662,55349,1545002593,501480855,,-59,-39,-71,-41
2018/12/16/17:23:13.521654,55350,1545002593,521480258,,-59,-41,-69,-41
2018/12/16/17:23:13.541939,55351,1545002593,541767432,,-59,-41,-71,-43
2018/12/16/17:23:13.561622,55352,1545002593,561481777,,-59,-43,-71,-43
2018/12/16/17:23:13.581669,55353,1545002593,581470819,,-59,-43,-71,-43
2018/12/16/17:23:13.601680,55354,1545002593,601465067,,-59,-43,-71,-45
2018/12/16/17:23:13.621700,55355,1545002593,621456243,,-59,-45,-71,-45
2018/12/16/17:23:13.641757,55356,1545002593,641571243,,-59,-45,-71,-47
2018/12/16/17:23:13.661606,55357,1545002593,661439934,,-59,-45,-71,-47
2018/12/16/17:23:13.681626,55358,1545002593,681443973,,-59,-47,-71,-47
2018/12/16/17:23:13.701642,55359,1545002593,701466508,,-59,-47,-71,-47
2018/12/16/17:23:13.721633,55360,1545002593,721464752,,-59,-47,-69,-47
2018/12/16/17:23:13.742282,55361,1545002593,742106799,,-59,-47,-65,-45
2018/12/16/17:23:13.762154,55362,1545002593,761985552,,-59,-45,-69,-43
2018/12/16/17:23:13.782207,55363,1545002593,782022429,,-59,-45,-71,-47
2018/12/16/17:23:13.801962,55364,1545002593,801793449,,-59,-43,-71,-55
2018/12/16/17:23:13.821697,55365,1545002593,821536200,,-59,-43,-71,-59
2018/12/16/17:23:13.841911,55366,1545002593,841713083,,-59,-43,-71,-55
2018/12/16/17:23:13.861574,55367,1545002593,861419470,,-59,-43,-71,-49
2018/12/16/17:23:13.881630,55368,1545002593,881472143,,-59,-41,-71,-49
2018/12/16/17:23:13.901587,55369,1545002593,901408402,,-59,-41,-71,-51
2018/12/16/17:23:13.921550,55370,1545002593,921391053,,-59,-39,-71,-51
2018/12/16/17:23:13.941854,55371,1545002593,941703661,,-59,-37,-71,-49
2018/12/16/17:23:13.961593,55372,1545002593,961432084,,-59,-35,-71,-49
2018/12/16/17:23:13.981627,55373,1545002593,981420882,,-59,-35,-71,-49
2018/12/16/17:23:14.001639,55374,1545002594,1461604,,-59,-35,-71,-45
2018/12/16/17:23:14.021539,55375,1545002594,21392547,,-59,-33,-69,-39
2018/12/16/17:23:14.041794,55376,1545002594,41635175,,-59,-33,-69,-39
2018/12/16/17:23:14.061628,55377,1545002594,61460336,,-57,-35,-69,-47
2018/12/16/17:23:14.081591,55378,1545002594,81410892,,-57,-35,-71,-51
2018/12/16/17:23:14.101577,55379,1545002594,101372194,,-55,-33,-71,-49
2018/12/16/17:23:14.121641,55380,1545002594,121453106,,-55,-33,-71,-51
2018/12/16/17:23:14.141846,55381,1545002594,141666620,,-55,-33,-71,-53
2018/12/16/17:23:14.161588,55382,1545002594,161401909,,-55,-35,-71,-57
2018/12/16/17:23:14.181910,55383,1545002594,181645630,,-53,-35,-71,-57
2018/12/16/17:23:14.201509,55384,1545002594,201351534,,-51,-37,-71,-57
2018/12/16/17:23:14.221538,55385,1545002594,221349706,,-51,-39,-71,-59
2018/12/16/17:23:14.241873,55386,1545002594,241705209,,-51,-39,-73,-59
2018/12/16/17:23:14.261484,55387,1545002594,261322992,,-51,-39,-73,-59
2018/12/16/17:23:14.281603,55388,1545002594,281355227,,-51,-39,-73,-59
2018/12/16/17:23:14.301617,55389,1545002594,301464365,,-51,-39,-73,-59
2018/12/16/17:23:14.321517,55390,1545002594,321347777,,-51,-39,-73,-59
2018/12/16/17:23:14.341944,55391,1545002594,341753920,,-51,-39,-73,-59
2018/12/16/17:23:14.361585,55392,1545002594,361453525,,-53,-37,-73,-59
2018/12/16/17:23:14.381564,55393,1545002594,381351238,,-53,-39,-73,-59
2018/12/16/17:23:14.401540,55394,1545002594,401349211,,-53,-39,-73,-59
2018/12/16/17:23:14.421617,55395,1545002594,421459264,,-53,-37,-73,-59
2018/12/16/17:23:14.441622,55396,1545002594,441471269,,-53,-39,-73,-57
2018/12/16/17:23:14.461540,55397,1545002594,461356922,,-53,-39,-75,-57
2018/12/16/17:23:14.481666,55398,1545002594,481474439,,-53,-39,-75,-57
2018/12/16/17:23:14.501507,55399,1545002594,501350922,,-51,-35,-75,-57
2018/12/16/17:23:14.521497,55400,1545002594,521344952,,-51,-33,-75,-57
2018/12/16/17:23:14.541878,55401,1545002594,541716324,,-51,-35,-75,-57
2018/12/16/17:23:14.561498,55402,1545002594,561350364,,-51,-39,-75,-57
2018/12/16/17:23:14.581504,55403,1545002594,581334424,,-51,-37,-75,-57
2018/12/16/17:23:14.601707,55404,1545002594,601478580,,-51,-37,-75,-57
2018/12/16/17:23:14.621487,55405,1545002594,621333974,,-51,-37,-75,-57
2018/12/16/17:23:14.641560,55406,1545002594,641404182,,-51,-37,-75,-57
2018/12/16/17:23:14.661658,55407,1545002594,661466898,,-51,-37,-75,-57
2018/12/16/17:23:14.681453,55408,1545002594,681297061,,-51,-39,-73,-57
2018/12/16/17:23:14.701585,55409,1545002594,701344448,,-49,-39,-73,-57
2018/12/16/17:23:14.721589,55410,1545002594,721445888,,-49,-39,-73,-57
2018/12/16/17:23:14.741587,55411,1545002594,741412253,,-49,-39,-73,-57
2018/12/16/17:23:14.761448,55412,1545002594,761282396,,-47,-39,-71,-57
2018/12/16/17:23:14.781662,55413,1545002594,781466425,,-47,-39,-69,-57
2018/12/16/17:23:14.802995,55414,1545002594,801273631,,-47,-39,-67,-59
2018/12/16/17:23:14.821448,55415,1545002594,821271447,,-47,-39,-69,-59
2018/12/16/17:23:14.841797,55416,1545002594,841651658,,-47,-39,-69,-59
2018/12/16/17:23:14.861435,55417,1545002594,861280228,,-49,-39,-69,-59
2018/12/16/17:23:14.881426,55418,1545002594,881270491,,-49,-39,-71,-61
2018/12/16/17:23:14.901647,55419,1545002594,901469385,,-49,-39,-71,-61
2018/12/16/17:23:14.921461,55420,1545002594,921320816,,-49,-37,-71,-61
2018/12/16/17:23:14.941765,55421,1545002594,941549012,,-49,-35,-73,-61
2018/12/16/17:23:14.961603,55422,1545002594,961454028,,-49,-35,-73,-61
2018/12/16/17:23:14.981459,55423,1545002594,981283897,,-49,-35,-73,-61
2018/12/16/17:23:15.001449,55424,1545002595,1272121,,-49,-35,-71,-61
2018/12/16/17:23:15.021613,55425,1545002595,21455530,,-49,-35,-69,-61
2018/12/16/17:23:15.041597,55426,1545002595,41465228,,-49,-35,-69,-61
2018/12/16/17:23:15.061412,55427,1545002595,61254722,,-49,-37,-69,-61
2018/12/16/17:23:15.081691,55428,1545002595,81479940,,-51,-35,-69,-59
2018/12/16/17:23:15.101439,55429,1545002595,101247178,,-51,-35,-69,-59
2018/12/16/17:23:15.121463,55430,1545002595,121311366,,-51,-37,-69,-61
2018/12/16/17:23:15.141939,55431,1545002595,141772953,,-51,-37,-69,-63
2018/12/16/17:23:15.161427,55432,1545002595,161285836,,-51,-35,-69,-61
2018/12/16/17:23:15.181468,55433,1545002595,181257109,,-51,-35,-69,-61
2018/12/16/17:23:15.201619,55434,1545002595,201462105,,-51,-35,-69,-61
2018/12/16/17:23:15.221374,55435,1545002595,221215555,,-51,-33,-69,-61
2018/12/16/17:23:15.241536,55436,1545002595,241389739,,-51,-33,-67,-61
2018/12/16/17:23:15.261613,55437,1545002595,261480770,,-51,-33,-67,-63
2018/12/16/17:23:15.281424,55438,1545002595,281226859,,-51,-35,-67,-63
2018/12/16/17:23:15.301411,55439,1545002595,301201838,,-51,-33,-67,-63
2018/12/16/17:23:15.321394,55440,1545002595,321221805,,-49,-33,-65,-65
2018/12/16/17:23:15.341449,55441,1545002595,341293765,,-49,-35,-65,-65
2018/12/16/17:23:15.361346,55442,1545002595,361194380,,-47,-35,-65,-65
2018/12/16/17:23:15.381393,55443,1545002595,381193443,,-47,-35,-65,-65
2018/12/16/17:23:15.401333,55444,1545002595,401173750,,-47,-35,-65,-65
2018/12/16/17:23:15.421325,55445,1545002595,421188439,,-45,-35,-67,-65
2018/12/16/17:23:15.441469,55446,1545002595,441297867,,-47,-37,-67,-65
2018/12/16/17:23:15.461383,55447,1545002595,461216383,,-47,-37,-67,-65
2018/12/16/17:23:15.481342,55448,1545002595,481178692,,-47,-37,-67,-65
2018/12/16/17:23:15.501369,55449,1545002595,501198382,,-47,-37,-67,-65
2018/12/16/17:23:15.521333,55450,1545002595,521168913,,-47,-37,-67,-65
2018/12/16/17:23:15.541474,55451,1545002595,541324502,,-47,-37,-67,-65
2018/12/16/17:23:15.561387,55452,1545002595,561199187,,-47,-39,-67,-65
2018/12/16/17:23:15.581378,55453,1545002595,581195854,,-47,-39,-67,-65
2018/12/16/17:23:15.601357,55454,1545002595,601211375,,-47,-39,-67,-65
2018/12/16/17:23:15.621374,55455,1545002595,621209109,,-47,-39,-67,-65
2018/12/16/17:23:15.641424,55456,1545002595,641234307,,-47,-39,-67,-65
2018/12/16/17:23:15.661333,55457,1545002595,661176592,,-49,-37,-67,-65
2018/12/16/17:23:15.681339,55458,1545002595,681195314,,-49,-37,-67,-65
2018/12/16/17:23:15.701596,55459,1545002595,701183336,,-49,-37,-69,-65
2018/12/16/17:23:15.721352,55460,1545002595,721186177,,-49,-37,-69,-65
2018/12/16/17:23:15.741326,55461,1545002595,741182855,,-49,-37,-71,-65
2018/12/16/17:23:15.761343,55462,1545002595,761171221,,-49,-37,-71,-63
2018/12/16/17:23:15.781328,55463,1545002595,781167640,,-49,-39,-71,-63
2018/12/16/17:23:15.801345,55464,1545002595,801135968,,-49,-39,-71,-63
2018/12/16/17:23:15.821282,55465,1545002595,821129479,,-49,-39,-71,-63
2018/12/16/17:23:15.841314,55466,1545002595,841184091,,-49,-39,-71,-63
2018/12/16/17:23:15.861323,55467,1545002595,861160295,,-47,-39,-71,-61
2018/12/16/17:23:15.881368,55468,1545002595,881163666,,-47,-41,-71,-61
2018/12/16/17:23:15.901352,55469,1545002595,901154488,,-47,-43,-71,-61
2018/12/16/17:23:15.921273,55470,1545002595,921130113,,-47,-43,-71,-61
2018/12/16/17:23:15.941316,55471,1545002595,941184848,,-47,-41,-71,-61
2018/12/16/17:23:15.961329,55472,1545002595,961140172,,-47,-41,-69,-61
2018/12/16/17:23:15.981293,55473,1545002595,981107275,,-47,-43,-69,-61
2018/12/16/17:23:16.001288,55474,1545002596,1128230,,-49,-43,-69,-59
2018/12/16/17:23:16.021334,55475,1545002596,21114465,,-47,-45,-71,-59
2018/12/16/17:23:16.041272,55476,1545002596,41108828,,-47,-45,-71,-59
2018/12/16/17:23:16.061273,55477,1545002596,61098690,,-47,-47,-71,-59
2018/12/16/17:23:16.081356,55478,1545002596,81159242,,-47,-47,-71,-59
2018/12/16/17:23:16.101339,55479,1545002596,101130170,,-47,-47,-73,-59
2018/12/16/17:23:16.121260,55480,1545002596,121108553,,-47,-47,-73,-59
2018/12/16/17:23:16.141619,55481,1545002596,141474138,,-47,-47,-73,-59
2018/12/16/17:23:16.161321,55482,1545002596,161157136,,-47,-47,-73,-59
2018/12/16/17:23:16.181264,55483,1545002596,181118325,,-47,-47,-75,-59
2018/12/16/17:23:16.201271,55484,1545002596,201098582,,-47,-47,-75,-59
2018/12/16/17:23:16.221248,55485,1545002596,221087677,,-47,-47,-75,-59
2018/12/16/17:23:16.241470,55486,1545002596,241278023,,-47,-49,-73,-59
2018/12/16/17:23:16.261287,55487,1545002596,261092005,,-47,-49,-73,-59
2018/12/16/17:23:16.281486,55488,1545002596,281325543,,-47,-49,-71,-59
2018/12/16/17:23:16.301368,55489,1545002596,301194073,,-47,-49,-71,-59
2018/12/16/17:23:16.321244,55490,1545002596,321059422,,-45,-49,-69,-59
2018/12/16/17:23:16.341357,55491,1545002596,341168749,,-45,-49,-69,-59
2018/12/16/17:23:16.361741,55492,1545002596,361238536,,-45,-49,-67,-59
2018/12/16/17:23:16.381232,55493,1545002596,381063412,,-45,-49,-67,-59
2018/12/16/17:23:16.401291,55494,1545002596,401076010,,-45,-47,-67,-59
2018/12/16/17:23:16.421214,55495,1545002596,421062277,,-45,-47,-65,-59
2018/12/16/17:23:16.441374,55496,1545002596,441221395,,-45,-47,-65,-59
2018/12/16/17:23:16.461257,55497,1545002596,461093255,,-45,-49,-65,-59
2018/12/16/17:23:16.481228,55498,1545002596,481064330,,-47,-49,-67,-59
2018/12/16/17:23:16.501216,55499,1545002596,501042950,,-47,-47,-67,-59
2018/12/16/17:23:16.521204,55500,1545002596,521044024,,-47,-47,-67,-59
2018/12/16/17:23:16.541342,55501,1545002596,541204556,,-47,-47,-67,-61
2018/12/16/17:23:16.561213,55502,1545002596,561069331,,-49,-47,-67,-61
2018/12/16/17:23:16.581229,55503,1545002596,581089635,,-49,-45,-67,-61
2018/12/16/17:23:16.601259,55504,1545002596,601049687,,-49,-43,-67,-61
2018/12/16/17:23:16.621225,55505,1545002596,621040488,,-49,-41,-67,-59
2018/12/16/17:23:16.641209,55506,1545002596,641048666,,-49,-41,-67,-59
2018/12/16/17:23:16.661264,55507,1545002596,661053117,,-49,-41,-67,-59
2018/12/16/17:23:16.681176,55508,1545002596,681012865,,-49,-41,-67,-59
2018/12/16/17:23:16.701264,55509,1545002596,701030871,,-49,-43,-67,-59
2018/12/16/17:23:16.721225,55510,1545002596,721039022,,-51,-43,-67,-57
2018/12/16/17:23:16.741369,55511,1545002596,741208336,,-53,-43,-67,-57
2018/12/16/17:23:16.761239,55512,1545002596,761022930,,-51,-43,-67,-57
2018/12/16/17:23:16.783718,55513,1545002596,781015204,,-53,-45,-67,-57
2018/12/16/17:23:16.801192,55514,1545002596,801016034,,-53,-45,-67,-55
2018/12/16/17:23:16.821176,55515,1545002596,821011321,,-53,-45,-67,-55
2018/12/16/17:23:16.841420,55516,1545002596,841273262,,-53,-43,-67,-55
2018/12/16/17:23:16.861175,55517,1545002596,861025550,,-53,-43,-67,-55
2018/12/16/17:23:16.881149,55518,1545002596,880986082,,-53,-41,-67,-55
2018/12/16/17:23:16.901188,55519,1545002596,900990203,,-53,-41,-67,-55
2018/12/16/17:23:16.921218,55520,1545002596,920991508,,-53,-41,-67,-53
2018/12/16/17:23:16.941148,55521,1545002596,940989420,,-53,-41,-67,-53
2018/12/16/17:23:16.961174,55522,1545002596,960988656,,-53,-39,-67,-55
2018/12/16/17:23:16.981142,55523,1545002596,980984756,,-53,-39,-67,-55
2018/12/16/17:23:17.001133,55524,1545002597,988867,,-53,-41,-69,-53
2018/12/16/17:23:17.021237,55525,1545002597,20998199,,-53,-41,-71,-55
2018/12/16/17:23:17.041374,55526,1545002597,41221087,,-53,-41,-71,-53
2018/12/16/17:23:17.061137,55527,1545002597,60986292,,-53,-41,-69,-53
2018/12/16/17:23:17.081197,55528,1545002597,81023209,,-53,-43,-67,-51
2018/12/16/17:23:17.101175,55529,1545002597,100989166,,-53,-43,-67,-47
2018/12/16/17:23:17.121183,55530,1545002597,120992193,,-53,-43,-65,-47
2018/12/16/17:23:17.141456,55531,1545002597,141323880,,-53,-45,-65,-49
2018/12/16/17:23:17.161134,55532,1545002597,160988319,,-53,-45,-65,-49
