time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.front_left,.front_right,.rear_left,.rear_right
2018/12/16/17:23:04.743378,54911,1545002584,743183491,,-51,-39,-73,-55
2018/12/16/17:23:04.763158,54912,1545002584,762976560,,-53,-39,-73,-53
2018/12/16/17:23:04.783145,54913,1545002584,782983862,,-53,-39,-73,-53
2018/12/16/17:23:04.802939,54914,1545002584,802787128,,-53,-39,-73,-53
2018/12/16/17:23:04.823131,54915,1545002584,822974477,,-53,-39,-75,-55
2018/12/16/17:23:04.845273,54916,1545002584,845095786,,-51,-39,-75,-55
2018/12/16/17:23:04.863259,54917,1545002584,863068274,,-51,-39,-75,-55
2018/12/16/17:23:04.883132,54918,1545002584,882977042,,-51,-37,-77,-55
2018/12/16/17:23:04.903155,54919,1545002584,902986519,,-49,-37,-77,-55
2018/12/16/17:23:04.923144,54920,1545002584,922978814,,-49,-41,-77,-57
2018/12/16/17:23:04.943323,54921,1545002584,943158022,,-49,-41,-77,-57
2018/12/16/17:23:04.963120,54922,1545002584,962976553,,-49,-39,-75,-57
2018/12/16/17:23:04.983134,54923,1545002584,982977842,,-51,-41,-75,-55
2018/12/16/17:23:05.003157,54924,1545002585,2975825,,-51,-39,-75,-55
2018/12/16/17:23:05.023136,54925,1545002585,22974631,,-51,-39,-75,-55
2018/12/16/17:23:05.043315,54926,1545002585,43132286,,-51,-41,-75,-55
2018/12/16/17:23:05.063261,54927,1545002585,63077028,,-51,-41,-75,-55
2018/12/16/17:23:05.083151,54928,1545002585,83004300,,-51,-39,-75,-53
2018/12/16/17:23:05.103124,54929,1545002585,102974489,,-51,-39,-75,-53
2018/12/16/17:23:05.123126,54930,1545002585,122976010,,-51,-39,-75,-53
2018/12/16/17:23:05.143341,54931,1545002585,143144399,,-51,-39,-73,-53
2018/12/16/17:23:05.163151,54932,1545002585,162993739,,-51,-39,-71,-53
2018/12/16/17:23:05.183155,54933,1545002585,182987458,,-51,-39,-71,-53
2018/12/16/17:23:05.203146,54934,1545002585,202986235,,-51,-39,-71,-53
2018/12/16/17:23:05.222949,54935,1545002585,222722154,,-51,-39,-71,-53
2018/12/16/17:23:05.243281,54936,1545002585,243118177,,-51,-39,-71,-53
2018/12/16/17:23:05.263269,54937,1545002585,262976219,,-51,-41,-71,-53
2018/12/16/17:23:05.283200,54938,1545002585,283040534,,-51,-41,-73,-53
2018/12/16/17:23:05.303173,54939,1545002585,303001610,,-51,-41,-73,-53
2018/12/16/17:23:05.323206,54940,1545002585,323000634,,-51,-41,-73,-53
2018/12/16/17:23:05.343269,54941,1545002585,343118656,,-53,-41,-73,-53
2018/12/16/17:23:05.363148,54942,1545002585,363003009,,-51,-43,-73,-53
2018/12/16/17:23:05.383137,54943,1545002585,383003704,,-51,-43,-73,-53
2018/12/16/17:23:05.403126,54944,1545002585,402975971,,-53,-43,-71,-51
2018/12/16/17:23:05.423140,54945,1545002585,422984534,,-53,-43,-71,-51
2018/12/16/17:23:05.445304,54946,1545002585,445109033,,-53,-43,-69,-51
2018/12/16/17:23:05.463185,54947,1545002585,462986163,,-51,-43,-69,-51
2018/12/16/17:23:05.483128,54948,1545002585,482977189,,-51,-43,-67,-49
2018/12/16/17:23:05.503150,54949,1545002585,503001484,,-53,-43,-67,-51
2018/12/16/17:23:05.523126,54950,1545002585,522976854,,-53,-41,-67,-53
2018/12/16/17:23:05.543221,54951,1545002585,543066736,,-51,-41,-67,-53
2018/12/16/17:23:05.563136,54952,1545002585,562979271,,-51,-41,-67,-53
2018/12/16/17:23:05.583127,54953,1545002585,582979434,,-51,-41,-67,-53
2018/12/16/17:23:05.604895,54954,1545002585,604663350,,-53,-41,-67,-53
2018/12/16/17:23:05.623134,54955,1545002585,622985971,,-53,-41,-69,-53
2018/12/16/17:23:05.642826,54956,1545002585,642669425,,-53,-41,-69,-53
2018/12/16/17:23:05.663169,54957,1545002585,662977981,,-53,-41,-67,-53
2018/12/16/17:23:05.683147,54958,1545002585,682979713,,-53,-41,-67,-53
2018/12/16/17:23:05.703120,54959,1545002585,702976223,,-53,-41,-67,-51
2018/12/16/17:23:05.723143,54960,1545002585,723003443,,-53,-43,-67,-51
2018/12/16/17:23:05.743233,54961,1545002585,743039296,,-53,-43,-67,-51
2018/12/16/17:23:05.763242,54962,1545002585,762978216,,-53,-43,-67,-51
2018/12/16/17:23:05.783165,54963,1545002585,782978288,,-53,-45,-67,-51
2018/12/16/17:23:05.803278,54964,1545002585,803064776,,-55,-45,-67,-51
2018/12/16/17:23:05.823187,54965,1545002585,822977717,,-55,-45,-67,-51
2018/12/16/17:23:05.843242,54966,1545002585,843056255,,-55,-45,-67,-51
2018/12/16/17:23:05.863244,54967,1545002585,863033687,,-55,-43,-67,-51
2018/12/16/17:23:05.883254,54968,1545002585,883038194,,-55,-43,-67,-51
2018/12/16/17:23:05.903219,54969,1545002585,903017881,,-55,-43,-69,-51
2018/12/16/17:23:05.923246,54970,1545002585,923101783,,-55,-41,-69,-51
2018/12/16/17:23:05.943501,54971,1545002585,943335534,,-55,-41,-69,-51
2018/12/16/17:23:05.963246,54972,1545002585,963082535,,-55,-41,-69,-51
2018/12/16/17:23:05.983224,54973,1545002585,983071559,,-55,-41,-69,-51
2018/12/16/17:23:06.003262,54974,1545002586,3073249,,-55,-41,-69,-51
2018/12/16/17:23:06.023216,54975,1545002586,23074106,,-55,-39,-69,-51
2018/12/16/17:23:06.043228,54976,1545002586,43069679,,-55,-41,-69,-51
2018/12/16/17:23:06.063117,54977,1545002586,62928438,,-55,-41,-69,-51
2018/12/16/17:23:06.083242,54978,1545002586,83067957,,-55,-39,-69,-51
2018/12/16/17:23:06.103207,54979,1545002586,103053405,,-55,-39,-69,-51
2018/12/16/17:23:06.123246,54980,1545002586,123089118,,-53,-39,-69,-51
2018/12/16/17:23:06.143206,54981,1545002586,143054122,,-53,-39,-69,-51
2018/12/16/17:23:06.163408,54982,1545002586,163082243,,-53,-39,-69,-51
2018/12/16/17:23:06.183238,54983,1545002586,183054061,,-53,-43,-69,-51
2018/12/16/17:23:06.204610,54984,1545002586,204447632,,-53,-43,-69,-51
2018/12/16/17:23:06.223356,54985,1545002586,223201446,,-53,-43,-69,-51
2018/12/16/17:23:06.245511,54986,1545002586,245369748,,-53,-43,-69,-51
2018/12/16/17:23:06.263273,54987,1545002586,263060533,,-53,-43,-69,-51
2018/12/16/17:23:06.283266,54988,1545002586,283111220,,-53,-43,-67,-51
2018/12/16/17:23:06.303303,54989,1545002586,303134124,,-53,-43,-67,-53
2018/12/16/17:23:06.323180,54990,1545002586,323033701,,-53,-43,-67,-53
2018/12/16/17:23:06.343190,54991,1545002586,343002758,,-53,-43,-67,-55
2018/12/16/17:23:06.363170,54992,1545002586,363030307,,-53,-41,-67,-55
2018/12/16/17:23:06.383214,54993,1545002586,383082037,,-53,-43,-69,-55
2018/12/16/17:23:06.402889,54994,1545002586,402694671,,-53,-43,-69,-57
2018/12/16/17:23:06.423234,54995,1545002586,423083489,,-53,-43,-69,-57
2018/12/16/17:23:06.445318,54996,1545002586,445119827,,-53,-43,-71,-57
2018/12/16/17:23:06.463135,54997,1545002586,462978710,,-53,-43,-71,-57
2018/12/16/17:23:06.483194,54998,1545002586,482980043,,-53,-45,-71,-57
2018/12/16/17:23:06.503217,54999,1545002586,503012254,,-53,-43,-71,-55
2018/12/16/17:23:06.523220,55000,1545002586,523008657,,-53,-43,-71,-55
2018/12/16/17:23:06.543213,55001,1545002586,543055554,,-53,-43,-69,-55
2018/12/16/17:23:06.563302,55002,1545002586,563006300,,-53,-41,-69,-55
2018/12/16/17:23:06.583275,55003,1545002586,583057568,,-53,-41,-71,-55
2018/12/16/17:23:06.605495,55004,1545002586,605239446,,-53,-41,-71,-55
2018/12/16/17:23:06.623158,55005,1545002586,622981130,,-53,-41,-71,-55
2018/12/16/17:23:06.643392,55006,1545002586,643138509,,-53,-41,-71,-55
2018/12/16/17:23:06.663368,55007,1545002586,663192420,,-53,-39,-71,-53
2018/12/16/17:23:06.683639,55008,1545002586,683062943,,-53,-39,-69,-53
2018/12/16/17:23:06.703243,55009,1545002586,703006068,,-53,-39,-69,-53
2018/12/16/17:23:06.723167,55010,1545002586,722978641,,-53,-39,-67,-53
2018/12/16/17:23:06.743233,55011,1545002586,743007136,,-53,-39,-69,-53
2018/12/16/17:23:06.763673,55012,1545002586,762983198,,-53,-39,-71,-55
2018/12/16/17:23:06.783463,55013,1545002586,783258191,,-53,-39,-71,-55
2018/12/16/17:23:06.803159,55014,1545002586,802980738,,-53,-39,-71,-55
2018/12/16/17:23:06.823552,55015,1545002586,823059050,,-53,-39,-71,-55
2018/12/16/17:23:06.843256,55016,1545002586,843109239,,-53,-39,-71,-55
2018/12/16/17:23:06.863385,55017,1545002586,863145373,,-53,-41,-73,-55
2018/12/16/17:23:06.883149,55018,1545002586,882981319,,-53,-41,-73,-55
2018/12/16/17:23:06.903321,55019,1545002586,903103225,,-53,-41,-73,-53
2018/12/16/17:23:06.923634,55020,1545002586,923436043,,-53,-39,-73,-53
2018/12/16/17:23:06.943560,55021,1545002586,943217184,,-53,-39,-73,-53
2018/12/16/17:23:06.963217,55022,1545002586,962981305,,-53,-39,-73,-55
2018/12/16/17:23:06.983189,55023,1545002586,982981739,,-53,-39,-73,-55
2018/12/16/17:23:07.003139,55024,1545002587,2981078,,-53,-39,-73,-55
2018/12/16/17:23:07.023834,55025,1545002587,23561919,,-53,-39,-73,-55
2018/12/16/17:23:07.042942,55026,1545002587,42741919,,-53,-39,-73,-55
2018/12/16/17:23:07.063558,55027,1545002587,63305196,,-53,-39,-73,-55
2018/12/16/17:23:07.083284,55028,1545002587,83063799,,-53,-39,-73,-55
2018/12/16/17:23:07.105123,55029,1545002587,103079405,,-53,-39,-73,-55
2018/12/16/17:23:07.123566,55030,1545002587,123171506,,-53,-39,-73,-55
2018/12/16/17:23:07.143470,55031,1545002587,143211703,,-53,-39,-73,-55
2018/12/16/17:23:07.163421,55032,1545002587,163183099,,-53,-39,-73,-55
2018/12/16/17:23:07.183542,55033,1545002587,183261964,,-53,-39,-73,-55
2018/12/16/17:23:07.205106,55034,1545002587,204651179,,-53,-39,-73,-55
2018/12/16/17:23:07.223160,55035,1545002587,223003232,,-53,-41,-73,-55
2018/12/16/17:23:07.243597,55036,1545002587,243335223,,-53,-41,-73,-55
2018/12/16/17:23:07.263226,55037,1545002587,263082419,,-53,-43,-73,-55
2018/12/16/17:23:07.283314,55038,1545002587,283117464,,-53,-43,-73,-55
2018/12/16/17:23:07.303330,55039,1545002587,303143274,,-53,-41,-73,-55
2018/12/16/17:23:07.322844,55040,1545002587,322632412,,-53,-39,-73,-55
2018/12/16/17:23:07.343371,55041,1545002587,343206258,,-53,-35,-73,-55
2018/12/16/17:23:07.363290,55042,1545002587,362985344,,-53,-37,-71,-55
2018/12/16/17:23:07.383224,55043,1545002587,382985215,,-53,-41,-71,-57
2018/12/16/17:23:07.403141,55044,1545002587,402978657,,-53,-39,-71,-57
2018/12/16/17:23:07.423153,55045,1545002587,422988817,,-53,-39,-69,-57
2018/12/16/17:23:07.445286,55046,1545002587,444981884,,-53,-39,-69,-57
2018/12/16/17:23:07.463139,55047,1545002587,462977566,,-53,-37,-69,-55
2018/12/16/17:23:07.483197,55048,1545002587,483007865,,-53,-37,-69,-55
2018/12/16/17:23:07.503124,55049,1545002587,502977356,,-53,-37,-69,-55
2018/12/16/17:23:07.523144,55050,1545002587,522978110,,-53,-37,-69,-55
2018/12/16/17:23:07.543431,55051,1545002587,543254327,,-53,-39,-69,-55
2018/12/16/17:23:07.563251,55052,1545002587,563015761,,-53,-39,-69,-55
2018/12/16/17:23:07.583215,55053,1545002587,582988594,,-53,-41,-69,-55
2018/12/16/17:23:07.604562,55054,1545002587,604415771,,-53,-41,-69,-55
2018/12/16/17:23:07.625237,55055,1545002587,624980149,,-53,-41,-69,-55
2018/12/16/17:23:07.643241,55056,1545002587,643033645,,-53,-39,-69,-55
2018/12/16/17:23:07.663188,55057,1545002587,663008968,,-53,-39,-69,-55
2018/12/16/17:23:07.683171,55058,1545002587,683006520,,-53,-39,-69,-57
2018/12/16/17:23:07.703235,55059,1545002587,703065933,,-53,-39,-71,-57
2018/12/16/17:23:07.723159,55060,1545002587,722987258,,-53,-39,-71,-57
2018/12/16/17:23:07.742808,55061,1545002587,742604427,,-53,-39,-71,-57
2018/12/16/17:23:07.763264,55062,1545002587,763053848,,-53,-39,-73,-57
2018/12/16/17:23:07.783139,55063,1545002587,782980211,,-53,-39,-73,-57
2018/12/16/17:23:07.803182,55064,1545002587,802979238,,-53,-41,-73,-57
2018/12/16/17:23:07.823150,55065,1545002587,822988217,,-53,-41,-73,-57
2018/12/16/17:23:07.844994,55066,1545002587,844425092,,-53,-41,-71,-55
2018/12/16/17:23:07.863162,55067,1545002587,863006592,,-53,-41,-71,-49
2018/12/16/17:23:07.883188,55068,1545002587,883019803,,-53,-41,-69,-51
2018/12/16/17:23:07.903167,55069,1545002587,902981504,,-53,-41,-69,-53
2018/12/16/17:23:07.923191,55070,1545002587,923029693,,-53,-41,-69,-53
2018/12/16/17:23:07.943374,55071,1545002587,943222857,,-53,-41,-69,-51
2018/12/16/17:23:07.963166,55072,1545002587,962984949,,-53,-41,-69,-51
2018/12/16/17:23:07.983196,55073,1545002587,982985177,,-53,-41,-69,-51
2018/12/16/17:23:08.003145,55074,1545002588,2995911,,-53,-41,-69,-51
2018/12/16/17:23:08.023169,55075,1545002588,22978423,,-53,-41,-69,-49
2018/12/16/17:23:08.045738,55076,1545002588,45426223,,-53,-41,-67,-49
2018/12/16/17:23:08.063131,55077,1545002588,62977793,,-53,-41,-69,-51
2018/12/16/17:23:08.083161,55078,1545002588,82989421,,-53,-39,-69,-51
2018/12/16/17:23:08.103161,55079,1545002588,103012776,,-53,-39,-69,-53
2018/12/16/17:23:08.123147,55080,1545002588,123003753,,-53,-39,-69,-53
2018/12/16/17:23:08.142705,55081,1545002588,142564604,,-53,-41,-69,-53
2018/12/16/17:23:08.162717,55082,1545002588,162556824,,-53,-41,-69,-53
2018/12/16/17:23:08.183208,55083,1545002588,183004139,,-53,-43,-69,-53
2018/12/16/17:23:08.203164,55084,1545002588,203012707,,-53,-45,-69,-53
2018/12/16/17:23:08.222531,55085,1545002588,222384328,,-53,-45,-69,-53
2018/12/16/17:23:08.244766,55086,1545002588,244620393,,-53,-45,-69,-53
2018/12/16/17:23:08.263149,55087,1545002588,263002836,,-53,-45,-69,-53
2018/12/16/17:23:08.283136,55088,1545002588,282980227,,-55,-45,-69,-53
2018/12/16/17:23:08.303167,55089,1545002588,302978836,,-55,-43,-69,-53
2018/12/16/17:23:08.323124,55090,1545002588,322979168,,-55,-43,-69,-53
2018/12/16/17:23:08.343369,55091,1545002588,343222472,,-55,-43,-67,-53
2018/12/16/17:23:08.363148,55092,1545002588,363007358,,-55,-43,-67,-53
2018/12/16/17:23:08.383138,55093,1545002588,382980203,,-55,-45,-67,-53
2018/12/16/17:23:08.403127,55094,1545002588,402990970,,-55,-45,-67,-53
2018/12/16/17:23:08.422570,55095,1545002588,422380310,,-55,-45,-67,-53
2018/12/16/17:23:08.444610,55096,1545002588,444429934,,-55,-45,-67,-53
2018/12/16/17:23:08.463137,55097,1545002588,462976994,,-55,-45,-67,-53
2018/12/16/17:23:08.483158,55098,1545002588,482980045,,-55,-45,-67,-53
2018/12/16/17:23:08.503168,55099,1545002588,502982606,,-55,-43,-67,-53
2018/12/16/17:23:08.523117,55100,1545002588,522980487,,-55,-41,-67,-53
2018/12/16/17:23:08.543396,55101,1545002588,543248625,,-53,-41,-67,-53
2018/12/16/17:23:08.563169,55102,1545002588,562980611,,-53,-39,-67,-53
2018/12/16/17:23:08.582748,55103,1545002588,582583320,,-53,-35,-65,-51
2018/12/16/17:23:08.604844,55104,1545002588,604663783,,-53,-37,-65,-51
2018/12/16/17:23:08.622505,55105,1545002588,622343679,,-53,-39,-65,-51
2018/12/16/17:23:08.645213,55106,1545002588,645008280,,-53,-41,-65,-51
2018/12/16/17:23:08.664661,55107,1545002588,664512637,,-53,-43,-65,-51
2018/12/16/17:23:08.684680,55108,1545002588,684489363,,-53,-43,-65,-51
2018/12/16/17:23:08.703406,55109,1545002588,703265979,,-53,-45,-67,-51
2018/12/16/17:23:08.722456,55110,1545002588,722299285,,-55,-45,-67,-53
2018/12/16/17:23:08.747341,55111,1545002588,747173970,,-55,-45,-67,-53
2018/12/16/17:23:08.763257,55112,1545002588,763089069,,-55,-45,-69,-53
2018/12/16/17:23:08.783249,55113,1545002588,783083868,,-55,-47,-71,-53
2018/12/16/17:23:08.803260,55114,1545002588,803102159,,-55,-47,-71,-53
2018/12/16/17:23:08.823215,55115,1545002588,823044509,,-55,-47,-71,-51
2018/12/16/17:23:08.843210,55116,1545002588,843058381,,-55,-47,-71,-51
2018/12/16/17:23:08.863176,55117,1545002588,862990816,,-55,-47,-71,-51
2018/12/16/17:23:08.883221,55118,1545002588,883032592,,-55,-47,-69,-51
2018/12/16/17:23:08.903179,55119,1545002588,903006278,,-55,-47,-69,-51
2018/12/16/17:23:08.922442,55120,1545002588,922310176,,-55,-47,-69,-51
2018/12/16/17:23:08.945608,55121,1545002588,945462465,,-55,-47,-69,-51
2018/12/16/17:23:08.963154,55122,1545002588,962980140,,-55,-47,-69,-51
2018/12/16/17:23:08.982420,55123,1545002588,982292450,,-55,-47,-69,-51
2018/12/16/17:23:09.002699,55124,1545002589,2551086,,-55,-47,-67,-49
2018/12/16/17:23:09.022416,55125,1545002589,22276190,,-55,-47,-65,-47
2018/12/16/17:23:09.042405,55126,1545002589,42255856,,-55,-47,-63,-47
2018/12/16/17:23:09.062413,55127,1545002589,62273984,,-55,-47,-61,-45
2018/12/16/17:23:09.083200,55128,1545002589,83032785,,-55,-47,-61,-43
2018/12/16/17:23:09.103143,55129,1545002589,102980378,,-55,-47,-61,-43
2018/12/16/17:23:09.122433,55130,1545002589,122274726,,-55,-47,-61,-45
2018/12/16/17:23:09.142437,55131,1545002589,142291155,,-55,-47,-61,-47
2018/12/16/17:23:09.162402,55132,1545002589,162263938,,-53,-47,-63,-47
2018/12/16/17:23:09.182434,55133,1545002589,182251478,,-53,-47,-63,-49
2018/12/16/17:23:09.202443,55134,1545002589,202307788,,-53,-47,-65,-49
2018/12/16/17:23:09.222470,55135,1545002589,222322645,,-55,-47,-65,-49
2018/12/16/17:23:09.242475,55136,1545002589,242333663,,-55,-47,-67,-49
2018/12/16/17:23:09.262539,55137,1545002589,262396718,,-55,-45,-67,-49
2018/12/16/17:23:09.282571,55138,1545002589,282418221,,-55,-45,-67,-49
2018/12/16/17:23:09.302592,55139,1545002589,302448468,,-55,-45,-67,-49
2018/12/16/17:23:09.322671,55140,1545002589,322491207,,-55,-45,-67,-51
2018/12/16/17:23:09.342599,55141,1545002589,342445328,,-55,-45,-67,-49
2018/12/16/17:23:09.363160,55142,1545002589,363004557,,-55,-43,-67,-49
2018/12/16/17:23:09.383183,55143,1545002589,382989564,,-55,-43,-67,-49
2018/12/16/17:23:09.402614,55144,1545002589,402452516,,-55,-43,-67,-49
2018/12/16/17:23:09.422607,55145,1545002589,422443982,,-55,-45,-67,-49
2018/12/16/17:23:09.442386,55146,1545002589,442238288,,-55,-45,-67,-49
2018/12/16/17:23:09.462355,55147,1545002589,462209176,,-55,-45,-67,-49
2018/12/16/17:23:09.482383,55148,1545002589,482235558,,-55,-47,-67,-49
2018/12/16/17:23:09.502370,55149,1545002589,502189870,,-55,-49,-67,-49
2018/12/16/17:23:09.522363,55150,1545002589,522213453,,-55,-49,-67,-49
2018/12/16/17:23:09.542346,55151,1545002589,542196200,,-55,-49,-67,-49
2018/12/16/17:23:09.562371,55152,1545002589,562221953,,-55,-47,-67,-49
2018/12/16/17:23:09.582375,55153,1545002589,582203119,,-55,-47,-67,-49
2018/12/16/17:23:09.602389,55154,1545002589,602232258,,-55,-47,-67,-49
2018/12/16/17:23:09.622377,55155,1545002589,622214620,,-55,-47,-67,-49
2018/12/16/17:23:09.642379,55156,1545002589,642206013,,-55,-47,-67,-49
2018/12/16/17:23:09.662335,55157,1545002589,662170196,,-55,-47,-67,-49
2018/12/16/17:23:09.682343,55158,1545002589,682157784,,-55,-45,-67,-49
2018/12/16/17:23:09.702352,55159,1545002589,702164568,,-55,-45,-65,-49
2018/12/16/17:23:09.722287,55160,1545002589,722131007,,-53,-45,-65,-47
2018/12/16/17:23:09.742368,55161,1545002589,742201119,,-53,-43,-65,-47
2018/12/16/17:23:09.762375,55162,1545002589,762159096,,-53,-43,-65,-47
2018/12/16/17:23:09.782393,55163,1545002589,782192524,,-53,-43,-65,-47
2018/12/16/17:23:09.802381,55164,1545002589,802180744,,-53,-43,-63,-47
2018/12/16/17:23:09.822300,55165,1545002589,822163483,,-53,-43,-63,-47
2018/12/16/17:23:09.842616,55166,1545002589,842458595,,-53,-45,-63,-47
2018/12/16/17:23:09.862292,55167,1545002589,862144275,,-53,-45,-63,-47
2018/12/16/17:23:09.882310,55168,1545002589,882155192,,-53,-47,-63,-47
2018/12/16/17:23:09.902290,55169,1545002589,902152466,,-55,-47,-63,-47
2018/12/16/17:23:09.922328,55170,1545002589,922147814,,-55,-49,-65,-47
2018/12/16/17:23:09.942575,55171,1545002589,942415108,,-55,-49,-65,-47
2018/12/16/17:23:09.962348,55172,1545002589,962129852,,-57,-49,-65,-47
2018/12/16/17:23:09.982356,55173,1545002589,982148424,,-57,-49,-65,-49
2018/12/16/17:23:10.002279,55174,1545002590,2119436,,-59,-49,-65,-49
2018/12/16/17:23:10.022295,55175,1545002590,22102980,,-59,-49,-67,-49
2018/12/16/17:23:10.042649,55176,1545002590,42399854,,-59,-49,-67,-51
2018/12/16/17:23:10.062402,55177,1545002590,62160920,,-59,-49,-67,-51
2018/12/16/17:23:10.082344,55178,1545002590,82175656,,-59,-47,-67,-49
2018/12/16/17:23:10.102309,55179,1545002590,102114044,,-57,-47,-67,-49
2018/12/16/17:23:10.122653,55180,1545002590,122114580,,-57,-45,-67,-49
2018/12/16/17:23:10.142630,55181,1545002590,142348747,,-57,-45,-65,-47
2018/12/16/17:23:10.162216,55182,1545002590,162084068,,-57,-45,-65,-47
2018/12/16/17:23:10.182287,55183,1545002590,182097559,,-57,-45,-63,-45
2018/12/16/17:23:10.202280,55184,1545002590,202119517,,-57,-45,-63,-45
2018/12/16/17:23:10.222376,55185,1545002590,222240828,,-57,-45,-63,-45
2018/12/16/17:23:10.242434,55186,1545002590,242265444,,-57,-45,-63,-45
2018/12/16/17:23:10.262285,55187,1545002590,262093984,,-57,-45,-63,-45
2018/12/16/17:23:10.282280,55188,1545002590,282122671,,-57,-45,-63,-45
2018/12/16/17:23:10.302284,55189,1545002590,302128102,,-57,-45,-63,-45
2018/12/16/17:23:10.322285,55190,1545002590,322128072,,-57,-45,-63,-45
2018/12/16/17:23:10.342518,55191,1545002590,342363024,,-57,-45,-63,-45
2018/12/16/17:23:10.362276,55192,1545002590,362119307,,-57,-45,-63,-45
