time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.velE,.velN,.velU
2018/12/16/17:23:03.964610,2450,2407,826300000,mti/data,-0.0874499678612,4.39098358154,0.00385123351589
2018/12/16/17:23:03.974850,2451,2407,836300000,mti/data,-0.0909589454532,4.39015102386,1.51097774506e-05
2018/12/16/17:23:03.984697,2452,2407,846300000,mti/data,-0.0885584205389,4.39029121399,-0.00324270641431
2018/12/16/17:23:03.994700,2453,2407,856300000,mti/data,-0.0920086354017,4.39151096344,-0.00319360103458
2018/12/16/17:23:04.004793,2454,2407,866300000,mti/data,-0.0966663658619,4.39194440842,-0.00371967302635
2018/12/16/17:23:04.014645,2455,2407,876300000,mti/data,-0.0963203012943,4.39216423035,-0.00593111477792
2018/12/16/17:23:04.024618,2456,2407,886300000,mti/data,-0.097022600472,4.39400672913,-0.00620166584849
2018/12/16/17:23:04.034715,2457,2407,896300000,mti/data,-0.0996135622263,4.39696025848,-0.00587905896828
2018/12/16/17:23:04.044741,2458,2407,906300000,mti/data,-0.102267831564,4.39825248718,-0.00695147737861
2018/12/16/17:23:04.054620,2459,2407,916300000,mti/data,-0.101389676332,4.39728164673,-0.0107722934335
2018/12/16/17:23:04.064647,2460,2407,926300000,mti/data,-0.100886926055,4.39902734756,-0.0129778822884
2018/12/16/17:23:04.074546,2461,2407,936300000,mti/data,-0.101127415895,4.40115070343,-0.0134803913534
2018/12/16/17:23:04.084636,2462,2407,946300000,mti/data,-0.0980864316225,4.40308952332,-0.0171374231577
2018/12/16/17:23:04.094676,2463,2407,956300000,mti/data,-0.0985889732838,4.40500545502,-0.0202776417136
2018/12/16/17:23:04.104674,2464,2407,966300000,mti/data,-0.0952743068337,4.40624904633,-0.0207057800144
2018/12/16/17:23:04.114714,2465,2407,976300000,mti/data,-0.0907172188163,4.40909957886,-0.0186826176941
2018/12/16/17:23:04.124795,2466,2407,986300000,mti/data,-0.0949535146356,4.41206169128,-0.0130591904745
2018/12/16/17:23:04.135154,2467,2407,996300000,mti/data,-0.0874371007085,4.41308784485,-0.0106464298442
2018/12/16/17:23:04.144545,2468,2408,6300000,mti/data,-0.0841331630945,4.41775369644,-0.0053983470425
2018/12/16/17:23:04.154714,2469,2408,16300000,mti/data,-0.0946810469031,4.42053365707,0.000437826383859
2018/12/16/17:23:04.164829,2470,2408,26300000,mti/data,-0.0967301875353,4.42232751846,-0.00149167329073
2018/12/16/17:23:04.175422,2471,2408,36300000,mti/data,-0.0913020074368,4.42747879028,-0.00887842662632
2018/12/16/17:23:04.184635,2472,2408,46300000,mti/data,-0.0909893289208,4.4317111969,-0.0119876395911
2018/12/16/17:23:04.194710,2473,2408,56300000,mti/data,-0.0970098972321,4.43504858017,-0.015194715932
2018/12/16/17:23:04.204748,2474,2408,66300000,mti/data,-0.100370325148,4.43615198135,-0.020465824753
2018/12/16/17:23:04.214937,2475,2408,76300000,mti/data,-0.0983203873038,4.43600273132,-0.0214442536235
2018/12/16/17:23:04.224680,2476,2408,86300000,mti/data,-0.101467743516,4.44228029251,-0.014551919885
2018/12/16/17:23:04.234713,2477,2408,96300000,mti/data,-0.0977015271783,4.44515180588,-0.00882260967046
2018/12/16/17:23:04.244686,2478,2408,106300000,mti/data,-0.087739393115,4.44334030151,-0.00549962697551
2018/12/16/17:23:04.254692,2479,2408,116300000,mti/data,-0.0961949750781,4.44552373886,-0.00275291595608
2018/12/16/17:23:04.264549,2480,2408,126300000,mti/data,-0.0987501591444,4.45307636261,-0.00124107347801
2018/12/16/17:23:04.274681,2481,2408,136300000,mti/data,-0.092064268887,4.46052026749,-0.00682416884229
2018/12/16/17:23:04.284608,2482,2408,146300000,mti/data,-0.0947006493807,4.46378660202,-0.00845495425165
2018/12/16/17:23:04.294909,2483,2408,156300000,mti/data,-0.0970475822687,4.46354675293,-0.00557140819728
2018/12/16/17:23:04.304818,2484,2408,166300000,mti/data,-0.0922138094902,4.46741247177,-0.00354985054582
2018/12/16/17:23:04.314692,2485,2408,176300000,mti/data,-0.0905201658607,4.47483539581,-0.000778056681156
2018/12/16/17:23:04.324628,2486,2408,186300000,mti/data,-0.0924100503325,4.4740395546,0.00334277329966
2018/12/16/17:23:04.334738,2487,2408,196300000,mti/data,-0.0913660675287,4.47709798813,0.00517873186618
2018/12/16/17:23:04.344661,2488,2408,206300000,mti/data,-0.0919183492661,4.4852104187,0.00684451591223
2018/12/16/17:23:04.354879,2489,2408,216300000,mti/data,-0.0913685187697,4.48634958267,0.00914413575083
2018/12/16/17:23:04.364671,2490,2408,226300000,mti/data,-0.0913381874561,4.49165391922,0.00901166256517
2018/12/16/17:23:04.376443,2491,2408,236300000,mti/data,-0.0938527286053,4.50123167038,0.00666563492268
2018/12/16/17:23:04.384719,2492,2408,246300000,mti/data,-0.0967622920871,4.50476074219,0.00251542031765
2018/12/16/17:23:04.394709,2493,2408,256300000,mti/data,-0.0912712290883,4.5021276474,-0.00369806960225
2018/12/16/17:23:04.404775,2494,2408,266300000,mti/data,-0.0893333405256,4.50793838501,-0.00718171242625
2018/12/16/17:23:04.414747,2495,2408,276300000,mti/data,-0.0920034050941,4.51441907883,-0.00628302106634
2018/12/16/17:23:04.424670,2496,2408,286300000,mti/data,-0.0895548164845,4.51776266098,-0.00913796201348
2018/12/16/17:23:04.434989,2497,2408,296300000,mti/data,-0.0912780463696,4.52296257019,-0.0106061827391
2018/12/16/17:23:04.444734,2498,2408,306300000,mti/data,-0.0922702997923,4.5253739357,-0.00867359247059
2018/12/16/17:23:04.454899,2499,2408,316300000,mti/data,-0.0953750610352,4.53021907806,-0.00918591208756
2018/12/16/17:23:04.464664,2500,2408,326300000,mti/data,-0.0955732017756,4.53736877441,-0.0129622677341
2018/12/16/17:23:04.474649,2501,2408,336300000,mti/data,-0.0961376577616,4.54141664505,-0.0177827440202
2018/12/16/17:23:04.484779,2502,2408,346300000,mti/data,-0.0986104682088,4.54480695724,-0.0188146643341
2018/12/16/17:23:04.494612,2503,2408,356300000,mti/data,-0.10101146996,4.55190181732,-0.0209385864437
2018/12/16/17:23:04.504696,2504,2408,366300000,mti/data,-0.102091759443,4.55773305893,-0.0214844774455
2018/12/16/17:23:04.514707,2505,2408,376300000,mti/data,-0.106177523732,4.56158733368,-0.0225481688976
2018/12/16/17:23:04.524778,2506,2408,386300000,mti/data,-0.106272436678,4.56716680527,-0.0205134786665
2018/12/16/17:23:04.534709,2507,2408,396300000,mti/data,-0.106119938195,4.57317733765,-0.0184156298637
2018/12/16/17:23:04.544671,2508,2408,406300000,mti/data,-0.10777837038,4.57786178589,-0.0165097918361
2018/12/16/17:23:04.555016,2509,2408,416300000,mti/data,-0.111925199628,4.58228683472,-0.0163035541773
2018/12/16/17:23:04.564871,2510,2408,426300000,mti/data,-0.110136732459,4.58883571625,-0.0177875831723
2018/12/16/17:23:04.574673,2511,2408,436300000,mti/data,-0.11139139533,4.59606599808,-0.0164346061647
2018/12/16/17:23:04.584661,2512,2408,446300000,mti/data,-0.114845409989,4.6006321907,-0.0136456415057
2018/12/16/17:23:04.594620,2513,2408,456300000,mti/data,-0.112662255764,4.60660648346,-0.0137095302343
2018/12/16/17:23:04.604777,2514,2408,466300000,mti/data,-0.116176016629,4.61190652847,-0.0132358111441
2018/12/16/17:23:04.614777,2515,2408,476300000,mti/data,-0.117161698639,4.61587095261,-0.0101041970775
2018/12/16/17:23:04.624930,2516,2408,486300000,mti/data,-0.114146307111,4.62237071991,-0.0112745054066
2018/12/16/17:23:04.635093,2517,2408,496300000,mti/data,-0.115840576589,4.62934541702,-0.0115236006677
2018/12/16/17:23:04.646652,2518,2408,506300000,mti/data,-0.111926481128,4.63195848465,-0.0115854302421
2018/12/16/17:23:04.654714,2519,2408,516300000,mti/data,-0.110323786736,4.63581180573,-0.0109927281737
2018/12/16/17:23:04.664924,2520,2408,526300000,mti/data,-0.109757006168,4.64283466339,-0.0108769191429
2018/12/16/17:23:04.675165,2521,2408,536300000,mti/data,-0.109960362315,4.64716625214,-0.0112176397815
2018/12/16/17:23:04.684757,2522,2408,546300000,mti/data,-0.108453094959,4.65161275864,-0.012114552781
2018/12/16/17:23:04.694970,2523,2408,556300000,mti/data,-0.105103708804,4.65845584869,-0.0101283881813
2018/12/16/17:23:04.704883,2524,2408,566300000,mti/data,-0.107802890241,4.66229343414,-0.00873573869467
2018/12/16/17:23:04.715129,2525,2408,576300000,mti/data,-0.106564976275,4.66840076447,-0.0102290716022
2018/12/16/17:23:04.725002,2526,2408,586300000,mti/data,-0.103830739856,4.67521572113,-0.0119421053678
2018/12/16/17:23:04.734731,2527,2408,596300000,mti/data,-0.102694988251,4.67903470993,-0.0124718397856
2018/12/16/17:23:04.745066,2528,2408,606300000,mti/data,-0.106168687344,4.68708992004,-0.0129561945796
2018/12/16/17:23:04.754936,2529,2408,616300000,mti/data,-0.101453542709,4.69162654877,-0.0162028409541
2018/12/16/17:23:04.764719,2530,2408,626300000,mti/data,-0.100486174226,4.69485187531,-0.0148670254275
2018/12/16/17:23:04.778372,2531,2408,636300000,mti/data,-0.103263713419,4.70034790039,-0.0110601633787
2018/12/16/17:23:04.784712,2532,2408,646300000,mti/data,-0.0955009013414,4.70964479446,-0.0100515894592
2018/12/16/17:23:04.794805,2533,2408,656300000,mti/data,-0.0980020537972,4.71272563934,-0.00892832875252
2018/12/16/17:23:04.804862,2534,2408,666300000,mti/data,-0.101808592677,4.71609163284,-0.0038904119283
2018/12/16/17:23:04.815008,2535,2408,676300000,mti/data,-0.0982732251287,4.72782087326,-0.00338479224592
2018/12/16/17:23:04.824645,2536,2408,686300000,mti/data,-0.0966917127371,4.73331546783,-0.000439175404608
2018/12/16/17:23:04.834709,2537,2408,696300000,mti/data,-0.0999508351088,4.73424100876,0.00451039755717
2018/12/16/17:23:04.844946,2538,2408,706300000,mti/data,-0.0973255187273,4.74195337296,0.00584251293913
2018/12/16/17:23:04.854660,2539,2408,716300000,mti/data,-0.0940548926592,4.75354862213,0.00744799524546
2018/12/16/17:23:04.864903,2540,2408,726300000,mti/data,-0.0945509970188,4.75907659531,0.0108408946544
2018/12/16/17:23:04.874861,2541,2408,736300000,mti/data,-0.0953419581056,4.76759195328,0.0145185459405
2018/12/16/17:23:04.884761,2542,2408,746300000,mti/data,-0.0981319770217,4.76902151108,0.0180488191545
2018/12/16/17:23:04.894805,2543,2408,756300000,mti/data,-0.100364625454,4.76491928101,0.014257196337
2018/12/16/17:23:04.904769,2544,2408,766300000,mti/data,-0.0962251648307,4.77369880676,0.00348867010325
2018/12/16/17:23:04.914870,2545,2408,776300000,mti/data,-0.0944740101695,4.78480005264,0.00311488751322
2018/12/16/17:23:04.924748,2546,2408,786300000,mti/data,-0.0979329049587,4.78558397293,0.00602957559749
2018/12/16/17:23:04.934835,2547,2408,796300000,mti/data,-0.0998344570398,4.79282093048,0.008494598791
2018/12/16/17:23:04.944739,2548,2408,806300000,mti/data,-0.101012885571,4.79871416092,0.00800884328783
2018/12/16/17:23:04.954949,2549,2408,816300000,mti/data,-0.102135516703,4.79840373993,0.0051173530519
2018/12/16/17:23:04.964718,2550,2408,826300000,mti/data,-0.106370598078,4.80597496033,0.00265800347552
2018/12/16/17:23:04.975351,2551,2408,836300000,mti/data,-0.100699618459,4.81522703171,0.00181031320244
2018/12/16/17:23:04.984867,2552,2408,846300000,mti/data,-0.0970973968506,4.81696653366,0.00183537323028
2018/12/16/17:23:04.994703,2553,2408,856300000,mti/data,-0.100955836475,4.82058143616,0.00418793782592
2018/12/16/17:23:05.004833,2554,2408,866300000,mti/data,-0.0994468331337,4.82463550568,0.00135779008269
2018/12/16/17:23:05.014996,2555,2408,876300000,mti/data,-0.101485475898,4.82576847076,0.00221283640712
2018/12/16/17:23:05.024790,2556,2408,886300000,mti/data,-0.100067734718,4.83218193054,0.00250581279397
2018/12/16/17:23:05.035286,2557,2408,896300000,mti/data,-0.0933788791299,4.84012460709,0.000579051207751
2018/12/16/17:23:05.044667,2558,2408,906300000,mti/data,-0.0952522009611,4.84032058716,-8.12592916191e-05
2018/12/16/17:23:05.055015,2559,2408,916300000,mti/data,-0.0991743355989,4.8417263031,0.000120935961604
2018/12/16/17:23:05.064691,2560,2408,926300000,mti/data,-0.091576628387,4.84944057465,-0.00253344746307
2018/12/16/17:23:05.075127,2561,2408,936300000,mti/data,-0.0901805609465,4.8555021286,-0.000411500222981
2018/12/16/17:23:05.084690,2562,2408,946300000,mti/data,-0.0936592072248,4.85499668121,0.0033410131
2018/12/16/17:23:05.094722,2563,2408,956300000,mti/data,-0.0922766402364,4.85862731934,0.00263511715457
2018/12/16/17:23:05.104904,2564,2408,966300000,mti/data,-0.0911182016134,4.86365509033,0.000921497121453
2018/12/16/17:23:05.114730,2565,2408,976300000,mti/data,-0.0914102420211,4.86467409134,0.00210037222132
2018/12/16/17:23:05.124733,2566,2408,986300000,mti/data,-0.0940091609955,4.86816120148,0.000516036525369
2018/12/16/17:23:05.134834,2567,2408,996300000,mti/data,-0.0932630896568,4.87212181091,-0.00285537773743
2018/12/16/17:23:05.144673,2568,2409,6300000,mti/data,-0.0922343581915,4.87305736542,-0.0078531941399
2018/12/16/17:23:05.154986,2569,2409,16300000,mti/data,-0.0943420082331,4.87641239166,-0.00980587676167
2018/12/16/17:23:05.164800,2570,2409,26300000,mti/data,-0.0935364067554,4.8785443306,-0.0100232586265
2018/12/16/17:23:05.174953,2571,2409,36300000,mti/data,-0.096149303019,4.8785533905,-0.0106178577989
2018/12/16/17:23:05.184952,2572,2409,46300000,mti/data,-0.0962928161025,4.88361692429,-0.012062667869
2018/12/16/17:23:05.194661,2573,2409,56300000,mti/data,-0.0927175879478,4.88845586777,-0.0142562314868
2018/12/16/17:23:05.205009,2574,2409,66300000,mti/data,-0.0970410481095,4.88702726364,-0.0133451968431
2018/12/16/17:23:05.214956,2575,2409,76300000,mti/data,-0.0994956418872,4.88713979721,-0.0144708324224
2018/12/16/17:23:05.224778,2576,2409,86300000,mti/data,-0.0937961190939,4.89152622223,-0.0155527861789
2018/12/16/17:23:05.234753,2577,2409,96300000,mti/data,-0.0943353176117,4.89157390594,-0.0136282816529
2018/12/16/17:23:05.244696,2578,2409,106300000,mti/data,-0.095103174448,4.89269161224,-0.0108228158206
2018/12/16/17:23:05.254878,2579,2409,116300000,mti/data,-0.092926427722,4.89745855331,-0.0134720094502
2018/12/16/17:23:05.264869,2580,2409,126300000,mti/data,-0.0916593894362,4.89780521393,-0.0112879024819
2018/12/16/17:23:05.274866,2581,2409,136300000,mti/data,-0.0925155133009,4.89713859558,-0.0087885838002
2018/12/16/17:23:05.284914,2582,2409,146300000,mti/data,-0.0886775329709,4.9009346962,-0.00821296405047
2018/12/16/17:23:05.294656,2583,2409,156300000,mti/data,-0.086830355227,4.90249443054,-0.00634949700907
2018/12/16/17:23:05.305033,2584,2409,166300000,mti/data,-0.0859989523888,4.90367126465,-0.00555244274437
2018/12/16/17:23:05.314817,2585,2409,176300000,mti/data,-0.0850864574313,4.90670824051,-0.0032809865661
2018/12/16/17:23:05.324843,2586,2409,186300000,mti/data,-0.0871559903026,4.90486621857,-0.00127260340378
2018/12/16/17:23:05.334878,2587,2409,196300000,mti/data,-0.0843266695738,4.90522003174,0.000423558987677
2018/12/16/17:23:05.344990,2588,2409,206300000,mti/data,-0.0813060626388,4.91025304794,-0.00030390592292
2018/12/16/17:23:05.354880,2589,2409,216300000,mti/data,-0.0839610248804,4.91306209564,-0.000648953020573
2018/12/16/17:23:05.364718,2590,2409,226300000,mti/data,-0.0859860554338,4.91185474396,-0.00351718813181
2018/12/16/17:23:05.374697,2591,2409,236300000,mti/data,-0.0817512273788,4.91290092468,-0.00490493327379
2018/12/16/17:23:05.384720,2592,2409,246300000,mti/data,-0.0826019495726,4.91494274139,-0.00360169867054
2018/12/16/17:23:05.394671,2593,2409,256300000,mti/data,-0.0818270295858,4.91424036026,-0.00234089139849
2018/12/16/17:23:05.405353,2594,2409,266300000,mti/data,-0.0783648639917,4.91623926163,-0.00435881596059
2018/12/16/17:23:05.414736,2595,2409,276300000,mti/data,-0.0801671743393,4.91839742661,-0.00485914712772
2018/12/16/17:23:05.424868,2596,2409,286300000,mti/data,-0.0812685489655,4.91853141785,-0.00379338720813
2018/12/16/17:23:05.434711,2597,2409,296300000,mti/data,-0.0794819146395,4.92079019547,-0.00368068553507
2018/12/16/17:23:05.444713,2598,2409,306300000,mti/data,-0.076989531517,4.92087554932,-0.00778813147917
2018/12/16/17:23:05.454665,2599,2409,316300000,mti/data,-0.0822407454252,4.92399168015,-0.0114737674594
2018/12/16/17:23:05.464719,2600,2409,326300000,mti/data,-0.0829047188163,4.92655515671,-0.0175960119814
2018/12/16/17:23:05.474895,2601,2409,336300000,mti/data,-0.0833514630795,4.92788648605,-0.0185954850167
2018/12/16/17:23:05.484688,2602,2409,346300000,mti/data,-0.0815508440137,4.92463684082,-0.0166097767651
2018/12/16/17:23:05.494724,2603,2409,356300000,mti/data,-0.0684868097305,4.92711830139,-0.00942432694137
2018/12/16/17:23:05.504767,2604,2409,366300000,mti/data,-0.0738685280085,4.93145275116,-0.00258979899809
2018/12/16/17:23:05.514825,2605,2409,376300000,mti/data,-0.0837414041162,4.93123722076,-0.00144007988274
2018/12/16/17:23:05.524707,2606,2409,386300000,mti/data,-0.0781175717711,4.93261480331,-0.0106350928545
2018/12/16/17:23:05.534847,2607,2409,396300000,mti/data,-0.0775682628155,4.93329620361,-0.00874024443328
2018/12/16/17:23:05.544785,2608,2409,406300000,mti/data,-0.0736297219992,4.93506145477,-0.000331656541675
2018/12/16/17:23:05.554830,2609,2409,416300000,mti/data,-0.068942271173,4.94319248199,0.00187876773998
2018/12/16/17:23:05.564791,2610,2409,426300000,mti/data,-0.0747166872025,4.94278621674,-0.00177752505988
2018/12/16/17:23:05.574846,2611,2409,436300000,mti/data,-0.0775177404284,4.93451881409,-0.00289731426165
2018/12/16/17:23:05.584677,2612,2409,446300000,mti/data,-0.0702971220016,4.93923187256,-0.00217890320346
2018/12/16/17:23:05.594719,2613,2409,456300000,mti/data,-0.0711570009589,4.94873905182,0.00384873570874
2018/12/16/17:23:05.604859,2614,2409,466300000,mti/data,-0.0741098299623,4.94440078735,0.00743819586933
2018/12/16/17:23:05.614701,2615,2409,476300000,mti/data,-0.0709522888064,4.9429359436,0.00510806124657
2018/12/16/17:23:05.624825,2616,2409,486300000,mti/data,-0.0741347596049,4.94794225693,0.00685797445476
2018/12/16/17:23:05.635233,2617,2409,496300000,mti/data,-0.0752310678363,4.94616317749,0.00990345515311
2018/12/16/17:23:05.645064,2618,2409,506300000,mti/data,-0.07187320292,4.94609355927,0.00762757286429
2018/12/16/17:23:05.654827,2619,2409,516300000,mti/data,-0.0725041329861,4.95179080963,0.00192826893181
2018/12/16/17:23:05.664783,2620,2409,526300000,mti/data,-0.0744776651263,4.94995594025,0.000836368650198
2018/12/16/17:23:05.674854,2621,2409,536300000,mti/data,-0.0729420781136,4.94694375992,-0.00115709146485
2018/12/16/17:23:05.684807,2622,2409,546300000,mti/data,-0.0741258636117,4.95157957077,-0.00247550662607
2018/12/16/17:23:05.694689,2623,2409,556300000,mti/data,-0.0764180421829,4.95233201981,-0.00492326729
2018/12/16/17:23:05.705089,2624,2409,566300000,mti/data,-0.0786428451538,4.94972610474,-0.00658308248967
2018/12/16/17:23:05.714751,2625,2409,576300000,mti/data,-0.0779308602214,4.9511885643,-0.00614568311721
2018/12/16/17:23:05.725030,2626,2409,586300000,mti/data,-0.0810286402702,4.95123100281,-0.00542079471052
2018/12/16/17:23:05.734816,2627,2409,596300000,mti/data,-0.0810961127281,4.95025444031,-0.00664762035012
2018/12/16/17:23:05.744904,2628,2409,606300000,mti/data,-0.0837088376284,4.95460891724,-0.00935736484826
2018/12/16/17:23:05.754837,2629,2409,616300000,mti/data,-0.0885342657566,4.95529556274,-0.0098735075444
2018/12/16/17:23:05.764875,2630,2409,626300000,mti/data,-0.0866311788559,4.95310688019,-0.00975690875202
2018/12/16/17:23:05.774891,2631,2409,636300000,mti/data,-0.0840541869402,4.95529508591,-0.0112560167909
2018/12/16/17:23:05.784775,2632,2409,646300000,mti/data,-0.0880485698581,4.95592689514,-0.0125912344083
2018/12/16/17:23:05.795254,2633,2409,656300000,mti/data,-0.0856559351087,4.95343399048,-0.0140282101929
2018/12/16/17:23:05.804849,2634,2409,666300000,mti/data,-0.0911843553185,4.95514392853,-0.0132287666202
2018/12/16/17:23:05.816249,2635,2409,676300000,mti/data,-0.0908610150218,4.95562982559,-0.0113215018064
2018/12/16/17:23:05.824863,2636,2409,686300000,mti/data,-0.0882684662938,4.95447444916,-0.0109249670058
2018/12/16/17:23:05.834856,2637,2409,696300000,mti/data,-0.0906665548682,4.95837688446,-0.0109198568389
2018/12/16/17:23:05.844864,2638,2409,706300000,mti/data,-0.0839807614684,4.95909357071,-0.0120721710846
2018/12/16/17:23:05.854700,2639,2409,716300000,mti/data,-0.0869664475322,4.95703649521,-0.00926579814404
2018/12/16/17:23:05.864961,2640,2409,726300000,mti/data,-0.0907207131386,4.96028804779,-0.00591231603175
2018/12/16/17:23:05.874785,2641,2409,736300000,mti/data,-0.0884887129068,4.96319532394,-0.00556111847982
2018/12/16/17:23:05.884916,2642,2409,746300000,mti/data,-0.0823220014572,4.96163654327,-0.00473860558122
2018/12/16/17:23:05.894703,2643,2409,756300000,mti/data,-0.0796457976103,4.96268320084,-0.00258428649977
2018/12/16/17:23:05.904842,2644,2409,766300000,mti/data,-0.0768635571003,4.96593332291,6.87083229423e-06
2018/12/16/17:23:05.914953,2645,2409,776300000,mti/data,-0.0734005868435,4.96501350403,0.000161267351359
2018/12/16/17:23:05.924820,2646,2409,786300000,mti/data,-0.0733705982566,4.96666812897,0.00150902476162
2018/12/16/17:23:05.934804,2647,2409,796300000,mti/data,-0.0739913880825,4.96846532822,0.00272393692285
2018/12/16/17:23:05.944861,2648,2409,806300000,mti/data,-0.0723005309701,4.96846675873,0.00340236630291
2018/12/16/17:23:05.954866,2649,2409,816300000,mti/data,-0.0721570849419,4.97169876099,0.00177488476038
2018/12/16/17:23:05.964862,2650,2409,826300000,mti/data,-0.0741983056068,4.97311830521,0.00172085314989
2018/12/16/17:23:05.974748,2651,2409,836300000,mti/data,-0.071360245347,4.97024106979,0.00409480882809
2018/12/16/17:23:05.984730,2652,2409,846300000,mti/data,-0.0698078349233,4.97451019287,0.00686386181042
2018/12/16/17:23:05.994930,2653,2409,856300000,mti/data,-0.0673864260316,4.9800825119,0.00633345730603
2018/12/16/17:23:06.005176,2654,2409,866300000,mti/data,-0.0666664242744,4.97638082504,0.00359331117943
2018/12/16/17:23:06.014892,2655,2409,876300000,mti/data,-0.0719183757901,4.97463178635,0.00576670328155
2018/12/16/17:23:06.024912,2656,2409,886300000,mti/data,-0.070408731699,4.97960567474,0.00653397571295
2018/12/16/17:23:06.034935,2657,2409,896300000,mti/data,-0.0694308802485,4.9828710556,0.00610168138519
2018/12/16/17:23:06.044877,2658,2409,906300000,mti/data,-0.0675632655621,4.98192119598,0.00376784708351
2018/12/16/17:23:06.054753,2659,2409,916300000,mti/data,-0.0642867386341,4.98482131958,0.00118890963495
2018/12/16/17:23:06.065079,2660,2409,926300000,mti/data,-0.0625692382455,4.9860625267,0.00204293103889
2018/12/16/17:23:06.074920,2661,2409,936300000,mti/data,-0.0625807344913,4.98614501953,0.0025444640778
2018/12/16/17:23:06.084890,2662,2409,946300000,mti/data,-0.0622471347451,4.98964595795,0.00079801864922
2018/12/16/17:23:06.094807,2663,2409,956300000,mti/data,-0.0575014203787,4.99073886871,-0.000719599891454
2018/12/16/17:23:06.104873,2664,2409,966300000,mti/data,-0.057775221765,4.99106884003,-0.000330953858793
2018/12/16/17:23:06.115038,2665,2409,976300000,mti/data,-0.0561210364103,4.99771881104,0.000759767368436
2018/12/16/17:23:06.124907,2666,2409,986300000,mti/data,-0.0530412085354,5.00141429901,-0.000367825850844
2018/12/16/17:23:06.134864,2667,2409,996300000,mti/data,-0.0490682683885,5.00095319748,9.52607952058e-05
2018/12/16/17:23:06.144766,2668,2410,6300000,mti/data,-0.047818351537,4.99851036072,0.000613503623754
2018/12/16/17:23:06.154779,2669,2410,16300000,mti/data,-0.0425115935504,4.99526548386,-0.000178108923137
