time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z
2018/12/16/17:22:07.964939,51978,1545002527,964415472,base_footprint,2.14444446564,0.0,0.0,0.0,0.0,-0.0181063127821
2018/12/16/17:22:07.984713,51979,1545002527,984414128,base_footprint,2.15555548668,0.0,0.0,0.0,0.0,-0.0182001271128
2018/12/16/17:22:08.004812,51980,1545002528,4442193,base_footprint,2.16388893127,0.0,0.0,0.0,0.0,-0.0182704893706
2018/12/16/17:22:08.024766,51981,1545002528,24497729,base_footprint,2.17222213745,0.0,0.0,0.0,0.0,-0.0183408496154
2018/12/16/17:22:08.044821,51982,1545002528,44502883,base_footprint,2.18055558205,0.0,0.0,0.0,0.0,-0.0184112118732
2018/12/16/17:22:08.065053,51983,1545002528,64554778,base_footprint,2.19166660309,0.0,0.0,0.0,0.0,-0.0185050262039
2018/12/16/17:22:08.084965,51984,1545002528,84580669,base_footprint,2.19722223282,0.0,0.0,0.0,0.0,-0.0185519343758
2018/12/16/17:22:08.105113,51985,1545002528,104609960,base_footprint,2.205555439,0.0,0.0,0.0,0.0,-0.0186222946206
2018/12/16/17:22:08.125242,51986,1545002528,124642219,base_footprint,2.21666669846,0.0,0.0,0.0,0.0,-0.0187161109644
2018/12/16/17:22:08.145199,51987,1545002528,144673723,base_footprint,2.22222232819,0.0,0.0,0.0,0.0,-0.0187630191363
2018/12/16/17:22:08.165259,51988,1545002528,164700504,base_footprint,2.22499990463,0.0,0.0,0.0,0.0,-0.0187864712091
2018/12/16/17:22:08.185146,51989,1545002528,184758362,base_footprint,2.23055553436,0.0,0.0,0.0,0.0,-0.018833379381
2018/12/16/17:22:08.205179,51990,1545002528,204769711,base_footprint,2.23888897896,0.0,0.0,0.0,0.0,-0.0188110415762
2018/12/16/17:22:08.225087,51991,1545002528,224808303,base_footprint,2.2416665554,0.0,0.0,0.0,0.0,-0.0188343786449
2018/12/16/17:22:08.245429,51992,1545002528,244841827,base_footprint,2.24722218513,0.0,0.0,0.0,0.0,-0.0188810567888
2018/12/16/17:22:08.265617,51993,1545002528,264932307,base_footprint,2.25277781487,0.0,0.0,0.0,0.0,-0.0188344587438
2018/12/16/17:22:08.285378,51994,1545002528,284922604,base_footprint,2.2583334446,0.0,0.0,0.0,0.0,-0.0187874027596
2018/12/16/17:22:08.305282,51995,1545002528,304948838,base_footprint,2.26666665077,0.0,0.0,0.0,0.0,-0.0187628777043
2018/12/16/17:22:08.325304,51996,1545002528,324973389,base_footprint,2.26944446564,0.0,0.0,0.0,0.0,-0.0186919086439
2018/12/16/17:22:08.345452,51997,1545002528,345025735,base_footprint,2.27500009537,0.0,0.0,0.0,0.0,-0.0187376666807
2018/12/16/17:22:08.365342,51998,1545002528,365065084,base_footprint,2.27777767181,0.0,0.0,0.0,0.0,-0.0185719274594
2018/12/16/17:22:08.385661,51999,1545002528,385087443,base_footprint,2.28055548668,0.0,0.0,0.0,0.0,-0.0185001532767
2018/12/16/17:22:08.405387,52000,1545002528,405111199,base_footprint,2.28611111641,0.0,0.0,0.0,0.0,-0.0184505701758
2018/12/16/17:22:08.425474,52001,1545002528,425166307,base_footprint,2.294444561,0.0,0.0,0.0,0.0,-0.0183278348311
2018/12/16/17:22:08.445825,52002,1545002528,445229164,base_footprint,2.29722213745,0.0,0.0,0.0,0.0,-0.0181598016584
2018/12/16/17:22:08.465728,52003,1545002528,465228778,base_footprint,2.30277776718,0.0,0.0,0.0,0.0,-0.0180130396838
2018/12/16/17:22:08.485616,52004,1545002528,485269115,base_footprint,2.30833339691,0.0,0.0,0.0,0.0,-0.0178653612911
2018/12/16/17:22:08.505785,52005,1545002528,505295002,base_footprint,2.31388878822,0.0,0.0,0.0,0.0,-0.017716763024
2018/12/16/17:22:08.525754,52006,1545002528,525311678,base_footprint,2.31944441795,0.0,0.0,0.0,0.0,-0.0174712239536
2018/12/16/17:22:08.545689,52007,1545002528,545348674,base_footprint,2.32500004768,0.0,0.0,0.0,0.0,-0.0172243075982
2018/12/16/17:22:08.566594,52008,1545002528,565369080,base_footprint,2.33333325386,0.0,0.0,0.0,0.0,-0.0169962493641
2018/12/16/17:22:08.585911,52009,1545002528,585401167,base_footprint,2.33888888359,0.0,0.0,0.0,0.0,-0.0167462366261
2018/12/16/17:22:08.605801,52010,1545002528,605470808,base_footprint,2.34444451332,0.0,0.0,0.0,0.0,-0.0164948481183
2018/12/16/17:22:08.625781,52011,1545002528,625471266,base_footprint,2.34999990463,0.0,0.0,0.0,0.0,-0.0163393662911
2018/12/16/17:22:08.645834,52012,1545002528,645520077,base_footprint,2.35833334923,0.0,0.0,0.0,0.0,-0.0162020519523
2018/12/16/17:22:08.665870,52013,1545002528,665555909,base_footprint,2.36388897896,0.0,0.0,0.0,0.0,-0.0160445055436
2018/12/16/17:22:08.686010,52014,1545002528,685585348,base_footprint,2.3666665554,0.0,0.0,0.0,0.0,-0.015769445675
2018/12/16/17:22:08.706054,52015,1545002528,705627026,base_footprint,2.37222218513,0.0,0.0,0.0,0.0,-0.0156100638581
2018/12/16/17:22:08.725976,52016,1545002528,725666932,base_footprint,2.38055562973,0.0,0.0,0.0,0.0,-0.0154678112125
2018/12/16/17:22:08.746060,52017,1545002528,745686136,base_footprint,2.38888883591,0.0,0.0,0.0,0.0,-0.0153241805775
2018/12/16/17:22:08.766141,52018,1545002528,765714029,base_footprint,2.39166665077,0.0,0.0,0.0,0.0,-0.0151439951918
2018/12/16/17:22:08.786039,52019,1545002528,785736485,base_footprint,2.39444446564,0.0,0.0,0.0,0.0,-0.0148642366564
2018/12/16/17:22:08.806227,52020,1545002528,805891330,base_footprint,2.40277767181,0.0,0.0,0.0,0.0,-0.0146175871337
2018/12/16/17:22:08.826093,52021,1545002528,825795560,base_footprint,2.41111111641,0.0,0.0,0.0,0.0,-0.0142690711179
2018/12/16/17:22:08.846186,52022,1545002528,845841500,base_footprint,2.419444561,0.0,0.0,0.0,0.0,-0.0138176561375
2018/12/16/17:22:08.866432,52023,1545002528,865928487,base_footprint,2.42777776718,0.0,0.0,0.0,0.0,-0.0134632880092
2018/12/16/17:22:08.886264,52024,1545002528,885925221,base_footprint,2.43333339691,0.0,0.0,0.0,0.0,-0.0129905068423
2018/12/16/17:22:08.906308,52025,1545002528,905980386,base_footprint,2.44166660309,0.0,0.0,0.0,0.0,-0.0125296886506
2018/12/16/17:22:08.926393,52026,1545002528,925990500,base_footprint,2.44722223282,0.0,0.0,0.0,0.0,-0.0120517514354
2018/12/16/17:22:08.946229,52027,1545002528,945991289,base_footprint,2.45277786255,0.0,0.0,0.0,0.0,-0.0115715223067
2018/12/16/17:22:08.966304,52028,1545002528,966046883,base_footprint,2.46388888359,0.0,0.0,0.0,0.0,-0.0110120869573
2018/12/16/17:22:08.986396,52029,1545002528,986071442,base_footprint,2.47222232819,0.0,0.0,0.0,0.0,-0.0106400562575
2018/12/16/17:22:09.006364,52030,1545002529,6115611,base_footprint,2.48333334923,0.0,0.0,0.0,0.0,-0.0103795419264
2018/12/16/17:22:09.026396,52031,1545002529,26124043,base_footprint,2.48888897896,0.0,0.0,0.0,0.0,-0.0100937419576
2018/12/16/17:22:09.046468,52032,1545002529,46175487,base_footprint,2.49722218513,0.0,0.0,0.0,0.0,-0.0101275374517
2018/12/16/17:22:09.066796,52033,1545002529,66225430,base_footprint,2.50555562973,0.0,0.0,0.0,0.0,-0.0101613339127
2018/12/16/17:22:09.086527,52034,1545002529,86244932,base_footprint,2.51388883591,0.0,0.0,0.0,0.0,-0.0101951294069
2018/12/16/17:22:09.106588,52035,1545002529,106277313,base_footprint,2.5222222805,0.0,0.0,0.0,0.0,-0.0102289258679
2018/12/16/17:22:09.126607,52036,1545002529,126305806,base_footprint,2.53055548668,0.0,0.0,0.0,0.0,-0.010262721362
2018/12/16/17:22:09.146576,52037,1545002529,146339717,base_footprint,2.53888893127,0.0,0.0,0.0,0.0,-0.010296517823
2018/12/16/17:22:09.166677,52038,1545002529,166368874,base_footprint,2.54999995232,0.0,0.0,0.0,0.0,-0.0103415788041
2018/12/16/17:22:09.186726,52039,1545002529,186392941,base_footprint,2.55555558205,0.0,0.0,0.0,0.0,-0.0102583443376
2018/12/16/17:22:09.206791,52040,1545002529,206451835,base_footprint,2.55833339691,0.0,0.0,0.0,0.0,-0.0102694948606
2018/12/16/17:22:09.226796,52041,1545002529,226473221,base_footprint,2.56388878822,0.0,0.0,0.0,0.0,-0.0102917949497
2018/12/16/17:22:09.246963,52042,1545002529,246500371,base_footprint,2.57500004768,0.0,0.0,0.0,0.0,-0.0103363970418
2018/12/16/17:22:09.266881,52043,1545002529,266555774,base_footprint,2.58611106873,0.0,0.0,0.0,0.0,-0.0102739684412
2018/12/16/17:22:09.286866,52044,1545002529,286577693,base_footprint,2.59166669846,0.0,0.0,0.0,0.0,-0.0101887801833
2018/12/16/17:22:09.306999,52045,1545002529,306603159,base_footprint,2.59722232819,0.0,0.0,0.0,0.0,-0.00999564361788
2018/12/16/17:22:09.327067,52046,1545002529,326629493,base_footprint,2.60555553436,0.0,0.0,0.0,0.0,-0.00981204831158
2018/12/16/17:22:09.346989,52047,1545002529,346692235,base_footprint,2.61388897896,0.0,0.0,0.0,0.0,-0.0095188983347
2018/12/16/17:22:09.367009,52048,1545002529,366724176,base_footprint,2.61944437027,0.0,0.0,0.0,0.0,-0.00910550269201
2018/12/16/17:22:09.387017,52049,1545002529,386783216,base_footprint,2.62222218513,0.0,0.0,0.0,0.0,-0.00878959732259
2018/12/16/17:22:09.407352,52050,1545002529,406794133,base_footprint,2.62777781487,0.0,0.0,0.0,0.0,-0.00848197065996
2018/12/16/17:22:09.427091,52051,1545002529,426801415,base_footprint,2.63611102104,0.0,0.0,0.0,0.0,-0.00818158726631
2018/12/16/17:22:09.447297,52052,1545002529,446926096,base_footprint,2.64444446564,0.0,0.0,0.0,0.0,-0.00776969943305
2018/12/16/17:22:09.467445,52053,1545002529,466923245,base_footprint,2.6472222805,0.0,0.0,0.0,0.0,-0.00755875662226
2018/12/16/17:22:09.487171,52054,1545002529,486922962,base_footprint,2.65277767181,0.0,0.0,0.0,0.0,-0.00724527407172
2018/12/16/17:22:09.507236,52055,1545002529,506947864,base_footprint,2.65833330154,0.0,0.0,0.0,0.0,-0.00704042568741
2018/12/16/17:22:09.527240,52056,1545002529,526983915,base_footprint,2.66111111641,0.0,0.0,0.0,0.0,-0.00682753148913
2018/12/16/17:22:09.547295,52057,1545002529,547000614,base_footprint,2.66666674614,0.0,0.0,0.0,0.0,-0.00651072002156
2018/12/16/17:22:09.567325,52058,1545002529,567029416,base_footprint,2.669444561,0.0,0.0,0.0,0.0,-0.00640703255533
2018/12/16/17:22:09.587424,52059,1545002529,587091369,base_footprint,2.67499995232,0.0,0.0,0.0,0.0,-0.00630966697871
2018/12/16/17:22:09.607500,52060,1545002529,607117525,base_footprint,2.67777776718,0.0,0.0,0.0,0.0,-0.00631621916078
2018/12/16/17:22:09.627401,52061,1545002529,627133054,base_footprint,2.68333339691,0.0,0.0,0.0,0.0,-0.00621827956217
2018/12/16/17:22:09.647502,52062,1545002529,647195715,base_footprint,2.68888878822,0.0,0.0,0.0,0.0,-0.00623115346606
2018/12/16/17:22:09.667893,52063,1545002529,667213574,base_footprint,2.69444441795,0.0,0.0,0.0,0.0,-0.00624402792245
2018/12/16/17:22:09.687535,52064,1545002529,687244526,base_footprint,2.70000004768,0.0,0.0,0.0,0.0,-0.00625690237884
2018/12/16/17:22:09.707659,52065,1545002529,707285357,base_footprint,2.705555439,0.0,0.0,0.0,0.0,-0.00626977628273
2018/12/16/17:22:09.727607,52066,1545002529,727312937,base_footprint,2.71111106873,0.0,0.0,0.0,0.0,-0.00605826429673
2018/12/16/17:22:09.747617,52067,1545002529,747348712,base_footprint,2.71666669846,0.0,0.0,0.0,0.0,-0.00607067893869
2018/12/16/17:22:09.767926,52068,1545002529,767379230,base_footprint,2.72222232819,0.0,0.0,0.0,0.0,-0.00597044080039
2018/12/16/17:22:09.787739,52069,1545002529,787430124,base_footprint,2.7277777195,0.0,0.0,0.0,0.0,-0.00586974250207
2018/12/16/17:22:09.807833,52070,1545002529,807457210,base_footprint,2.73611116409,0.0,0.0,0.0,0.0,-0.00566122000981
2018/12/16/17:22:09.827760,52071,1545002529,827472870,base_footprint,2.7416665554,0.0,0.0,0.0,0.0,-0.00555925774884
2018/12/16/17:22:09.847810,52072,1545002529,847498954,base_footprint,2.74722218513,0.0,0.0,0.0,0.0,-0.00545683632536
2018/12/16/17:22:09.868028,52073,1545002529,867565759,base_footprint,2.75555562973,0.0,0.0,0.0,0.0,-0.00535935789436
2018/12/16/17:22:09.887819,52074,1545002529,887570440,base_footprint,2.76388883591,0.0,0.0,0.0,0.0,-0.00514681365369
2018/12/16/17:22:09.907900,52075,1545002529,907609275,base_footprint,2.76666665077,0.0,0.0,0.0,0.0,-0.00503749580003
2018/12/16/17:22:09.928103,52076,1545002529,927648957,base_footprint,2.7722222805,0.0,0.0,0.0,0.0,-0.00481817030938
2018/12/16/17:22:09.947990,52077,1545002529,947679967,base_footprint,2.77777767181,0.0,0.0,0.0,0.0,-0.00471287569034
2018/12/16/17:22:09.968027,52078,1545002529,967704241,base_footprint,2.78611111641,0.0,0.0,0.0,0.0,-0.00472701450672
2018/12/16/17:22:09.988122,52079,1545002529,987760261,base_footprint,2.79166674614,0.0,0.0,0.0,0.0,-0.00462091577314
2018/12/16/17:22:10.008048,52080,1545002530,7764984,base_footprint,2.79722213745,0.0,0.0,0.0,0.0,-0.00439860272824
2018/12/16/17:22:10.028055,52081,1545002530,27801080,base_footprint,2.80277776718,0.0,0.0,0.0,0.0,-0.00440733889823
2018/12/16/17:22:10.048134,52082,1545002530,47833305,base_footprint,2.80833339691,0.0,0.0,0.0,0.0,-0.00441607506821
2018/12/16/17:22:10.068325,52083,1545002530,67936721,base_footprint,2.81666660309,0.0,0.0,0.0,0.0,-0.00431262017362
2018/12/16/17:22:10.088308,52084,1545002530,87925918,base_footprint,2.82222223282,0.0,0.0,0.0,0.0,-0.00432112644157
2018/12/16/17:22:10.108290,52085,1545002530,107968970,base_footprint,2.82777786255,0.0,0.0,0.0,0.0,-0.00421261425119
2018/12/16/17:22:10.128220,52086,1545002530,127979088,base_footprint,2.83611106873,0.0,0.0,0.0,0.0,-0.00410766501109
2018/12/16/17:22:10.148343,52087,1545002530,148021874,base_footprint,2.84444451332,0.0,0.0,0.0,0.0,-0.00411973470722
2018/12/16/17:22:10.168376,52088,1545002530,168070446,base_footprint,2.8527777195,0.0,0.0,0.0,0.0,-0.00413180405804
2018/12/16/17:22:10.188396,52089,1545002530,188078697,base_footprint,2.86388897896,0.0,0.0,0.0,0.0,-0.00414789698621
2018/12/16/17:22:10.208402,52090,1545002530,208109477,base_footprint,2.87222218513,0.0,0.0,0.0,0.0,-0.00415996633702
2018/12/16/17:22:10.228598,52091,1545002530,228130965,base_footprint,2.87777781487,0.0,0.0,0.0,0.0,-0.00416801280111
2018/12/16/17:22:10.248641,52092,1545002530,248194505,base_footprint,2.88611102104,0.0,0.0,0.0,0.0,-0.00418008215193
2018/12/16/17:22:10.268483,52093,1545002530,268218651,base_footprint,2.89444446564,0.0,0.0,0.0,0.0,-0.00419215184805
2018/12/16/17:22:10.288920,52094,1545002530,288259213,base_footprint,2.90277767181,0.0,0.0,0.0,0.0,-0.00420422119887
2018/12/16/17:22:10.308558,52095,1545002530,308275046,base_footprint,2.90555548668,0.0,0.0,0.0,0.0,-0.00408800763414
2018/12/16/17:22:10.328787,52096,1545002530,328309621,base_footprint,2.91111111641,0.0,0.0,0.0,0.0,-0.00409582419688
2018/12/16/17:22:10.348660,52097,1545002530,348341587,base_footprint,2.91666674614,0.0,0.0,0.0,0.0,-0.00386224764212
2018/12/16/17:22:10.368671,52098,1545002530,368394373,base_footprint,2.92222213745,0.0,0.0,0.0,0.0,-0.00374867792863
2018/12/16/17:22:10.388752,52099,1545002530,388416693,base_footprint,2.93055558205,0.0,0.0,0.0,0.0,-0.00351682625124
