time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.latitude,.longitude,.hEll
2018/12/16/17:23:12.869243,15974,0,0,5,27.1970503129,4.48699918412,0.0
2018/12/16/17:23:12.888920,15975,0,0,5,27.1970503129,4.48699918412,0.0
2018/12/16/17:23:12.908504,15976,0,0,5,27.1970503129,4.48699918412,0.0
2018/12/16/17:23:12.929248,15977,0,0,5,27.1970503129,4.48699918412,0.0
2018/12/16/17:23:12.948532,15978,0,0,5,27.1970503129,4.48699918412,0.0
2018/12/16/17:23:12.968104,15979,0,0,5,27.1970503129,4.48699918412,0.0
2018/12/16/17:23:12.989833,15980,0,0,5,29.9734084367,4.44197716664,0.0
2018/12/16/17:23:13.009075,15981,0,0,5,29.9734084367,4.44197716664,0.0
2018/12/16/17:23:13.028295,15982,0,0,5,29.9734084367,4.44197716664,0.0
2018/12/16/17:23:13.048580,15983,0,0,5,29.9734084367,4.44197716664,0.0
2018/12/16/17:23:13.068885,15984,0,0,5,29.9734084367,4.44197716664,0.0
2018/12/16/17:23:13.088412,15985,0,0,5,29.9734084367,4.44197716664,0.0
2018/12/16/17:23:13.108864,15986,0,0,5,29.9734084367,4.44197716664,0.0
2018/12/16/17:23:13.128931,15987,0,0,5,30.8944331293,4.4270416287,0.0
2018/12/16/17:23:13.148511,15988,0,0,5,30.8944331293,4.4270416287,0.0
2018/12/16/17:23:13.168401,15989,0,0,5,30.8944331293,4.4270416287,0.0
2018/12/16/17:23:13.189191,15990,0,0,5,30.8944331293,4.4270416287,0.0
2018/12/16/17:23:13.208536,15991,0,0,5,30.8944331293,4.4270416287,0.0
2018/12/16/17:23:13.228393,15992,0,0,5,30.8944331293,4.4270416287,0.0
2018/12/16/17:23:13.249909,15993,0,0,5,30.8944331293,4.4270416287,0.0
2018/12/16/17:23:13.268619,15994,0,0,5,30.8969990784,4.42700001642,0.0
2018/12/16/17:23:13.289243,15995,0,0,5,30.8969990784,4.42700001642,0.0
2018/12/16/17:23:13.309388,15996,0,0,5,30.8969990784,4.42700001642,0.0
2018/12/16/17:23:13.329211,15997,0,0,5,30.8969990784,4.42700001642,0.0
2018/12/16/17:23:13.348434,15998,0,0,5,30.8969990784,4.42700001642,0.0
2018/12/16/17:23:13.369183,15999,0,0,5,30.8969990784,4.42700001642,0.0
2018/12/16/17:23:13.388459,16000,0,0,5,30.8969990784,4.42700001642,0.0
2018/12/16/17:23:13.408947,16001,0,0,5,30.8969990784,4.42700001642,0.0
2018/12/16/17:23:13.429163,16002,0,0,5,30.9578183722,4.42661488469,0.0
2018/12/16/17:23:13.449164,16003,0,0,5,30.9578183722,4.42661488469,0.0
2018/12/16/17:23:13.469061,16004,0,0,5,30.9578183722,4.42661488469,0.0
2018/12/16/17:23:13.488832,16005,0,0,5,30.9578183722,4.42661488469,0.0
2018/12/16/17:23:13.509476,16006,0,0,5,30.9578183722,4.42661488469,0.0
2018/12/16/17:23:13.529481,16007,0,0,5,30.9578183722,4.42661488469,0.0
2018/12/16/17:23:13.548422,16008,0,0,5,30.9786543685,4.4264827505,0.0
2018/12/16/17:23:13.569210,16009,0,0,5,30.9786543685,4.4264827505,0.0
2018/12/16/17:23:13.589519,16010,0,0,5,30.9786543685,4.4264827505,0.0
2018/12/16/17:23:13.609420,16011,0,0,5,30.9786543685,4.4264827505,0.0
2018/12/16/17:23:13.628437,16012,0,0,5,30.9786543685,4.4264827505,0.0
2018/12/16/17:23:13.648888,16013,0,0,5,30.9786543685,4.4264827505,0.0
2018/12/16/17:23:13.669578,16014,0,0,5,30.9786543685,4.4264827505,0.0
2018/12/16/17:23:13.688792,16015,0,0,5,31.0132641977,4.42626636353,0.0
2018/12/16/17:23:13.709547,16016,0,0,5,31.0132641977,4.42626636353,0.0
2018/12/16/17:23:13.730060,16017,0,0,5,31.0132641977,4.42626636353,0.0
2018/12/16/17:23:13.748296,16018,0,0,5,31.0132641977,4.42626636353,0.0
2018/12/16/17:23:13.768302,16019,0,0,5,31.0132641977,4.42626636353,0.0
2018/12/16/17:23:13.788430,16020,0,0,5,31.0132641977,4.42626636353,0.0
2018/12/16/17:23:13.808397,16021,0,0,5,31.0132641977,4.42626636353,0.0
2018/12/16/17:23:13.828802,16022,0,0,5,31.0132641977,4.42626636353,0.0
2018/12/16/17:23:13.849215,16023,0,0,5,31.0006453165,4.42635014966,0.0
2018/12/16/17:23:13.868546,16024,0,0,5,31.0006453165,4.42635014966,0.0
2018/12/16/17:23:13.889569,16025,0,0,5,31.0006453165,4.42635014966,0.0
2018/12/16/17:23:13.909258,16026,0,0,5,31.0006453165,4.42635014966,0.0
2018/12/16/17:23:13.928469,16027,0,0,5,31.0006453165,4.42635014966,0.0
2018/12/16/17:23:13.948590,16028,0,0,5,31.0006453165,4.42635014966,0.0
2018/12/16/17:23:13.969137,16029,0,0,5,31.3269682785,4.42430922413,0.0
2018/12/16/17:23:13.988860,16030,0,0,5,31.3269682785,4.42430922413,0.0
2018/12/16/17:23:14.009147,16031,0,0,5,31.3269682785,4.42430922413,0.0
2018/12/16/17:23:14.029254,16032,0,0,5,31.3269682785,4.42430922413,0.0
2018/12/16/17:23:14.049500,16033,0,0,5,31.3269682785,4.42430922413,0.0
2018/12/16/17:23:14.069108,16034,0,0,5,31.3269682785,4.42430922413,0.0
2018/12/16/17:23:14.088310,16035,0,0,5,31.3269682785,4.42430922413,0.0
2018/12/16/17:23:14.109115,16036,0,0,5,31.3269682785,4.42430922413,0.0
2018/12/16/17:23:14.129142,16037,0,0,5,32.4273778192,4.41791350811,0.0
2018/12/16/17:23:14.148810,16038,0,0,5,32.4273778192,4.41791350811,0.0
2018/12/16/17:23:14.169153,16039,0,0,5,32.4273778192,4.41791350811,0.0
2018/12/16/17:23:14.188369,16040,0,0,5,32.4273778192,4.41791350811,0.0
2018/12/16/17:23:14.208516,16041,0,0,5,32.4273778192,4.41791350811,0.0
2018/12/16/17:23:14.229244,16042,0,0,5,32.4273778192,4.41791350811,0.0
2018/12/16/17:23:14.248229,16043,0,0,5,32.4273778192,4.41791350811,0.0
2018/12/16/17:23:14.268880,16044,0,0,5,35.2131902318,4.40517193203,0.0
2018/12/16/17:23:14.289568,16045,0,0,5,35.2131902318,4.40517193203,0.0
2018/12/16/17:23:14.308886,16046,0,0,5,35.2131902318,4.40517193203,0.0
2018/12/16/17:23:14.328910,16047,0,0,5,35.2131902318,4.40517193203,0.0
2018/12/16/17:23:14.349238,16048,0,0,5,35.2131902318,4.40517193203,0.0
2018/12/16/17:23:14.369127,16049,0,0,5,35.2131902318,4.40517193203,0.0
2018/12/16/17:23:14.388408,16050,0,0,5,36.0466486849,4.40544278578,0.0
2018/12/16/17:23:14.408122,16051,0,0,5,36.0466486849,4.40544278578,0.0
2018/12/16/17:23:14.428815,16052,0,0,5,36.0466486849,4.40544278578,0.0
2018/12/16/17:23:14.449058,16053,0,0,5,36.0466486849,4.40544278578,0.0
2018/12/16/17:23:14.468492,16054,0,0,5,36.0466486849,4.40544278578,0.0
2018/12/16/17:23:14.489155,16055,0,0,5,36.0466486849,4.40544278578,0.0
2018/12/16/17:23:14.509113,16056,0,0,5,36.0466486849,4.40544278578,0.0
2018/12/16/17:23:14.529518,16057,0,0,5,36.0466486849,4.40544278578,0.0
2018/12/16/17:23:14.548891,16058,0,0,5,36.0466486849,4.40544278578,0.0
2018/12/16/17:23:14.568527,16059,0,0,5,37.9318850532,5.36291469187,0.0
2018/12/16/17:23:14.589133,16060,0,0,5,37.9318850532,5.36291469187,0.0
2018/12/16/17:23:14.608176,16061,0,0,5,37.9318850532,5.36291469187,0.0
2018/12/16/17:23:14.629560,16062,0,0,5,37.9318850532,5.36291469187,0.0
2018/12/16/17:23:14.648275,16063,0,0,5,37.9318850532,5.36291469187,0.0
2018/12/16/17:23:14.668397,16064,0,0,5,37.9318850532,5.36291469187,0.0
2018/12/16/17:23:14.689052,16065,0,0,5,40.0279866356,6.3728293218,0.0
2018/12/16/17:23:14.709156,16066,0,0,5,40.0279866356,6.3728293218,0.0
2018/12/16/17:23:14.728845,16067,0,0,5,40.0279866356,6.3728293218,0.0
2018/12/16/17:23:14.749565,16068,0,0,5,40.0279866356,6.3728293218,0.0
2018/12/16/17:23:14.769797,16069,0,0,5,40.0279866356,6.3728293218,0.0
2018/12/16/17:23:14.789100,16070,0,0,5,40.0279866356,6.3728293218,0.0
2018/12/16/17:23:14.809262,16071,0,0,5,40.0279866356,6.3728293218,0.0
2018/12/16/17:23:14.829014,16072,0,0,5,40.0279866356,6.3728293218,0.0
2018/12/16/17:23:14.848829,16073,0,0,5,43.6650418582,8.22332109625,0.0
2018/12/16/17:23:14.869327,16074,0,0,5,43.6650418582,8.22332109625,0.0
2018/12/16/17:23:14.888349,16075,0,0,5,43.6650418582,8.22332109625,0.0
2018/12/16/17:23:14.908839,16076,0,0,5,43.6650418582,8.22332109625,0.0
2018/12/16/17:23:14.928358,16077,0,0,5,43.6650418582,8.22332109625,0.0
2018/12/16/17:23:14.948421,16078,0,0,5,43.6650418582,8.22332109625,0.0
2018/12/16/17:23:14.968974,16079,0,0,5,43.9058571103,8.29974951261,0.0
2018/12/16/17:23:14.988078,16080,0,0,5,43.9058571103,8.29974951261,0.0
2018/12/16/17:23:15.008835,16081,0,0,5,43.9058571103,8.29974951261,0.0
2018/12/16/17:23:15.029166,16082,0,0,5,43.9058571103,8.29974951261,0.0
2018/12/16/17:23:15.048588,16083,0,0,5,43.9058571103,8.29974951261,0.0
2018/12/16/17:23:15.069040,16084,0,0,5,43.9058571103,8.29974951261,0.0
2018/12/16/17:23:15.087984,16085,0,0,5,43.9058571103,8.29974951261,0.0
2018/12/16/17:23:15.109094,16086,0,0,5,43.9058571103,8.29974951261,0.0
2018/12/16/17:23:15.128768,16087,0,0,5,45.1332706883,8.30652982961,0.0
2018/12/16/17:23:15.148497,16088,0,0,5,45.1332706883,8.30652982961,0.0
2018/12/16/17:23:15.169196,16089,0,0,5,45.1332706883,8.30652982961,0.0
2018/12/16/17:23:15.189577,16090,0,0,5,45.1332706883,8.30652982961,0.0
2018/12/16/17:23:15.208870,16091,0,0,5,45.1332706883,8.30652982961,0.0
2018/12/16/17:23:15.228258,16092,0,0,5,45.1332706883,8.30652982961,0.0
2018/12/16/17:23:15.249989,16093,0,0,5,45.1332706883,8.30652982961,0.0
2018/12/16/17:23:15.268281,16094,0,0,5,45.0638145181,8.30705932557,0.0
2018/12/16/17:23:15.288309,16095,0,0,5,45.0638145181,8.30705932557,0.0
2018/12/16/17:23:15.309196,16096,0,0,5,45.0638145181,8.30705932557,0.0
2018/12/16/17:23:15.328439,16097,0,0,5,45.0638145181,8.30705932557,0.0
2018/12/16/17:23:15.348069,16098,0,0,5,45.0638145181,8.30705932557,0.0
2018/12/16/17:23:15.369234,16099,0,0,5,45.0638145181,8.30705932557,0.0
2018/12/16/17:23:15.389554,16100,0,0,5,45.0638145181,8.30705932557,0.0
2018/12/16/17:23:15.408510,16101,0,0,5,45.0638145181,8.30705932557,0.0
2018/12/16/17:23:15.428102,16102,0,0,5,45.4037864594,8.30500017966,0.0
2018/12/16/17:23:15.449173,16103,0,0,5,45.4037864594,8.30500017966,0.0
2018/12/16/17:23:15.468017,16104,0,0,5,45.4037864594,8.30500017966,0.0
2018/12/16/17:23:15.489130,16105,0,0,5,45.4037864594,8.30500017966,0.0
2018/12/16/17:23:15.509374,16106,0,0,5,45.4037864594,8.30500017966,0.0
2018/12/16/17:23:15.528532,16107,0,0,5,45.4037864594,8.30500017966,0.0
2018/12/16/17:23:15.549143,16108,0,0,5,46.496899108,8.2988887722,0.0
2018/12/16/17:23:15.568853,16109,0,0,5,46.496899108,8.2988887722,0.0
2018/12/16/17:23:15.589092,16110,0,0,5,46.496899108,8.2988887722,0.0
2018/12/16/17:23:15.608444,16111,0,0,5,46.496899108,8.2988887722,0.0
2018/12/16/17:23:15.629267,16112,0,0,5,46.496899108,8.2988887722,0.0
2018/12/16/17:23:15.649189,16113,0,0,5,46.496899108,8.2988887722,0.0
2018/12/16/17:23:15.668372,16114,0,0,5,46.496899108,8.2988887722,0.0
2018/12/16/17:23:15.688289,16115,0,0,5,46.9639332518,8.29625424813,0.0
2018/12/16/17:23:15.709134,16116,0,0,5,46.9639332518,8.29625424813,0.0
2018/12/16/17:23:15.729064,16117,0,0,5,46.9639332518,8.29625424813,0.0
2018/12/16/17:23:15.749500,16118,0,0,5,46.9639332518,8.29625424813,0.0
2018/12/16/17:23:15.768296,16119,0,0,5,46.9639332518,8.29625424813,0.0
2018/12/16/17:23:15.788491,16120,0,0,5,46.9639332518,8.29625424813,0.0
2018/12/16/17:23:15.808751,16121,0,0,5,46.9639332518,8.29625424813,0.0
2018/12/16/17:23:15.828881,16122,0,0,5,47.7433135392,8.2917843055,0.0
2018/12/16/17:23:15.848853,16123,0,0,5,47.7433135392,8.2917843055,0.0
2018/12/16/17:23:15.868306,16124,0,0,5,47.7433135392,8.2917843055,0.0
2018/12/16/17:23:15.888757,16125,0,0,5,47.7433135392,8.2917843055,0.0
2018/12/16/17:23:15.908855,16126,0,0,5,47.7433135392,8.2917843055,0.0
2018/12/16/17:23:15.928444,16127,0,0,5,47.7433135392,8.2917843055,0.0
2018/12/16/17:23:15.949171,16128,0,0,5,47.7433135392,8.2917843055,0.0
2018/12/16/17:23:15.969309,16129,0,0,5,47.7433135392,8.2917843055,0.0
2018/12/16/17:23:15.989248,16130,0,0,5,47.8594753409,8.29111775865,0.0
2018/12/16/17:23:16.009490,16131,0,0,5,47.8594753409,8.29111775865,0.0
2018/12/16/17:23:16.028840,16132,0,0,5,47.8594753409,8.29111775865,0.0
2018/12/16/17:23:16.048878,16133,0,0,5,47.8594753409,8.29111775865,0.0
2018/12/16/17:23:16.069293,16134,0,0,5,47.8594753409,8.29111775865,0.0
2018/12/16/17:23:16.089066,16135,0,0,5,47.8594753409,8.29111775865,0.0
2018/12/16/17:23:16.109453,16136,0,0,5,47.8594753409,8.29111775865,0.0
2018/12/16/17:23:16.128361,16137,0,0,5,47.8710407016,8.29105143858,0.0
2018/12/16/17:23:16.148826,16138,0,0,5,47.8710407016,8.29105143858,0.0
2018/12/16/17:23:16.168775,16139,0,0,5,47.8710407016,8.29105143858,0.0
2018/12/16/17:23:16.188365,16140,0,0,5,47.8710407016,8.29105143858,0.0
2018/12/16/17:23:16.208814,16141,0,0,5,47.8710407016,8.29105143858,0.0
2018/12/16/17:23:16.228839,16142,0,0,5,47.8710407016,8.29105143858,0.0
2018/12/16/17:23:16.249811,16143,0,0,5,47.8710407016,8.29105143858,0.0
2018/12/16/17:23:16.268695,16144,0,0,5,47.8763588849,8.29102155737,0.0
2018/12/16/17:23:16.288747,16145,0,0,5,47.8763588849,8.29102155737,0.0
2018/12/16/17:23:16.309094,16146,0,0,5,47.8763588849,8.29102155737,0.0
2018/12/16/17:23:16.329082,16147,0,0,5,47.8763588849,8.29102155737,0.0
2018/12/16/17:23:16.349214,16148,0,0,5,47.8763588849,8.29102155737,0.0
2018/12/16/17:23:16.369188,16149,0,0,5,47.8763588849,8.29102155737,0.0
2018/12/16/17:23:16.388772,16150,0,0,5,47.8763588849,8.29102155737,0.0
2018/12/16/17:23:16.408845,16151,0,0,5,48.1129737157,8.28995320778,0.0
2018/12/16/17:23:16.428385,16152,0,0,5,48.1129737157,8.28995320778,0.0
2018/12/16/17:23:16.448334,16153,0,0,5,48.1129737157,8.28995320778,0.0
2018/12/16/17:23:16.469011,16154,0,0,5,48.1129737157,8.28995320778,0.0
2018/12/16/17:23:16.488442,16155,0,0,5,48.1129737157,8.28995320778,0.0
2018/12/16/17:23:16.509118,16156,0,0,5,48.1129737157,8.28995320778,0.0
2018/12/16/17:23:16.529487,16157,0,0,5,48.1129737157,8.28995320778,0.0
2018/12/16/17:23:16.548944,16158,0,0,5,48.1129737157,8.28995320778,0.0
2018/12/16/17:23:16.569216,16159,0,0,5,48.6970785237,8.28728564165,0.0
2018/12/16/17:23:16.589459,16160,0,0,5,48.6970785237,8.28728564165,0.0
2018/12/16/17:23:16.608334,16161,0,0,5,48.6970785237,8.28728564165,0.0
2018/12/16/17:23:16.629411,16162,0,0,5,48.6970785237,8.28728564165,0.0
2018/12/16/17:23:16.648855,16163,0,0,5,48.6970785237,8.28728564165,0.0
2018/12/16/17:23:16.848941,16164,0,0,5,50.9662833624,8.27717473391,0.0
2018/12/16/17:23:16.868526,16165,0,0,5,50.9662833624,8.27717473391,0.0
2018/12/16/17:23:16.888739,16166,0,0,5,50.9662833624,8.27717473391,0.0
2018/12/16/17:23:16.909172,16167,0,0,5,50.9662833624,8.27717473391,0.0
2018/12/16/17:23:16.928384,16168,0,0,5,50.9662833624,8.27717473391,0.0
2018/12/16/17:23:16.948909,16169,0,0,5,50.9662833624,8.27717473391,0.0
2018/12/16/17:23:16.968029,16170,0,0,5,50.9662833624,8.27717473391,0.0
2018/12/16/17:23:16.988417,16171,0,0,5,50.891468436,8.27748427205,0.0
2018/12/16/17:23:17.008834,16172,0,0,5,50.891468436,8.27748427205,0.0
2018/12/16/17:23:17.028387,16173,0,0,5,50.891468436,8.27748427205,0.0
2018/12/16/17:23:17.049119,16174,0,0,5,50.891468436,8.27748427205,0.0
2018/12/16/17:23:17.068445,16175,0,0,5,50.891468436,8.27748427205,0.0
2018/12/16/17:23:17.089203,16176,0,0,5,50.891468436,8.27748427205,0.0
2018/12/16/17:23:17.108308,16177,0,0,5,50.891468436,8.27748427205,0.0
2018/12/16/17:23:17.128347,16178,0,0,5,51.1915255341,8.27630384569,0.0
2018/12/16/17:23:17.149177,16179,0,0,5,51.1915255341,8.27630384569,0.0
2018/12/16/17:23:17.169425,16180,0,0,5,51.1915255341,8.27630384569,0.0
2018/12/16/17:23:17.188400,16181,0,0,5,51.1915255341,8.27630384569,0.0
2018/12/16/17:23:17.209120,16182,0,0,5,51.1915255341,8.27630384569,0.0
2018/12/16/17:23:17.228841,16183,0,0,5,51.1915255341,8.27630384569,0.0
2018/12/16/17:23:17.249576,16184,0,0,5,51.1915255341,8.27630384569,0.0
2018/12/16/17:23:17.269251,16185,0,0,5,52.3471652331,8.27174031041,0.0
2018/12/16/17:23:17.289493,16186,0,0,5,52.3471652331,8.27174031041,0.0
2018/12/16/17:23:17.309138,16187,0,0,5,52.3471652331,8.27174031041,0.0
2018/12/16/17:23:17.329228,16188,0,0,5,52.3471652331,8.27174031041,0.0
2018/12/16/17:23:17.348709,16189,0,0,5,52.3471652331,8.27174031041,0.0
2018/12/16/17:23:17.368286,16190,0,0,5,52.3471652331,8.27174031041,0.0
2018/12/16/17:23:17.389054,16191,0,0,5,52.3471652331,8.27174031041,0.0
2018/12/16/17:23:17.408432,16192,0,0,5,51.0262470621,8.27695649976,0.0
2018/12/16/17:23:17.429169,16193,0,0,5,51.0262470621,8.27695649976,0.0
2018/12/16/17:23:17.448826,16194,0,0,5,51.0262470621,8.27695649976,0.0
2018/12/16/17:23:17.468372,16195,0,0,5,51.0262470621,8.27695649976,0.0
2018/12/16/17:23:17.489870,16196,0,0,5,51.0262470621,8.27695649976,0.0
2018/12/16/17:23:17.509460,16197,0,0,5,51.0262470621,8.27695649976,0.0
2018/12/16/17:23:17.529424,16198,0,0,5,51.0262470621,8.27695649976,0.0
2018/12/16/17:23:17.548792,16199,0,0,5,52.9144999107,8.26949999959,0.0
2018/12/16/17:23:17.568757,16200,0,0,5,52.9144999107,8.26949999959,0.0
2018/12/16/17:23:17.588358,16201,0,0,5,52.9144999107,8.26949999959,0.0
2018/12/16/17:23:17.609084,16202,0,0,5,52.9144999107,8.26949999959,0.0
2018/12/16/17:23:17.629736,16203,0,0,5,52.9144999107,8.26949999959,0.0
2018/12/16/17:23:17.648820,16204,0,0,5,52.9144999107,8.26949999959,0.0
2018/12/16/17:23:17.669129,16205,0,0,5,52.9144999107,8.26949999959,0.0
2018/12/16/17:23:17.688410,16206,0,0,5,52.9144999107,8.26949999959,0.0
2018/12/16/17:23:17.708764,16207,0,0,5,55.0669974594,8.26100001003,0.0
2018/12/16/17:23:17.728404,16208,0,0,5,55.0669974594,8.26100001003,0.0
2018/12/16/17:23:17.749216,16209,0,0,5,55.0669974594,8.26100001003,0.0
2018/12/16/17:23:17.768631,16210,0,0,5,55.0669974594,8.26100001003,0.0
2018/12/16/17:23:17.788363,16211,0,0,5,55.0669974594,8.26100001003,0.0
2018/12/16/17:23:17.807956,16212,0,0,5,55.0669974594,8.26100001003,0.0
2018/12/16/17:23:17.828723,16213,0,0,5,55.0669974594,8.26100001003,0.0
2018/12/16/17:23:17.848741,16214,0,0,5,55.0669999125,8.26100000035,0.0
2018/12/16/17:23:17.868476,16215,0,0,5,55.0669999125,8.26100000035,0.0
2018/12/16/17:23:17.889057,16216,0,0,5,55.0669999125,8.26100000035,0.0
2018/12/16/17:23:17.909746,16217,0,0,5,55.0669999125,8.26100000035,0.0
2018/12/16/17:23:17.928731,16218,0,0,5,55.0669999125,8.26100000035,0.0
2018/12/16/17:23:17.949339,16219,0,0,5,55.0669999125,8.26100000035,0.0
2018/12/16/17:23:17.968786,16220,0,0,5,55.0669999125,8.26100000035,0.0
2018/12/16/17:23:17.988279,16221,0,0,5,55.0669999995,8.261,0.0
2018/12/16/17:23:18.009509,16222,0,0,5,55.0669999995,8.261,0.0
2018/12/16/17:23:18.028453,16223,0,0,5,55.0669999995,8.261,0.0
2018/12/16/17:23:18.048833,16224,0,0,5,55.0669999995,8.261,0.0
