time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.roll,.pitch,.yaw
2018/12/16/17:22:06.353077,103682,2350,86300000,mti/data,-6.14847803116,0.360262662172,90.1717758179
2018/12/16/17:22:06.353675,103683,2350,96300000,mti/data,-6.14918899536,0.35813242197,90.1727905273
2018/12/16/17:22:06.353703,103684,2350,106300000,mti/data,-6.14916324615,0.355402827263,90.1724853516
2018/12/16/17:22:06.353846,103685,2350,116300000,mti/data,-6.14927530289,0.352664977312,90.1727905273
2018/12/16/17:22:06.354002,103686,2350,126300000,mti/data,-6.14872741699,0.348256826401,90.1736068726
2018/12/16/17:22:06.354041,103687,2350,136300000,mti/data,-6.14707136154,0.346263259649,90.1718826294
2018/12/16/17:22:06.354066,103688,2350,146300000,mti/data,-6.14614534378,0.34440690279,90.1723556519
2018/12/16/17:22:06.354080,103689,2350,156300000,mti/data,-6.14547586441,0.341905117035,90.1736221313
2018/12/16/17:22:06.354092,103690,2350,166300000,mti/data,-6.14628458023,0.338454097509,90.1728744507
2018/12/16/17:22:06.354109,103691,2350,176300000,mti/data,-6.14401388168,0.336197704077,90.1729507446
2018/12/16/17:22:06.354120,103692,2350,186300000,mti/data,-6.14223814011,0.33368909359,90.1718521118
2018/12/16/17:22:06.354134,103693,2350,196300000,mti/data,-6.14220237732,0.332060694695,90.1714859009
2018/12/16/17:22:06.354148,103694,2350,206300000,mti/data,-6.14391279221,0.328162103891,90.1711730957
2018/12/16/17:22:06.358271,103695,2350,216300000,mti/data,-6.14363527298,0.325455784798,90.1692886353
2018/12/16/17:22:06.365976,103696,2350,226300000,mti/data,-6.14400339127,0.323624223471,90.1688995361
2018/12/16/17:22:06.375619,103697,2350,236300000,mti/data,-6.14507722855,0.320601165295,90.1675338745
2018/12/16/17:22:06.385783,103698,2350,246300000,mti/data,-6.14538240433,0.317598342896,90.165473938
2018/12/16/17:22:06.397142,103699,2350,256300000,mti/data,-6.14558553696,0.308404356241,90.1660766602
2018/12/16/17:22:06.405618,103700,2350,266300000,mti/data,-6.14341068268,0.30597320199,90.1639251709
2018/12/16/17:22:06.416278,103701,2350,276300000,mti/data,-6.14338588715,0.306861817837,90.1656036377
2018/12/16/17:22:06.425626,103702,2350,286300000,mti/data,-6.14355802536,0.304406762123,90.1634902954
2018/12/16/17:22:06.435438,103703,2350,296300000,mti/data,-6.14353752136,0.302255392075,90.1632461548
2018/12/16/17:22:06.445376,103704,2350,306300000,mti/data,-6.14310646057,0.30080229044,90.161277771
2018/12/16/17:22:06.455572,103705,2350,316300000,mti/data,-6.14142036438,0.298018306494,90.1595993042
2018/12/16/17:22:06.465594,103706,2350,326300000,mti/data,-6.14097261429,0.296428322792,90.158744812
2018/12/16/17:22:06.475538,103707,2350,336300000,mti/data,-6.13870620728,0.294071286917,90.1589202881
2018/12/16/17:22:06.485359,103708,2350,346300000,mti/data,-6.13767623901,0.293520122766,90.1585083008
2018/12/16/17:22:06.495334,103709,2350,356300000,mti/data,-6.13651275635,0.294886380434,90.1572647095
2018/12/16/17:22:06.505583,103710,2350,366300000,mti/data,-6.13618469238,0.293620884418,90.1583023071
2018/12/16/17:22:06.515547,103711,2350,376300000,mti/data,-6.13452100754,0.291996330023,90.1574325562
2018/12/16/17:22:06.525458,103712,2350,386300000,mti/data,-6.13414573669,0.291151076555,90.1571350098
2018/12/16/17:22:06.535667,103713,2350,396300000,mti/data,-6.13389444351,0.291920781136,90.1564941406
2018/12/16/17:22:06.545385,103714,2350,406300000,mti/data,-6.13445186615,0.292079806328,90.1555480957
2018/12/16/17:22:06.555492,103715,2350,416300000,mti/data,-6.13257884979,0.29132694006,90.1544189453
2018/12/16/17:22:06.565581,103716,2350,426300000,mti/data,-6.13225269318,0.290794432163,90.1521453857
2018/12/16/17:22:06.577943,103717,2350,436300000,mti/data,-6.13011169434,0.291426211596,90.1513442993
2018/12/16/17:22:06.589527,103718,2350,446300000,mti/data,-6.12708616257,0.291890472174,90.1493301392
2018/12/16/17:22:06.595797,103719,2350,456300000,mti/data,-6.12501716614,0.291090250015,90.1475830078
2018/12/16/17:22:06.605838,103720,2350,466300000,mti/data,-6.12313508987,0.292592048645,90.1476898193
2018/12/16/17:22:06.615390,103721,2350,476300000,mti/data,-6.12469244003,0.292069554329,90.1448669434
2018/12/16/17:22:06.625452,103722,2350,486300000,mti/data,-6.12493085861,0.290293693542,90.1441650391
2018/12/16/17:22:06.635444,103723,2350,496300000,mti/data,-6.1231637001,0.291140407324,90.1418838501
2018/12/16/17:22:06.645513,103724,2350,506300000,mti/data,-6.1207280159,0.283866792917,90.1399765015
2018/12/16/17:22:06.655435,103725,2350,516300000,mti/data,-6.11974430084,0.282902926207,90.1397705078
2018/12/16/17:22:06.665498,103726,2350,526300000,mti/data,-6.12044715881,0.282877057791,90.1387329102
2018/12/16/17:22:06.675639,103727,2350,536300000,mti/data,-6.12233257294,0.285089433193,90.1366424561
2018/12/16/17:22:06.685480,103728,2350,546300000,mti/data,-6.1226644516,0.284056991339,90.1355743408
2018/12/16/17:22:06.695613,103729,2350,556300000,mti/data,-6.12478256226,0.284215152264,90.1335906982
2018/12/16/17:22:06.705665,103730,2350,566300000,mti/data,-6.12516212463,0.283377200365,90.1323928833
2018/12/16/17:22:06.715754,103731,2350,576300000,mti/data,-6.12714004517,0.282411336899,90.1321563721
2018/12/16/17:22:06.725462,103732,2350,586300000,mti/data,-6.12920856476,0.283378690481,90.1314926147
2018/12/16/17:22:06.735446,103733,2350,596300000,mti/data,-6.1305103302,0.28111615777,90.1321258545
2018/12/16/17:22:06.745331,103734,2350,606300000,mti/data,-6.13175630569,0.279552429914,90.1309738159
2018/12/16/17:22:06.755626,103735,2350,616300000,mti/data,-6.13119363785,0.278588294983,90.1295852661
2018/12/16/17:22:06.765678,103736,2350,626300000,mti/data,-6.13225507736,0.276657491922,90.1278839111
2018/12/16/17:22:06.775596,103737,2350,636300000,mti/data,-6.13463306427,0.277278780937,90.1269226074
2018/12/16/17:22:06.785424,103738,2350,646300000,mti/data,-6.13448095322,0.274220108986,90.1259994507
2018/12/16/17:22:06.795562,103739,2350,656300000,mti/data,-6.13533210754,0.271793693304,90.1259078979
2018/12/16/17:22:06.805459,103740,2350,666300000,mti/data,-6.13629817963,0.268787026405,90.1249313354
2018/12/16/17:22:06.815519,103741,2350,676300000,mti/data,-6.13712263107,0.271158874035,90.1234588623
2018/12/16/17:22:06.825388,103742,2350,686300000,mti/data,-6.13995409012,0.269708305597,90.1213760376
2018/12/16/17:22:06.835539,103743,2350,696300000,mti/data,-6.14246273041,0.26505947113,90.1188049316
2018/12/16/17:22:06.845434,103744,2350,706300000,mti/data,-6.14699745178,0.263540565968,90.1171264648
2018/12/16/17:22:06.855378,103745,2350,716300000,mti/data,-6.14893913269,0.262059479952,90.1153945923
2018/12/16/17:22:06.865647,103746,2350,726300000,mti/data,-6.14917755127,0.260483622551,90.1131820679
2018/12/16/17:22:06.875596,103747,2350,736300000,mti/data,-6.15066051483,0.258532524109,90.109161377
2018/12/16/17:22:06.885417,103748,2350,746300000,mti/data,-6.15221261978,0.258653968573,90.1074905396
2018/12/16/17:22:06.895669,103749,2350,756300000,mti/data,-6.15580511093,0.248652532697,90.1021652222
2018/12/16/17:22:06.905489,103750,2350,766300000,mti/data,-6.15881586075,0.247947767377,90.1001434326
2018/12/16/17:22:06.916142,103751,2350,776300000,mti/data,-6.16037416458,0.24715949595,90.0975875854
2018/12/16/17:22:06.925562,103752,2350,786300000,mti/data,-6.16293382645,0.245675399899,90.0960540771
2018/12/16/17:22:06.935530,103753,2350,796300000,mti/data,-6.16612291336,0.245835259557,90.0938720703
2018/12/16/17:22:06.945596,103754,2350,806300000,mti/data,-6.16830968857,0.243378326297,90.091796875
2018/12/16/17:22:06.956082,103755,2350,816300000,mti/data,-6.1697845459,0.242298319936,90.0899276733
2018/12/16/17:22:06.965846,103756,2350,826300000,mti/data,-6.17251300812,0.241586655378,90.0880355835
