time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.velE,.velN,.velU
2018/12/16/17:22:07.605869,139,2351,466300000,mti/data,-0.0668537765741,1.90270411968,0.0088975764811
2018/12/16/17:22:07.615905,140,2351,476300000,mti/data,-0.0683225765824,1.91479492188,0.0109689766541
2018/12/16/17:22:07.625593,141,2351,486300000,mti/data,-0.0644187480211,1.92588543892,0.0123340152204
2018/12/16/17:22:07.635647,142,2351,496300000,mti/data,-0.0643336474895,1.93541264534,0.01280057244
2018/12/16/17:22:07.645580,143,2351,506300000,mti/data,-0.0674850046635,1.94118440151,0.0100874975324
2018/12/16/17:22:07.655605,144,2351,516300000,mti/data,-0.0683507174253,1.94785070419,0.00927850138396
2018/12/16/17:22:07.665881,145,2351,526300000,mti/data,-0.0675772726536,1.95814859867,0.01331615448
2018/12/16/17:22:07.675626,146,2351,536300000,mti/data,-0.0667787194252,1.96581017971,0.0161431897432
2018/12/16/17:22:07.685754,147,2351,546300000,mti/data,-0.0692305713892,1.97225558758,0.0195073336363
2018/12/16/17:22:07.695659,148,2351,556300000,mti/data,-0.0721235796809,1.98034906387,0.0232916586101
2018/12/16/17:22:07.705605,149,2351,566300000,mti/data,-0.0732353851199,1.9895157814,0.0280279070139
2018/12/16/17:22:07.715666,150,2351,576300000,mti/data,-0.0747306421399,1.99662470818,0.0315775573254
2018/12/16/17:22:07.725775,151,2351,586300000,mti/data,-0.0742604136467,2.00143527985,0.0343705676496
2018/12/16/17:22:07.735649,152,2351,596300000,mti/data,-0.0750288441777,2.0078856945,0.0369269475341
2018/12/16/17:22:07.745675,153,2351,606300000,mti/data,-0.0774734765291,2.0158996582,0.0383940115571
2018/12/16/17:22:07.755818,154,2351,616300000,mti/data,-0.0784639716148,2.02268886566,0.0384614467621
2018/12/16/17:22:07.765887,155,2351,626300000,mti/data,-0.0766716524959,2.02844929695,0.0376857593656
2018/12/16/17:22:07.775574,156,2351,636300000,mti/data,-0.0737132802606,2.03593254089,0.0372313633561
2018/12/16/17:22:07.785747,157,2351,646300000,mti/data,-0.0735798552632,2.04229950905,0.0355861447752
2018/12/16/17:22:07.795569,158,2351,656300000,mti/data,-0.0758334845304,2.04767084122,0.0342521741986
2018/12/16/17:22:07.805799,159,2351,666300000,mti/data,-0.0751007497311,2.05253624916,0.0315137207508
2018/12/16/17:22:07.815832,160,2351,676300000,mti/data,-0.0724870711565,2.05910825729,0.0317572504282
2018/12/16/17:22:07.825730,161,2351,686300000,mti/data,-0.0711926668882,2.06603384018,0.0324179045856
2018/12/16/17:22:07.835643,162,2351,696300000,mti/data,-0.0739723667502,2.07077050209,0.031438857317
2018/12/16/17:22:07.845597,163,2351,706300000,mti/data,-0.0783731490374,2.0758163929,0.0313538052142
2018/12/16/17:22:07.855680,164,2351,716300000,mti/data,-0.0751342922449,2.08257269859,0.0311942789704
2018/12/16/17:22:07.865857,165,2351,726300000,mti/data,-0.0708633959293,2.0887465477,0.0346693173051
2018/12/16/17:22:07.875654,166,2351,736300000,mti/data,-0.0695793181658,2.09313678741,0.0393400862813
2018/12/16/17:22:07.885943,167,2351,746300000,mti/data,-0.0738010853529,2.09786677361,0.0382996536791
2018/12/16/17:22:07.895531,168,2351,756300000,mti/data,-0.0728873312473,2.10049510002,0.0284699406475
2018/12/16/17:22:07.905597,169,2351,766300000,mti/data,-0.0643367916346,2.1055431366,0.0198594350368
2018/12/16/17:22:07.916440,170,2351,776300000,mti/data,-0.0660506635904,2.11205339432,0.023599948734
2018/12/16/17:22:07.925564,171,2351,786300000,mti/data,-0.067383274436,2.11715984344,0.0235049184412
2018/12/16/17:22:07.935677,172,2351,796300000,mti/data,-0.067632868886,2.1209692955,0.0185829140246
2018/12/16/17:22:07.945592,173,2351,806300000,mti/data,-0.0643314942718,2.12455797195,0.018085680902
2018/12/16/17:22:07.955647,174,2351,816300000,mti/data,-0.0655585229397,2.12824845314,0.0210659261793
2018/12/16/17:22:07.965614,175,2351,826300000,mti/data,-0.0665344297886,2.13030314445,0.0226599872112
2018/12/16/17:22:07.975648,176,2351,836300000,mti/data,-0.0619294904172,2.13307404518,0.0196011345834
2018/12/16/17:22:07.985661,177,2351,846300000,mti/data,-0.0611503012478,2.13810610771,0.0217489749193
2018/12/16/17:22:07.995579,178,2351,856300000,mti/data,-0.0652963742614,2.14392971992,0.0248370505869
2018/12/16/17:22:08.005619,179,2351,866300000,mti/data,-0.0667425245047,2.14750909805,0.023685619235
2018/12/16/17:22:08.015733,180,2351,876300000,mti/data,-0.0619331002235,2.14955854416,0.0198801979423
2018/12/16/17:22:08.025520,181,2351,886300000,mti/data,-0.062262929976,2.15425562859,0.0211914312094
2018/12/16/17:22:08.035616,182,2351,896300000,mti/data,-0.0634180828929,2.15827035904,0.0221681538969
2018/12/16/17:22:08.045791,183,2351,906300000,mti/data,-0.0617434792221,2.15942358971,0.0197252035141
2018/12/16/17:22:08.055769,184,2351,916300000,mti/data,-0.0611280687153,2.16109609604,0.0172671433538
2018/12/16/17:22:08.066006,185,2351,926300000,mti/data,-0.0616026632488,2.16496706009,0.0176549628377
2018/12/16/17:22:08.075756,186,2351,936300000,mti/data,-0.0601971596479,2.16879439354,0.0176472906023
2018/12/16/17:22:08.085819,187,2351,946300000,mti/data,-0.0585445873439,2.17202234268,0.0168436393142
2018/12/16/17:22:08.095951,188,2351,956300000,mti/data,-0.0579991564155,2.1742606163,0.0181402117014
2018/12/16/17:22:08.106727,189,2351,966300000,mti/data,-0.056727014482,2.1777112484,0.0196705162525
2018/12/16/17:22:08.115743,190,2351,976300000,mti/data,-0.0567796416581,2.18094110489,0.0205922424793
2018/12/16/17:22:08.125624,191,2351,986300000,mti/data,-0.0599799752235,2.18118882179,0.0226473547518
2018/12/16/17:22:08.135648,192,2351,996300000,mti/data,-0.0582222379744,2.18464183807,0.0254208184779
2018/12/16/17:22:08.145810,193,2352,6300000,mti/data,-0.0584159418941,2.19127178192,0.0215576309711
2018/12/16/17:22:08.155740,194,2352,16300000,mti/data,-0.0585860982537,2.19161224365,0.0174430701882
2018/12/16/17:22:08.166061,195,2352,26300000,mti/data,-0.062422901392,2.1920838356,0.0183383189142
2018/12/16/17:22:08.175716,196,2352,36300000,mti/data,-0.0616527348757,2.19772863388,0.0196233987808
2018/12/16/17:22:08.185807,197,2352,46300000,mti/data,-0.061951957643,2.20002055168,0.0217777695507
2018/12/16/17:22:08.195687,198,2352,56300000,mti/data,-0.0641462057829,2.19989156723,0.023591697216
2018/12/16/17:22:08.205624,199,2352,66300000,mti/data,-0.0621628463268,2.20359706879,0.022461630404
2018/12/16/17:22:08.215855,200,2352,76300000,mti/data,-0.0637409314513,2.20591783524,0.0218052007258
2018/12/16/17:22:08.225652,201,2352,86300000,mti/data,-0.0637557283044,2.20712471008,0.0214066430926
2018/12/16/17:22:08.235770,202,2352,96300000,mti/data,-0.0636784806848,2.21007704735,0.0207868590951
2018/12/16/17:22:08.246358,203,2352,106300000,mti/data,-0.0623586922884,2.21114373207,0.0191072076559
2018/12/16/17:22:08.255650,204,2352,116300000,mti/data,-0.0631973296404,2.21252012253,0.0184011533856
2018/12/16/17:22:08.266197,205,2352,126300000,mti/data,-0.0641546696424,2.21340894699,0.0172255970538
2018/12/16/17:22:08.275683,206,2352,136300000,mti/data,-0.0612755902112,2.21534061432,0.0153697896749
2018/12/16/17:22:08.285762,207,2352,146300000,mti/data,-0.0627238899469,2.2190258503,0.014740427956
2018/12/16/17:22:08.295787,208,2352,156300000,mti/data,-0.0614767670631,2.22138762474,0.0138384085149
2018/12/16/17:22:08.305821,209,2352,166300000,mti/data,-0.0595997013152,2.22288107872,0.011872571893
2018/12/16/17:22:08.315745,210,2352,176300000,mti/data,-0.0586637817323,2.22412705421,0.0116663696244
2018/12/16/17:22:08.325969,211,2352,186300000,mti/data,-0.0581927485764,2.22588920593,0.0113203022629
2018/12/16/17:22:08.335653,212,2352,196300000,mti/data,-0.0603838041425,2.22841238976,0.0108120618388
2018/12/16/17:22:08.345615,213,2352,206300000,mti/data,-0.0600581504405,2.2295293808,0.0107794255018
2018/12/16/17:22:08.355882,214,2352,216300000,mti/data,-0.0579359307885,2.23158478737,0.0107355806977
2018/12/16/17:22:08.366119,215,2352,226300000,mti/data,-0.0558896288276,2.23537445068,0.0111831175163
2018/12/16/17:22:08.375804,216,2352,236300000,mti/data,-0.0593426637352,2.23598980904,0.0109895160422
2018/12/16/17:22:08.385842,217,2352,246300000,mti/data,-0.061365224421,2.23644971848,0.0094982618466
2018/12/16/17:22:08.395763,218,2352,256300000,mti/data,-0.0581896081567,2.24232196808,0.00240167230368
2018/12/16/17:22:08.405637,219,2352,266300000,mti/data,-0.0594187527895,2.24727654457,-0.00189310777932
2018/12/16/17:22:08.415953,220,2352,276300000,mti/data,-0.0597254559398,2.24888515472,-0.00186154339463
2018/12/16/17:22:08.425800,221,2352,286300000,mti/data,-0.0629098787904,2.2519261837,-0.0021499064751
2018/12/16/17:22:08.435909,222,2352,296300000,mti/data,-0.0646997094154,2.25381469727,-0.000854551326483
2018/12/16/17:22:08.446223,223,2352,306300000,mti/data,-0.0600783228874,2.25674986839,0.00144291343167
2018/12/16/17:22:08.455690,224,2352,316300000,mti/data,-0.0610726773739,2.25998997688,0.00264260405675
2018/12/16/17:22:08.465923,225,2352,326300000,mti/data,-0.0623717978597,2.25994086266,0.000771287828684
2018/12/16/17:22:08.475838,226,2352,336300000,mti/data,-0.0578106045723,2.26341509819,-0.00194352399558
2018/12/16/17:22:08.485983,227,2352,346300000,mti/data,-0.0563911423087,2.26915287971,-0.000694758724421
2018/12/16/17:22:08.495765,228,2352,356300000,mti/data,-0.0589188672602,2.2706592083,0.00110936770216
2018/12/16/17:22:08.505801,229,2352,366300000,mti/data,-0.0583663918078,2.26929497719,-0.00110748037696
2018/12/16/17:22:08.516193,230,2352,376300000,mti/data,-0.053757108748,2.27219104767,-0.00161264603958
2018/12/16/17:22:08.525875,231,2352,386300000,mti/data,-0.0550395809114,2.27654051781,0.00206921808422
2018/12/16/17:22:08.535795,232,2352,396300000,mti/data,-0.0541247352958,2.27994942665,0.00416461238638
2018/12/16/17:22:08.545930,233,2352,406300000,mti/data,-0.0501164570451,2.28202223778,0.0016620690003
2018/12/16/17:22:08.555665,234,2352,416300000,mti/data,-0.0505467653275,2.28549408913,0.00370878493413
2018/12/16/17:22:08.566015,235,2352,426300000,mti/data,-0.0556824952364,2.28963446617,0.00897509790957
2018/12/16/17:22:08.575801,236,2352,436300000,mti/data,-0.0496913306415,2.29252386093,0.0108102587983
2018/12/16/17:22:08.586024,237,2352,446300000,mti/data,-0.0462381094694,2.29493093491,0.0111178774387
2018/12/16/17:22:08.595535,238,2352,456300000,mti/data,-0.0515565797687,2.29647397995,0.0140668619424
2018/12/16/17:22:08.605782,239,2352,466300000,mti/data,-0.0489037521183,2.30118131638,0.0139303291216
2018/12/16/17:22:08.616054,240,2352,476300000,mti/data,-0.0456551350653,2.30541539192,0.0112718716264
2018/12/16/17:22:08.625701,241,2352,486300000,mti/data,-0.0467683672905,2.3061773777,0.0112711554393
2018/12/16/17:22:08.635801,242,2352,496300000,mti/data,-0.0502487234771,2.30866503716,0.0131419217214
2018/12/16/17:22:08.645688,243,2352,506300000,mti/data,-0.0481029637158,2.31658744812,0.0087816407904
2018/12/16/17:22:08.655738,244,2352,516300000,mti/data,-0.0447242669761,2.32215189934,0.00393855851144
2018/12/16/17:22:08.666017,245,2352,526300000,mti/data,-0.0455047525465,2.32439088821,0.00541939027607
2018/12/16/17:22:08.675637,246,2352,536300000,mti/data,-0.048703700304,2.3284907341,0.00613191444427
2018/12/16/17:22:08.685721,247,2352,546300000,mti/data,-0.0481383055449,2.33271288872,0.00644016219303
2018/12/16/17:22:08.695594,248,2352,556300000,mti/data,-0.0458528473973,2.33668899536,0.00659276545048
2018/12/16/17:22:08.705729,249,2352,566300000,mti/data,-0.0446661263704,2.34070396423,0.00896860845387
2018/12/16/17:22:08.715759,250,2352,576300000,mti/data,-0.0444893650711,2.34304380417,0.00879237428308
2018/12/16/17:22:08.725549,251,2352,586300000,mti/data,-0.0460392273962,2.34535837173,0.00793577544391
2018/12/16/17:22:08.735679,252,2352,596300000,mti/data,-0.0464959815145,2.34962487221,0.00630519120023
2018/12/16/17:22:08.745643,253,2352,606300000,mti/data,-0.0444701090455,2.3535759449,0.00554001796991
2018/12/16/17:22:08.755700,254,2352,616300000,mti/data,-0.0426876656711,2.35766077042,0.00620779627934
2018/12/16/17:22:08.765785,255,2352,626300000,mti/data,-0.0407710261643,2.36029243469,0.00540390750393
2018/12/16/17:22:08.775691,256,2352,636300000,mti/data,-0.0411532782018,2.36425161362,0.00434632599354
2018/12/16/17:22:08.785841,257,2352,646300000,mti/data,-0.0419313758612,2.36861038208,0.00369128631428
2018/12/16/17:22:08.795696,258,2352,656300000,mti/data,-0.0425170846283,2.3703520298,0.00432930700481
