time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z
2018/12/16/17:23:04.278460,54789,1545002584,278067623,base_footprint,4.33333349228,0.0,0.0,0.0,0.0,0.00376568121378
2018/12/16/17:23:04.298423,54790,1545002584,298086693,base_footprint,4.34166669846,0.0,0.0,0.0,0.0,0.00395258686808
2018/12/16/17:23:04.318542,54791,1545002584,318144841,base_footprint,4.34999990463,0.0,0.0,0.0,0.0,0.00432019067802
2018/12/16/17:23:04.338440,54792,1545002584,338166364,base_footprint,4.35833311081,0.0,0.0,0.0,0.0,0.00432846677927
2018/12/16/17:23:04.358522,54793,1545002584,358188416,base_footprint,4.36388874054,0.0,0.0,0.0,0.0,0.00433398433796
2018/12/16/17:23:04.378529,54794,1545002584,378220049,base_footprint,4.36944437027,0.0,0.0,0.0,0.0,0.00415868850802
2018/12/16/17:23:04.398731,54795,1545002584,398271960,base_footprint,4.37777757645,0.0,0.0,0.0,0.0,0.00398546165835
2018/12/16/17:23:04.418578,54796,1545002584,418293458,base_footprint,4.38611125946,0.0,0.0,0.0,0.0,0.00363004251559
2018/12/16/17:23:04.438689,54797,1545002584,438318240,base_footprint,4.39444446564,0.0,0.0,0.0,0.0,0.00309139687819
2018/12/16/17:23:04.458650,54798,1545002584,458342725,base_footprint,4.40000009537,0.0,0.0,0.0,0.0,0.00236699675733
2018/12/16/17:23:04.478724,54799,1545002584,478400873,base_footprint,4.40833330154,0.0,0.0,0.0,0.0,0.00145937131421
2018/12/16/17:23:04.498746,54800,1545002584,498433733,base_footprint,4.419444561,0.0,0.0,0.0,0.0,0.000548643489345
2018/12/16/17:23:04.518927,54801,1545002584,518449369,base_footprint,4.42777776718,0.0,0.0,0.0,0.0,-0.000183225992966
2018/12/16/17:23:04.538834,54802,1545002584,538506833,base_footprint,4.43333339691,0.0,0.0,0.0,0.0,-0.00110073552238
2018/12/16/17:23:04.559190,54803,1545002584,558547999,base_footprint,4.44166660309,0.0,0.0,0.0,0.0,-0.00202180922267
2018/12/16/17:23:04.578937,54804,1545002584,578573491,base_footprint,4.44999980927,0.0,0.0,0.0,0.0,-0.00313047886391
2018/12/16/17:23:04.599351,54805,1545002584,598590815,base_footprint,4.45833349228,0.0,0.0,0.0,0.0,-0.00424329015044
2018/12/16/17:23:04.619232,54806,1545002584,618609996,base_footprint,4.46666669846,0.0,0.0,0.0,0.0,-0.00536024322381
2018/12/16/17:23:04.639662,54807,1545002584,638667018,base_footprint,4.47777795792,0.0,0.0,0.0,0.0,-0.00648536372499
2018/12/16/17:23:04.659383,54808,1545002584,658696555,base_footprint,4.48611116409,0.0,0.0,0.0,0.0,-0.00761129462014
2018/12/16/17:23:04.679041,54809,1545002584,678724701,base_footprint,4.5,0.0,0.0,0.0,0.0,-0.00837973696363
2018/12/16/17:23:04.699260,54810,1545002584,698749069,base_footprint,4.51111125946,0.0,0.0,0.0,0.0,-0.00914714817365
2018/12/16/17:23:04.719298,54811,1545002584,718784471,base_footprint,4.52222204208,0.0,0.0,0.0,0.0,-0.00973110042453
2018/12/16/17:23:04.739112,54812,1545002584,738813471,base_footprint,4.53611087799,0.0,0.0,0.0,0.0,-0.0103241358876
2018/12/16/17:23:04.759638,54813,1545002584,758860508,base_footprint,4.55000019073,0.0,0.0,0.0,0.0,-0.01073233139
2018/12/16/17:23:04.779189,54814,1545002584,778902195,base_footprint,4.56111097336,0.0,0.0,0.0,0.0,-0.0109472910289
2018/12/16/17:23:04.799299,54815,1545002584,798985585,base_footprint,4.57222223282,0.0,0.0,0.0,0.0,-0.0109739595734
2018/12/16/17:23:04.819479,54816,1545002584,818985440,base_footprint,4.580555439,0.0,0.0,0.0,0.0,-0.0109939604095
2018/12/16/17:23:04.839360,54817,1545002584,838980049,base_footprint,4.5944442749,0.0,0.0,0.0,0.0,-0.0108371640537
2018/12/16/17:23:04.859454,54818,1545002584,859017896,base_footprint,4.60555553436,0.0,0.0,0.0,0.0,-0.0106727818037
2018/12/16/17:23:04.879354,54819,1545002584,879060983,base_footprint,4.61111116409,0.0,0.0,0.0,0.0,-0.0103040153743
2018/12/16/17:23:04.899360,54820,1545002584,899083672,base_footprint,4.61666679382,0.0,0.0,0.0,0.0,-0.00974328028931
2018/12/16/17:23:04.919699,54821,1545002584,919154560,base_footprint,4.63055562973,0.0,0.0,0.0,0.0,-0.00958096824851
2018/12/16/17:23:04.939805,54822,1545002584,939162802,base_footprint,4.63888883591,0.0,0.0,0.0,0.0,-0.00921427369292
2018/12/16/17:23:04.960089,54823,1545002584,959195293,base_footprint,4.64722204208,0.0,0.0,0.0,0.0,-0.00865388851649
2018/12/16/17:23:04.979711,54824,1545002584,979227900,base_footprint,4.6555557251,0.0,0.0,0.0,0.0,-0.00866940719907
2018/12/16/17:23:04.999600,54825,1545002584,999297610,base_footprint,4.66111087799,0.0,0.0,0.0,0.0,-0.00867975180352
2018/12/16/17:23:05.019757,54826,1545002585,19305351,base_footprint,4.669444561,0.0,0.0,0.0,0.0,-0.0086952704861
2018/12/16/17:23:05.039847,54827,1545002585,39327548,base_footprint,4.67777776718,0.0,0.0,0.0,0.0,-0.00871078828073
2018/12/16/17:23:05.059646,54828,1545002585,59354630,base_footprint,4.68611097336,0.0,0.0,0.0,0.0,-0.00872630607536
2018/12/16/17:23:05.079826,54829,1545002585,79375298,base_footprint,4.69444465637,0.0,0.0,0.0,0.0,-0.00893609118944
2018/12/16/17:23:05.100213,54830,1545002585,99891463,base_footprint,4.69999980927,0.0,0.0,0.0,0.0,-0.00914116224311
2018/12/16/17:23:05.119880,54831,1545002585,119459914,base_footprint,4.70277786255,0.0,0.0,0.0,0.0,-0.00953578917972
2018/12/16/17:23:05.139807,54832,1545002585,139477951,base_footprint,4.71388912201,0.0,0.0,0.0,0.0,-0.0101435374047
2018/12/16/17:23:05.162959,54833,1545002585,159503464,base_footprint,4.7194442749,0.0,0.0,0.0,0.0,-0.0105460971632
2018/12/16/17:23:05.179935,54834,1545002585,179565871,base_footprint,4.72777795792,0.0,0.0,0.0,0.0,-0.0111516654189
2018/12/16/17:23:05.199943,54835,1545002585,199575664,base_footprint,4.73611116409,0.0,0.0,0.0,0.0,-0.0117593053496
2018/12/16/17:23:05.219961,54836,1545002585,219642852,base_footprint,4.73888874054,0.0,0.0,0.0,0.0,-0.0123545326918
2018/12/16/17:23:05.240566,54837,1545002585,239647891,base_footprint,4.74722242355,0.0,0.0,0.0,0.0,-0.012769171096
2018/12/16/17:23:05.260008,54838,1545002585,259700851,base_footprint,4.75555562973,0.0,0.0,0.0,0.0,-0.0129883873296
2018/12/16/17:23:05.280464,54839,1545002585,279752783,base_footprint,4.75833320618,0.0,0.0,0.0,0.0,-0.0127990570949
2018/12/16/17:23:05.300099,54840,1545002585,299746351,base_footprint,4.76111125946,0.0,0.0,0.0,0.0,-0.0126094985878
2018/12/16/17:23:05.320211,54841,1545002585,319860093,base_footprint,4.76388883591,0.0,0.0,0.0,0.0,-0.01222256404
2018/12/16/17:23:05.340186,54842,1545002585,339815895,base_footprint,4.76666688919,0.0,0.0,0.0,0.0,-0.01144065338
2018/12/16/17:23:05.360235,54843,1545002585,359852061,base_footprint,4.76944446564,0.0,0.0,0.0,0.0,-0.010460455613
2018/12/16/17:23:05.380431,54844,1545002585,380118251,base_footprint,4.77222204208,0.0,0.0,0.0,0.0,-0.00947911484293
2018/12/16/17:23:05.400557,54845,1545002585,400174047,base_footprint,4.77500009537,0.0,0.0,0.0,0.0,-0.00810143378255
2018/12/16/17:23:05.420625,54846,1545002585,420190654,base_footprint,4.77777767181,0.0,0.0,0.0,0.0,-0.00691986657
2018/12/16/17:23:05.440755,54847,1545002585,440441580,base_footprint,4.7805557251,0.0,0.0,0.0,0.0,-0.00553910070966
2018/12/16/17:23:05.460673,54848,1545002585,460410661,base_footprint,4.7805557251,0.0,0.0,0.0,0.0,-0.00435214471619
2018/12/16/17:23:05.480772,54849,1545002585,480415420,base_footprint,4.78333330154,0.0,0.0,0.0,0.0,-0.00316703168394
2018/12/16/17:23:05.500699,54850,1545002585,500424907,base_footprint,4.78888893127,0.0,0.0,0.0,0.0,-0.00237803130355
2018/12/16/17:23:05.520714,54851,1545002585,520434608,base_footprint,4.78888893127,0.0,0.0,0.0,0.0,-0.00178352306254
2018/12/16/17:23:05.540779,54852,1545002585,540459561,base_footprint,4.79166650772,0.0,0.0,0.0,0.0,-0.00178455751369
2018/12/16/17:23:05.560659,54853,1545002585,560407941,base_footprint,4.794444561,0.0,0.0,0.0,0.0,-0.00178559214242
2018/12/16/17:23:05.580747,54854,1545002585,580442508,base_footprint,4.80000019073,0.0,0.0,0.0,0.0,-0.00198629030418
2018/12/16/17:23:05.601020,54855,1545002585,600719478,base_footprint,4.80277776718,0.0,0.0,0.0,0.0,-0.00218618398269
2018/12/16/17:23:05.620790,54856,1545002585,620497842,base_footprint,4.80277776718,0.0,0.0,0.0,0.0,-0.00278241681037
2018/12/16/17:23:05.640988,54857,1545002585,640530659,base_footprint,4.80555534363,0.0,0.0,0.0,0.0,-0.00338060451177
2018/12/16/17:23:05.660937,54858,1545002585,660564668,base_footprint,4.81111097336,0.0,0.0,0.0,0.0,-0.00418087143352
2018/12/16/17:23:05.680886,54859,1545002585,680585799,base_footprint,4.81388902664,0.0,0.0,0.0,0.0,-0.00478090090893
2018/12/16/17:23:05.701149,54860,1545002585,700648762,base_footprint,4.81666660309,0.0,0.0,0.0,0.0,-0.00558094140798
2018/12/16/17:23:05.720888,54861,1545002585,720653918,base_footprint,4.81666660309,0.0,0.0,0.0,0.0,-0.00617890459221
2018/12/16/17:23:05.740988,54862,1545002585,740662043,base_footprint,4.81944465637,0.0,0.0,0.0,0.0,-0.00698021470533
2018/12/16/17:23:05.761106,54863,1545002585,760723963,base_footprint,4.82222223282,0.0,0.0,0.0,0.0,-0.00758289432414
2018/12/16/17:23:05.781038,54864,1545002585,780767962,base_footprint,4.82222223282,0.0,0.0,0.0,0.0,-0.00818155252851
2018/12/16/17:23:05.801759,54865,1545002585,800881376,base_footprint,4.82499980927,0.0,0.0,0.0,0.0,-0.0089849398336
2018/12/16/17:23:05.821054,54866,1545002585,820812250,base_footprint,4.82777786255,0.0,0.0,0.0,0.0,-0.00958946595353
2018/12/16/17:23:05.841181,54867,1545002585,840859310,base_footprint,4.82777786255,0.0,0.0,0.0,0.0,-0.0105883937647
2018/12/16/17:23:05.861333,54868,1545002585,860868814,base_footprint,4.82777786255,0.0,0.0,0.0,0.0,-0.0111877534293
2018/12/16/17:23:05.881542,54869,1545002585,880978751,base_footprint,4.82777786255,0.0,0.0,0.0,0.0,-0.0123864821637
2018/12/16/17:23:05.901342,54870,1545002585,901009700,base_footprint,4.82777786255,0.0,0.0,0.0,0.0,-0.013785014639
2018/12/16/17:23:05.921453,54871,1545002585,920983378,base_footprint,4.82777786255,0.0,0.0,0.0,0.0,-0.0151835659028
2018/12/16/17:23:05.941251,54872,1545002585,941018750,base_footprint,4.830555439,0.0,0.0,0.0,0.0,-0.0163917650861
2018/12/16/17:23:05.961304,54873,1545002585,961021877,base_footprint,4.830555439,0.0,0.0,0.0,0.0,-0.0175912467951
2018/12/16/17:23:05.981275,54874,1545002585,981043685,base_footprint,4.83333349228,0.0,0.0,0.0,0.0,-0.0186015184572
2018/12/16/17:23:06.001384,54875,1545002586,1090646,base_footprint,4.83611106873,0.0,0.0,0.0,0.0,-0.0190125036722
2018/12/16/17:23:06.021548,54876,1545002586,21127753,base_footprint,4.83888912201,0.0,0.0,0.0,0.0,-0.0190234252055
2018/12/16/17:23:06.041514,54877,1545002586,41148692,base_footprint,4.8444442749,0.0,0.0,0.0,0.0,-0.0188447716509
2018/12/16/17:23:06.061511,54878,1545002586,61201024,base_footprint,4.84722232819,0.0,0.0,0.0,0.0,-0.0182537578009
2018/12/16/17:23:06.081636,54879,1545002586,81225610,base_footprint,4.84999990463,0.0,0.0,0.0,0.0,-0.0168591811642
2018/12/16/17:23:06.101533,54880,1545002586,101274071,base_footprint,4.85555553436,0.0,0.0,0.0,0.0,-0.0154718719797
2018/12/16/17:23:06.121574,54881,1545002586,121278066,base_footprint,4.85833311081,0.0,0.0,0.0,0.0,-0.013269093484
2018/12/16/17:23:06.141529,54882,1545002586,141312757,base_footprint,4.85555553436,0.0,0.0,0.0,0.0,-0.0112521246063
2018/12/16/17:23:06.161657,54883,1545002586,161352390,base_footprint,4.86111116409,0.0,0.0,0.0,0.0,-0.00905218509023
2018/12/16/17:23:06.181649,54884,1545002586,181371029,base_footprint,4.86944437027,0.0,0.0,0.0,0.0,-0.0072541379651
2018/12/16/17:23:06.201728,54885,1545002586,201423391,base_footprint,4.87222242355,0.0,0.0,0.0,0.0,-0.00564531243559
2018/12/16/17:23:06.221803,54886,1545002586,221435837,base_footprint,4.875,0.0,0.0,0.0,0.0,-0.00403465763103
2018/12/16/17:23:06.241713,54887,1545002586,241482077,base_footprint,4.88055562973,0.0,0.0,0.0,0.0,-0.00262551343163
2018/12/16/17:23:06.261900,54888,1545002586,261509356,base_footprint,4.88333320618,0.0,0.0,0.0,0.0,-0.00141454173013
2018/12/16/17:23:06.282204,54889,1545002586,281552066,base_footprint,4.88888883591,0.0,0.0,0.0,0.0,-0.000202307242721
2018/12/16/17:23:06.301847,54890,1545002586,301554353,base_footprint,4.89166688919,0.0,0.0,0.0,0.0,0.000607266626779
2018/12/16/17:23:06.322130,54891,1545002586,321775859,base_footprint,4.89444446564,0.0,0.0,0.0,0.0,0.00141776029817
2018/12/16/17:23:06.342083,54892,1545002586,341802599,base_footprint,4.89722204208,0.0,0.0,0.0,0.0,0.00202652172356
2018/12/16/17:23:06.362049,54893,1545002586,361805210,base_footprint,4.90277767181,0.0,0.0,0.0,0.0,0.00284035024581
2018/12/16/17:23:06.382187,54894,1545002586,381779791,base_footprint,4.90833330154,0.0,0.0,0.0,0.0,0.00304668139229
2018/12/16/17:23:06.402130,54895,1545002586,401770672,base_footprint,4.91388893127,0.0,0.0,0.0,0.0,0.00345681485355
2018/12/16/17:23:06.422039,54896,1545002586,421768073,base_footprint,4.92222213745,0.0,0.0,0.0,0.0,0.00366636466879
2018/12/16/17:23:06.442053,54897,1545002586,441795518,base_footprint,4.93055534363,0.0,0.0,0.0,0.0,0.00367257173784
2018/12/16/17:23:06.462133,54898,1545002586,461832116,base_footprint,4.93611097336,0.0,0.0,0.0,0.0,0.00367670990227
2018/12/16/17:23:06.482288,54899,1545002586,481856948,base_footprint,4.94722223282,0.0,0.0,0.0,0.0,0.00368498623113
2018/12/16/17:23:06.502643,54900,1545002586,501889479,base_footprint,4.955555439,0.0,0.0,0.0,0.0,0.00369119330018
2018/12/16/17:23:06.522256,54901,1545002586,521975651,base_footprint,4.96111106873,0.0,0.0,0.0,0.0,0.00369533146461
2018/12/16/17:23:06.542278,54902,1545002586,541991602,base_footprint,4.97222232819,0.0,0.0,0.0,0.0,0.00370360779346
2018/12/16/17:23:06.562328,54903,1545002586,562005156,base_footprint,4.98055553436,0.0,0.0,0.0,0.0,0.00370981486252
2018/12/16/17:23:06.582697,54904,1545002586,582030362,base_footprint,4.98611116409,0.0,0.0,0.0,0.0,0.00371395302694
2018/12/16/17:23:06.602506,54905,1545002586,602029457,base_footprint,4.99444437027,0.0,0.0,0.0,0.0,0.003720160096
2018/12/16/17:23:06.622379,54906,1545002586,622082466,base_footprint,5.00277757645,0.0,0.0,0.0,0.0,0.00351934609779
2018/12/16/17:23:06.642580,54907,1545002586,642295762,base_footprint,5.00833320618,0.0,0.0,0.0,0.0,0.00331600349542
2018/12/16/17:23:06.662658,54908,1545002586,662305337,base_footprint,5.01666688919,0.0,0.0,0.0,0.0,0.00290633024495
2018/12/16/17:23:06.682625,54909,1545002586,682317277,base_footprint,5.02500009537,0.0,0.0,0.0,0.0,0.00249527765179
2018/12/16/17:23:06.702630,54910,1545002586,702359885,base_footprint,5.03333330154,0.0,0.0,0.0,0.0,0.00208284598694
2018/12/16/17:23:06.722790,54911,1545002586,722490790,base_footprint,5.04166650772,0.0,0.0,0.0,0.0,0.00146040570313
2018/12/16/17:23:06.742952,54912,1545002586,742530691,base_footprint,5.05000019073,0.0,0.0,0.0,0.0,0.00083589684254
2018/12/16/17:23:06.763682,54913,1545002586,762573678,base_footprint,5.05555534363,0.0,0.0,0.0,0.0,0.000418408153895
2018/12/16/17:23:06.783211,54914,1545002586,782685464,base_footprint,5.06111097336,0.0,0.0,0.0,0.0,-0.000209433971704
2018/12/16/17:23:06.802955,54915,1545002586,802581162,base_footprint,5.06944465637,0.0,0.0,0.0,0.0,-0.000839115370623
2018/12/16/17:23:06.823578,54916,1545002586,822608814,base_footprint,5.07777786255,0.0,0.0,0.0,0.0,-0.0014708659802
2018/12/16/17:23:06.842858,54917,1545002586,842569737,base_footprint,5.08611106873,0.0,0.0,0.0,0.0,-0.00210468597925
2018/12/16/17:23:06.863302,54918,1545002586,862548451,base_footprint,5.09722232819,0.0,0.0,0.0,0.0,-0.00274207010471
2018/12/16/17:23:06.882939,54919,1545002586,882538894,base_footprint,5.11111116409,0.0,0.0,0.0,0.0,-0.00338405249569
2018/12/16/17:23:06.903389,54920,1545002586,902646408,base_footprint,5.11666679382,0.0,0.0,0.0,0.0,-0.00381119864788
2018/12/16/17:23:06.922923,54921,1545002586,922563498,base_footprint,5.125,0.0,0.0,0.0,0.0,-0.0044536420414
2018/12/16/17:23:06.942940,54922,1545002586,942587928,base_footprint,5.13611125946,0.0,0.0,0.0,0.0,-0.00446329776282
2018/12/16/17:23:06.963226,54923,1545002586,962612882,base_footprint,5.14444446564,0.0,0.0,0.0,0.0,-0.00468342345249
2018/12/16/17:23:06.983025,54924,1545002586,982635314,base_footprint,5.15277767181,0.0,0.0,0.0,0.0,-0.00469100987576
2018/12/16/17:23:07.003006,54925,1545002587,2667656,base_footprint,5.15833330154,0.0,0.0,0.0,0.0,-0.00448260879128
2018/12/16/17:23:07.023267,54926,1545002587,22950911,base_footprint,5.16666650772,0.0,0.0,0.0,0.0,-0.00448985037515
2018/12/16/17:23:07.043254,54927,1545002587,43005426,base_footprint,5.17222213745,0.0,0.0,0.0,0.0,-0.0042806452341
2018/12/16/17:23:07.063434,54928,1545002587,62771793,base_footprint,5.17777776718,0.0,0.0,0.0,0.0,-0.00385671774624
2018/12/16/17:23:07.083230,54929,1545002587,82798589,base_footprint,5.18611097336,0.0,0.0,0.0,0.0,-0.00364831718738
2018/12/16/17:23:07.105129,54930,1545002587,102818562,base_footprint,5.18888902664,0.0,0.0,0.0,0.0,-0.00343554900231
2018/12/16/17:23:07.123105,54931,1545002587,122847949,base_footprint,5.19722223282,0.0,0.0,0.0,0.0,-0.00301093225813
2018/12/16/17:23:07.143315,54932,1545002587,142888837,base_footprint,5.205555439,0.0,0.0,0.0,0.0,-0.00280034831299
2018/12/16/17:23:07.163316,54933,1545002587,162976338,base_footprint,5.21111106873,0.0,0.0,0.0,0.0,-0.00258769527244
2018/12/16/17:23:07.183360,54934,1545002587,182981823,base_footprint,5.2194442749,0.0,0.0,0.0,0.0,-0.00215986065511
2018/12/16/17:23:07.203225,54935,1545002587,202976959,base_footprint,5.22499990463,0.0,0.0,0.0,0.0,-0.00216215963282
2018/12/16/17:23:07.223650,54936,1545002587,223282116,base_footprint,5.23611116409,0.0,0.0,0.0,0.0,-0.00173340578132
2018/12/16/17:23:07.243492,54937,1545002587,243054759,base_footprint,5.24444437027,0.0,0.0,0.0,0.0,-0.00151914381016
2018/12/16/17:23:07.263736,54938,1545002587,263348185,base_footprint,5.25555562973,0.0,0.0,0.0,0.0,-0.0015223623782
2018/12/16/17:23:07.283636,54939,1545002587,283385966,base_footprint,5.26388883591,0.0,0.0,0.0,0.0,-0.00108912576109
2018/12/16/17:23:07.303725,54940,1545002587,303412962,base_footprint,5.27500009537,0.0,0.0,0.0,0.0,-0.000873139753976
2018/12/16/17:23:07.323424,54941,1545002587,323176603,base_footprint,5.27500009537,0.0,0.0,0.0,0.0,-0.000873139753976
2018/12/16/17:23:07.343872,54942,1545002587,343480075,base_footprint,5.2805557251,0.0,0.0,0.0,0.0,-0.000655544487255
2018/12/16/17:23:07.364233,54943,1545002587,363412062,base_footprint,5.294444561,0.0,0.0,0.0,0.0,-0.000438179116654
2018/12/16/17:23:07.383677,54944,1545002587,383419676,base_footprint,5.30277776718,0.0,0.0,0.0,0.0,-0.00043886878993
2018/12/16/17:23:07.403758,54945,1545002587,403415703,base_footprint,5.30555534363,0.0,0.0,0.0,0.0,-0.00021954933088
2018/12/16/17:23:07.423973,54946,1545002587,423413970,base_footprint,5.31111097336,0.0,0.0,0.0,0.0,-0.000219779228546
2018/12/16/17:23:07.443670,54947,1545002587,443350467,base_footprint,5.31666660309,0.0,0.0,0.0,0.0,-0.000220009126212
2018/12/16/17:23:07.464196,54948,1545002587,463414733,base_footprint,5.32499980927,0.0,0.0,0.0,0.0,-0.000440707931819
2018/12/16/17:23:07.483766,54949,1545002587,483479979,base_footprint,5.32777786255,0.0,0.0,0.0,0.0,-0.00066140678916
2018/12/16/17:23:07.504028,54950,1545002587,503445134,base_footprint,5.330555439,0.0,0.0,0.0,0.0,-0.000882335503396
2018/12/16/17:23:07.523794,54951,1545002587,523492483,base_footprint,5.33611106873,0.0,0.0,0.0,0.0,-0.00110406891372
2018/12/16/17:23:07.544085,54952,1545002587,543732474,base_footprint,5.3444442749,0.0,0.0,0.0,0.0,-0.00154811050814
2018/12/16/17:23:07.564196,54953,1545002587,563547587,base_footprint,5.34999990463,0.0,0.0,0.0,0.0,-0.00221388594077
2018/12/16/17:23:07.583813,54954,1545002587,583580448,base_footprint,5.35833311081,0.0,0.0,0.0,0.0,-0.00243906809531
2018/12/16/17:23:07.604217,54955,1545002587,603619767,base_footprint,5.36666679382,0.0,0.0,0.0,0.0,-0.00288701877803
2018/12/16/17:23:07.623956,54956,1545002587,623662942,base_footprint,5.37222242355,0.0,0.0,0.0,0.0,-0.00333462482833
2018/12/16/17:23:07.643932,54957,1545002587,643680972,base_footprint,5.38055562973,0.0,0.0,0.0,0.0,-0.0037851048083
2018/12/16/17:23:07.664338,54958,1545002587,663744542,base_footprint,5.38888883591,0.0,0.0,0.0,0.0,-0.00401396586344
2018/12/16/17:23:07.684005,54959,1545002587,683757661,base_footprint,5.39444446564,0.0,0.0,0.0,0.0,-0.00446456133917
2018/12/16/17:23:07.704080,54960,1545002587,703774865,base_footprint,5.40277767181,0.0,0.0,0.0,0.0,-0.00447145808458
2018/12/16/17:23:07.724040,54961,1545002587,723804052,base_footprint,5.41388893127,0.0,0.0,0.0,0.0,-0.00470468748327
2018/12/16/17:23:07.744080,54962,1545002587,743838123,base_footprint,5.41666650772,0.0,0.0,0.0,0.0,-0.00470710120644
2018/12/16/17:23:07.764088,54963,1545002587,763859853,base_footprint,5.42222213745,0.0,0.0,0.0,0.0,-0.00471192906715
2018/12/16/17:23:07.784386,54964,1545002587,783979271,base_footprint,5.42500019073,0.0,0.0,0.0,0.0,-0.00471434320469
2018/12/16/17:23:07.804226,54965,1545002587,803978472,base_footprint,5.42777776718,0.0,0.0,0.0,0.0,-0.00471675692786
2018/12/16/17:23:07.824435,54966,1545002587,823988464,base_footprint,5.43055534363,0.0,0.0,0.0,0.0,-0.00494389441392
