time,.data
2018/12/16/17:23:06.181743,0.168829320612
2018/12/16/17:23:06.201864,0.167678295365
2018/12/16/17:23:06.221816,0.166570623325
2018/12/16/17:23:06.241813,0.170847964217
2018/12/16/17:23:06.261901,0.169618381837
2018/12/16/17:23:06.282377,0.173778501247
2018/12/16/17:23:06.301917,0.172437122899
2018/12/16/17:23:06.322382,0.17114641903
2018/12/16/17:23:06.342163,0.169905357619
2018/12/16/17:23:06.362152,0.174054439499
2018/12/16/17:23:06.382198,0.178043941307
2018/12/16/17:23:06.402136,0.181880000738
2018/12/16/17:23:06.422148,0.190910012588
2018/12/16/17:23:06.442124,0.19959271629
2018/12/16/17:23:06.462212,0.202599976683
2018/12/16/17:23:06.482422,0.216175476542
2018/12/16/17:23:06.502671,0.223886431631
2018/12/16/17:23:06.522327,0.225959318357
2018/12/16/17:23:06.542392,0.238636381998
2018/12/16/17:23:06.562348,0.245483456107
2018/12/16/17:23:06.582706,0.246725688046
2018/12/16/17:23:06.602513,0.253261634999
2018/12/16/17:23:06.622439,0.259546199378
2018/12/16/17:23:06.642591,0.260247556575
2018/12/16/17:23:06.662740,0.266264348657
2018/12/16/17:23:06.682911,0.272048808664
2018/12/16/17:23:06.702734,0.27761078944
2018/12/16/17:23:06.722859,0.282958847878
2018/12/16/17:23:06.743225,0.288102128756
2018/12/16/17:23:06.763689,0.287704263982
2018/12/16/17:23:06.783301,0.287322618695
2018/12/16/17:23:06.803041,0.292298062234
2018/12/16/17:23:06.823600,0.297081225565
2018/12/16/17:23:06.842954,0.301680421075
2018/12/16/17:23:06.863308,0.311445134611
2018/12/16/17:23:06.882989,0.326175775409
2018/12/16/17:23:06.903333,0.324314456605
2018/12/16/17:23:06.924100,0.327866220153
2018/12/16/17:23:06.943107,0.336623787571
2018/12/16/17:23:06.963235,0.339702115312
2018/12/16/17:23:06.983279,0.342662045832
2018/12/16/17:23:07.003810,0.340166639704
2018/12/16/17:23:07.023293,0.343108703902
2018/12/16/17:23:07.043325,0.340596118618
2018/12/16/17:23:07.063468,0.338180171229
2018/12/16/17:23:07.083298,0.34119863806
2018/12/16/17:23:07.105199,0.33341802368
2018/12/16/17:23:07.123445,0.336619650032
2018/12/16/17:23:07.143339,0.339698136909
2018/12/16/17:23:07.163557,0.337316727279
2018/12/16/17:23:07.183367,0.340368403493
2018/12/16/17:23:07.203480,0.337961214378
2018/12/16/17:23:07.223678,0.346330512787
2018/12/16/17:23:07.243497,0.349035504943
2018/12/16/17:23:07.263738,0.3569788691
2018/12/16/17:23:07.283815,0.35927430909
2018/12/16/17:23:07.303875,0.366823873087
2018/12/16/17:23:07.323496,0.352715262584
2018/12/16/17:23:07.343878,0.349833194273
2018/12/16/17:23:07.364241,0.363087371238
2018/12/16/17:23:07.383742,0.365147868838
2018/12/16/17:23:07.403764,0.356445213203
2018/12/16/17:23:07.423986,0.353419685253
2018/12/16/17:23:07.444040,0.350510523763
2018/12/16/17:23:07.464202,0.353054746266
2018/12/16/17:23:07.483780,0.344818127724
2018/12/16/17:23:07.504034,0.336897385209
2018/12/16/17:23:07.523806,0.334623696798
2018/12/16/17:23:07.544120,0.337778951107
2018/12/16/17:23:07.564203,0.335471356315
2018/12/16/17:23:07.584213,0.338594008335
2018/12/16/17:23:07.604277,0.341597475349
2018/12/16/17:23:07.624028,0.33914301424
2018/12/16/17:23:07.643999,0.342124448647
2018/12/16/17:23:07.664338,0.344991212501
2018/12/16/17:23:07.684171,0.34240622304
2018/12/16/17:23:07.704166,0.345262149416
2018/12/16/17:23:07.724136,0.353350642632
2018/12/16/17:23:07.744171,0.345101726466
2018/12/16/17:23:07.764153,0.342512486468
2018/12/16/17:23:07.784393,0.334681339457
2018/12/16/17:23:07.804286,0.327150473414
2018/12/16/17:23:07.824458,0.319909256064
2018/12/16/17:23:07.845018,0.312947464069
2018/12/16/17:23:07.864322,0.311594926471
2018/12/16/17:23:07.884753,0.304951999388
2018/12/16/17:23:07.904561,0.293223076335
2018/12/16/17:23:07.924697,0.287287675867
2018/12/16/17:23:07.944561,0.292263546366
2018/12/16/17:23:07.964457,0.286364133903
2018/12/16/17:23:07.984633,0.28603403208
2018/12/16/17:23:08.004545,0.280375133315
2018/12/16/17:23:08.024934,0.280274460674
2018/12/16/17:23:08.045330,0.285520987214
2018/12/16/17:23:08.065249,0.285222397115
2018/12/16/17:23:08.084814,0.279594715079
2018/12/16/17:23:08.104772,0.274182565358
2018/12/16/17:23:08.124818,0.268979492236
2018/12/16/17:23:08.144864,0.25863412715
2018/12/16/17:23:08.165342,0.254028153888
2018/12/16/17:23:08.185098,0.249600250438
2018/12/16/17:23:08.205266,0.240000240805
2018/12/16/17:23:08.225047,0.230769462313
2018/12/16/17:23:08.245658,0.221893713762
2018/12/16/17:23:08.265128,0.224042326489
2018/12/16/17:23:08.285127,0.210083820765
2018/12/16/17:23:08.305190,0.202003673813
2018/12/16/17:23:08.325237,0.199575794909
2018/12/16/17:23:08.345194,0.191899802797
2018/12/16/17:23:08.365259,0.195202944479
2018/12/16/17:23:08.385360,0.193037549083
2018/12/16/17:23:08.405582,0.185613027964
2018/12/16/17:23:08.425604,0.17847406535
2018/12/16/17:23:08.445569,0.187635074715
2018/12/16/17:23:08.465557,0.180418341072
2018/12/16/17:23:08.485492,0.178820667274
2018/12/16/17:23:08.505703,0.166601456136
2018/12/16/17:23:08.525496,0.165535200989
2018/12/16/17:23:08.545589,0.15916846249
2018/12/16/17:23:08.566022,0.137021202054
2018/12/16/17:23:08.585550,0.137093565982
2018/12/16/17:23:08.606023,0.131820736521
2018/12/16/17:23:08.625584,0.121408298033
2018/12/16/17:23:08.645783,0.116738748108
2018/12/16/17:23:08.666407,0.112248796258
2018/12/16/17:23:08.685699,0.113273945024
2018/12/16/17:23:08.705781,0.0982333515038
2018/12/16/17:23:08.725778,0.105139049004
2018/12/16/17:23:08.745798,0.101095239427
2018/12/16/17:23:08.765849,0.0918645508266
2018/12/16/17:23:08.785879,0.0936737090326
2018/12/16/17:23:08.805923,0.0900708740698
2018/12/16/17:23:08.825874,0.0866066096825
2018/12/16/17:23:08.846238,0.0779331760723
2018/12/16/17:23:08.865981,0.0749357462233
2018/12/16/17:23:08.886045,0.0667121089714
2018/12/16/17:23:08.906059,0.0641462586264
2018/12/16/17:23:08.926125,0.0563366846721
2018/12/16/17:23:08.946235,0.0541698891078
2018/12/16/17:23:08.966162,0.046744938668
2018/12/16/17:23:08.986175,0.0289216599178
2018/12/16/17:23:09.006255,0.0224668782215
2018/12/16/17:23:09.026229,0.0269451776816
2018/12/16/17:23:09.046298,0.0152249213665
2018/12/16/17:23:09.066364,0.00929693730687
2018/12/16/17:23:09.086434,0.014281772956
2018/12/16/17:23:09.106437,0.0137324739962
2018/12/16/17:23:09.126690,0.0185457950858
2018/12/16/17:23:09.146419,0.0178324952748
2018/12/16/17:23:09.166494,0.0171466300719
2018/12/16/17:23:09.186511,0.0111456511335
2018/12/16/17:23:09.206604,3.306891642e-05
2018/12/16/17:23:09.226581,3.17970350192e-05
2018/12/16/17:23:09.246673,3.05740721339e-05
2018/12/16/17:23:09.266778,-0.0159959983475
2018/12/16/17:23:09.286674,-0.0207231778028
2018/12/16/17:23:09.306712,-0.0252676256691
2018/12/16/17:23:09.326898,-0.0349796972399
2018/12/16/17:23:09.346816,-0.0443182275965
2018/12/16/17:23:09.366872,-0.0532975837086
2018/12/16/17:23:09.386863,-0.0619315799702
2018/12/16/17:23:09.406905,-0.0702325824581
2018/12/16/17:23:09.426986,-0.0728737394475
2018/12/16/17:23:09.447016,-0.0754123964813
2018/12/16/17:23:09.466967,-0.083195823021
2018/12/16/17:23:09.487017,-0.079995983674
2018/12/16/17:23:09.507101,-0.0822616252321
2018/12/16/17:23:09.527079,-0.0737553064084
2018/12/16/17:23:09.547143,-0.0762609740152
2018/12/16/17:23:09.567235,-0.0893532561237
2018/12/16/17:23:09.588293,-0.0805741822657
2018/12/16/17:23:09.607255,-0.0828175854164
2018/12/16/17:23:09.627407,-0.0849737868361
2018/12/16/17:23:09.647430,-0.0870479744264
2018/12/16/17:23:09.667522,-0.0943838787373
2018/12/16/17:23:09.687419,-0.101436715888
2018/12/16/17:23:09.707692,-0.102877713899
2018/12/16/17:23:09.727790,-0.104262371916
2018/12/16/17:23:09.747524,-0.110936184016
2018/12/16/17:23:09.767446,-0.122694804201
2018/12/16/17:23:09.787605,-0.128659676598
2018/12/16/17:23:09.807594,-0.134395130825
2018/12/16/17:23:09.827594,-0.129226087332
2018/12/16/17:23:09.847658,-0.12959734637
2018/12/16/17:23:09.867735,-0.129955243209
2018/12/16/17:23:09.887808,-0.124956964624
2018/12/16/17:23:09.907800,-0.120150927523
2018/12/16/17:23:09.927762,-0.115529738003
2018/12/16/17:23:09.947813,-0.116427779708
2018/12/16/17:23:09.967862,-0.117292198342
2018/12/16/17:23:09.987866,-0.11812245311
2018/12/16/17:23:10.007979,-0.113579281837
2018/12/16/17:23:10.028004,-0.119894751247
2018/12/16/17:23:10.047950,-0.115283414661
2018/12/16/17:23:10.068039,-0.11619093034
2018/12/16/17:23:10.088016,-0.122405951732
2018/12/16/17:23:10.108038,-0.133723427005
2018/12/16/17:23:10.128108,-0.133922628435
2018/12/16/17:23:10.148518,-0.144797154604
2018/12/16/17:23:10.168233,-0.144570443434
2018/12/16/17:23:10.188397,-0.155035438257
2018/12/16/17:23:10.208375,-0.159756440113
2018/12/16/17:23:10.228329,-0.158953454814
2018/12/16/17:23:10.248403,-0.152839860398
2018/12/16/17:23:10.268486,-0.146961404229
2018/12/16/17:23:10.288518,-0.141309042528
2018/12/16/17:23:10.308475,-0.135874079354
2018/12/16/17:23:10.328446,-0.130648153225
2018/12/16/17:23:10.348763,-0.130965634415
2018/12/16/17:23:10.368701,-0.12592849463
2018/12/16/17:23:10.388556,-0.126426584157
2018/12/16/17:23:10.408625,-0.132247926555
2018/12/16/17:23:10.428588,-0.137845371169
2018/12/16/17:23:10.448709,-0.143227529451
2018/12/16/17:23:10.468709,-0.148401764651
2018/12/16/17:23:10.488771,-0.148036414633
2018/12/16/17:23:10.508883,-0.153026609706
2018/12/16/17:23:10.528809,-0.163166367365
2018/12/16/17:23:10.548890,-0.172916134344
2018/12/16/17:23:10.569011,-0.17694941712
2018/12/16/17:23:10.588920,-0.175485163474
2018/12/16/17:23:10.608972,-0.179419637437
2018/12/16/17:23:10.628893,-0.177861292312
2018/12/16/17:23:10.652624,-0.165678063216
2018/12/16/17:23:10.669028,-0.191357539997
2018/12/16/17:23:10.689180,-0.19468153794
2018/12/16/17:23:10.709209,-0.16048448666
2018/12/16/17:23:10.729413,-0.138285692915
2018/12/16/17:23:10.749389,-0.15967631224
2018/12/16/17:23:10.769361,-0.17490272227
2018/12/16/17:23:10.789267,-0.125440998175
2018/12/16/17:23:10.809359,-0.115273934238
2018/12/16/17:23:10.829312,-0.132208128038
2018/12/16/17:23:10.849534,-0.153832499857
2018/12/16/17:23:10.869427,-0.158599768575
2018/12/16/17:23:10.889434,-0.173867584131
2018/12/16/17:23:10.909480,-0.172521862523
2018/12/16/17:23:10.929616,-0.181911802766
2018/12/16/17:23:10.949586,-0.180257605128
2018/12/16/17:23:10.969529,-0.184008523643
2018/12/16/17:23:10.989537,-0.187614259066
2018/12/16/17:23:11.009744,-0.185740736186
2018/12/16/17:23:11.029638,-0.183938354884
2018/12/16/17:23:11.050016,-0.1875477061
2018/12/16/17:23:11.069819,-0.18567674295
2018/12/16/17:23:11.089767,-0.189218316092
2018/12/16/17:23:11.109777,-0.187283098711
2018/12/16/17:23:11.129991,-0.185421395773
2018/12/16/17:23:11.149840,-0.178289803628
2018/12/16/17:23:11.170630,-0.182116406816
2018/12/16/17:23:11.189852,-0.180453422797
2018/12/16/17:23:11.210101,-0.184196809863
2018/12/16/17:23:11.229979,-0.187796220503
2018/12/16/17:23:11.250094,-0.191257192273
2018/12/16/17:23:11.270064,-0.19992654291
2018/12/16/17:23:11.290154,-0.197579470651
2018/12/16/17:23:11.310077,-0.206005656735
2018/12/16/17:23:11.330115,-0.214107758739
2018/12/16/17:23:11.350216,-0.211215255103
2018/12/16/17:23:11.370784,-0.229800891266
2018/12/16/17:23:11.390284,-0.242329285108
2018/12/16/17:23:11.410289,-0.259719144804
2018/12/16/17:23:11.430522,-0.255071440094
2018/12/16/17:23:11.450437,-0.261286396584
2018/12/16/17:23:11.470334,-0.26726323328
2018/12/16/17:23:11.490852,-0.283693177975
2018/12/16/17:23:11.510569,-0.278123395066
2018/12/16/17:23:11.530723,-0.272767834576
2018/12/16/17:23:11.550534,-0.278303077504
2018/12/16/17:23:11.570556,-0.283624509478
2018/12/16/17:23:11.590551,-0.294083681153
2018/12/16/17:23:11.610778,-0.304139659999
2018/12/16/17:23:11.630658,-0.303125884096
2018/12/16/17:23:11.650781,-0.296809606407
2018/12/16/17:23:11.670716,-0.312103152136
2018/12/16/17:23:11.690811,-0.31612458124
2018/12/16/17:23:11.710828,-0.314649846827
2018/12/16/17:23:11.730844,-0.318573326135
2018/12/16/17:23:11.750892,-0.31166291606
2018/12/16/17:23:11.771660,-0.326385180648
2018/12/16/17:23:11.791354,-0.335198794129
2018/12/16/17:23:11.811529,-0.327648942978
2018/12/16/17:23:11.832678,-0.320388553722
2018/12/16/17:23:11.851592,-0.340117627022
2018/12/16/17:23:11.871845,-0.348403069489
2018/12/16/17:23:11.891434,-0.335002951432
2018/12/16/17:23:11.911397,-0.338144536019
2018/12/16/17:23:11.931399,-0.335822880269
2018/12/16/17:23:11.951398,-0.333589601976
2018/12/16/17:23:11.972566,-0.331443135997
2018/12/16/17:23:11.991328,-0.318695323074
2018/12/16/17:23:12.011479,-0.317121713975
2018/12/16/17:23:12.031765,-0.32095012147
2018/12/16/17:23:12.051631,-0.319289789356
2018/12/16/17:23:12.071888,-0.31769331617
2018/12/16/17:23:12.091484,-0.321499738965
2018/12/16/17:23:12.111623,-0.325160677877
2018/12/16/17:23:12.132318,-0.328679894453
2018/12/16/17:23:12.151477,-0.326722263378
2018/12/16/17:23:12.171592,-0.330181418973
2018/12/16/17:23:12.192986,-0.333507530121
2018/12/16/17:23:12.211830,-0.336705713918
2018/12/16/17:23:12.231664,-0.334439397479
2018/12/16/17:23:12.251602,-0.332260247058
2018/12/16/17:23:12.271846,-0.330164910113
2018/12/16/17:23:12.291878,-0.322807752891
2018/12/16/17:23:12.312081,-0.315734480248
2018/12/16/17:23:12.331898,-0.308932339559
2018/12/16/17:23:12.351943,-0.30239273666
2018/12/16/17:23:12.371833,-0.301446150116
2018/12/16/17:23:12.391941,-0.305877463913
2018/12/16/17:23:12.411943,-0.299454439236
2018/12/16/17:23:12.432285,-0.293279370965
2018/12/16/17:23:12.452048,-0.287340888325
2018/12/16/17:23:12.472148,-0.281630808864
2018/12/16/17:23:12.492112,-0.276141264838
2018/12/16/17:23:12.512054,-0.276204350287
2018/12/16/17:23:12.532885,-0.276265009372
2018/12/16/17:23:12.552561,-0.270980925255
2018/12/16/17:23:12.572321,-0.265900075142
2018/12/16/17:23:12.592194,-0.266357052503
2018/12/16/17:23:12.612652,-0.266796453811
2018/12/16/17:23:12.632607,-0.261877461902
2018/12/16/17:23:12.652468,-0.262488238162
2018/12/16/17:23:12.672578,-0.263076440021
2018/12/16/17:23:12.692418,-0.263642018732
2018/12/16/17:23:12.712372,-0.25884435125
2018/12/16/17:23:12.733307,-0.254230292445
2018/12/16/17:23:12.752868,-0.249793697441
2018/12/16/17:23:12.772708,-0.250870150866
2018/12/16/17:23:12.792820,-0.251905202237
2018/12/16/17:23:12.812551,-0.236875047446
2018/12/16/17:23:12.833162,-0.238447455031
2018/12/16/17:23:12.852849,-0.234618809229
2018/12/16/17:23:12.873194,-0.225595008875
2018/12/16/17:23:12.892949,-0.227602181091
2018/12/16/17:23:12.912795,-0.229532154377
2018/12/16/17:23:12.933289,-0.226045487759
2018/12/16/17:23:12.953226,-0.217351430538
2018/12/16/17:23:12.972798,-0.21967566346
2018/12/16/17:23:12.992880,-0.221910502808
2018/12/16/17:23:13.012909,-0.218716976636
2018/12/16/17:23:13.033290,-0.220988688554
2018/12/16/17:23:13.052941,-0.223173026937
2018/12/16/17:23:13.072981,-0.214589448978
2018/12/16/17:23:13.093328,-0.211677501799
2018/12/16/17:23:13.113187,-0.214219962749
2018/12/16/17:23:13.133209,-0.248715429728
2018/12/16/17:23:13.153475,-0.244491861822
2018/12/16/17:23:13.173213,-0.203036618693
2018/12/16/17:23:13.193210,-0.216595324629
2018/12/16/17:23:13.213410,-0.218948638547
2018/12/16/17:23:13.233326,-0.221211440392
2018/12/16/17:23:13.253377,-0.218044801236
2018/12/16/17:23:13.273301,-0.198974559399
2018/12/16/17:23:13.293361,-0.218030991551
2018/12/16/17:23:13.313509,-0.214987594345
2018/12/16/17:23:13.333491,-0.201376430555
2018/12/16/17:23:13.353413,-0.198973593387
2018/12/16/17:23:13.373459,-0.164611463051
2018/12/16/17:23:13.393556,-0.190331045921
2018/12/16/17:23:13.413601,-0.21506233106
2018/12/16/17:23:13.433705,-0.201448292782
2018/12/16/17:23:13.454019,-0.204384184848
2018/12/16/17:23:13.473708,-0.196523254662
2018/12/16/17:23:13.493697,-0.178280764617
2018/12/16/17:23:13.513757,-0.182107715459
2018/12/16/17:23:13.533758,-0.180445982717
2018/12/16/17:23:13.553805,-0.168163342452
2018/12/16/17:23:13.573815,-0.167037931749
2018/12/16/17:23:13.593983,-0.160613395913
2018/12/16/17:23:13.614173,-0.159777450775
2018/12/16/17:23:13.633929,-0.14829067104
2018/12/16/17:23:13.654403,-0.137244773532
2018/12/16/17:23:13.673970,-0.137308538557
2018/12/16/17:23:13.694062,-0.126685030759
2018/12/16/17:23:13.714365,-0.111128626249
2018/12/16/17:23:13.734186,-0.10151295515
2018/12/16/17:23:13.754412,-0.0976086107207
2018/12/16/17:23:13.774180,-0.0831705300579
2018/12/16/17:23:13.794299,-0.0799716635172
2018/12/16/17:23:13.814336,-0.082238240466
2018/12/16/17:23:13.834382,-0.0790752312173
2018/12/16/17:23:13.854404,-0.0706914660095
2018/12/16/17:23:13.874405,-0.0626310703043
2018/12/16/17:23:13.894412,-0.0655636761513
2018/12/16/17:23:13.914471,-0.0577005031329
2018/12/16/17:23:13.934481,-0.0501388428515
2018/12/16/17:23:13.954484,-0.0482104258187
2018/12/16/17:23:13.974626,-0.0356722753445
2018/12/16/17:23:13.994566,-0.0236172784215
2018/12/16/17:23:14.014728,-0.0173665113982
2018/12/16/17:23:14.034662,-0.00601466532476
2018/12/16/17:23:14.055019,0.0102420644507
2018/12/16/17:23:14.075240,0.0258735353887
2018/12/16/17:23:14.095060,0.0355623027396
2018/12/16/17:23:14.115258,0.0395369320259
2018/12/16/17:23:14.134836,0.0593831704543
2018/12/16/17:23:14.154920,0.083808502181
2018/12/16/17:23:14.174938,0.0859275084119
2018/12/16/17:23:14.194978,0.0879640974087
2018/12/16/17:23:14.215141,0.105948669548
2018/12/16/17:23:14.235226,0.117899117213
2018/12/16/17:23:14.255102,0.124048439109
2018/12/16/17:23:14.275133,0.135302741791
2018/12/16/17:23:14.295087,0.140782693511
2018/12/16/17:23:14.315575,0.151393371023
2018/12/16/17:23:14.335137,0.166938355716
2018/12/16/17:23:14.355573,0.171201553054
2018/12/16/17:23:14.375304,0.175300781264
2018/12/16/17:23:14.395502,0.189925333183
2018/12/16/17:23:14.415411,0.193304416003
2018/12/16/17:23:14.435390,0.191212040933
2018/12/16/17:23:14.455318,0.205224621327
2018/12/16/17:23:14.475632,0.229383076643
2018/12/16/17:23:14.495325,0.231244553945
2018/12/16/17:23:14.515497,0.227692025806
2018/12/16/17:23:14.535434,0.229618543525
2018/12/16/17:23:14.555429,0.252838771064
2018/12/16/17:23:14.575488,0.264481092607
2018/12/16/17:23:14.595742,0.275676549546
2018/12/16/17:23:14.615661,0.281099001826
2018/12/16/17:23:14.635604,0.302339211738
2018/12/16/17:23:14.655595,0.312077670177
2018/12/16/17:23:14.679640,0.321442489518
2018/12/16/17:23:14.695727,0.330447123499
2018/12/16/17:23:14.716095,0.34444691857
2018/12/16/17:23:14.735848,0.347224356657
2018/12/16/17:23:14.755860,0.355237380363
2018/12/16/17:23:14.775843,0.373625197183
2018/12/16/17:23:14.796097,0.369938900619
2018/12/16/17:23:14.816247,0.377078288019
2018/12/16/17:23:14.836252,0.378600673435
2018/12/16/17:23:14.856229,0.385406915727
2018/12/16/17:23:14.876540,0.391951379469
2018/12/16/17:23:14.895957,0.398243216073
2018/12/16/17:23:14.916174,0.393610072628
2018/12/16/17:23:14.936112,0.405180523502
2018/12/16/17:23:14.956430,0.421648367195
2018/12/16/17:23:14.976154,0.426798011963
2018/12/16/17:23:14.996710,0.431750510466
2018/12/16/17:23:15.016411,0.441854021423
2018/12/16/17:23:15.036458,0.435543539311
2018/12/16/17:23:15.056373,0.450843574704
2018/12/16/17:23:15.076644,0.454870326876
2018/12/16/17:23:15.096356,0.464084614125
2018/12/16/17:23:15.116605,0.472945422705
2018/12/16/17:23:15.136842,0.460096707305
2018/12/16/17:23:15.156522,0.47979388325
2018/12/16/17:23:15.176914,0.488049572177
2018/12/16/17:23:15.196615,0.49064624144
2018/12/16/17:23:15.216631,0.493142121814
2018/12/16/17:23:15.237014,0.484859020456
2018/12/16/17:23:15.256760,0.492919896414
2018/12/16/17:23:15.277491,0.489987752348
2018/12/16/17:23:15.297171,0.492508959225
2018/12/16/17:23:15.317383,0.494934113602
2018/12/16/17:23:15.336815,0.486582089483
2018/12/16/17:23:15.356860,0.505260596882
2018/12/16/17:23:15.376874,0.512536796823
2018/12/16/17:23:15.397054,0.51953314292
2018/12/16/17:23:15.417000,0.515576495456
2018/12/16/17:23:15.437320,0.501089040407
2018/12/16/17:23:15.457100,0.524551081321
2018/12/16/17:23:15.477330,0.525743846387
2018/12/16/17:23:15.497182,0.532232229039
2018/12/16/17:23:15.517199,0.527787155185
